/* L = 4, Z = 27000 */
/* p;ocurrencias de percolacion;Masa promedio */
0.515700;10053;86723
0.515800;10065;86829
0.515900;10070;86881
0.516000;10071;86920
0.516100;10077;86988
0.516200;10080;87017
0.516300;10091;87127
0.516400;10103;87244
0.516500;10107;87282
0.516600;10114;87352
0.516700;10121;87423
0.516800;10125;87479
0.516900;10134;87572
0.517000;10145;87669
0.517100;10153;87748
0.517200;10159;87816
0.517300;10165;87882
0.517400;10168;87920
0.517500;10176;88007
0.517600;10188;88129
0.517700;10195;88195
0.517800;10223;88969
0.517900;10228;89025
0.518000;10230;89053
0.518100;10238;89137
0.518200;10241;89175
0.518300;10245;89231
0.518400;10253;89309
0.518500;10256;89355
0.518600;10264;89440
0.518700;10269;89499
0.518800;10273;89558
0.518900;10282;89652
0.519000;10286;89706
0.519100;10291;89768
0.519200;10296;89811
0.519300;10302;89889
0.519400;10309;89958
0.519500;10314;90023
0.519600;10321;90090
0.519700;10327;90154
0.519800;10339;90277
0.519900;10342;90317
0.520000;10350;90387
0.520100;10354;90432
0.520200;10361;90506
0.520300;10371;90608
0.520400;10378;90673
0.520500;10384;90746
0.520600;10387;90786
0.520700;10393;90857
0.520800;10402;90949
0.520900;10411;91038
0.521000;10415;91093
0.521100;10423;91176
0.521200;10427;91220
0.521300;10435;91294
0.521400;10444;91388
0.521500;10452;91477
0.521600;10456;91516
0.521700;10461;91571
0.521800;10464;91612
0.521900;10470;91688
0.522000;10403;90851
0.522100;10410;90923
0.522200;10416;90977
0.522300;10421;91036
0.522400;10431;91134
0.522500;10437;91197
0.522600;10442;91264
0.522700;10448;91333
0.522800;10454;91398
0.522900;10458;91445
0.523000;10464;91523
0.523100;10469;91579
0.523200;10476;91653
0.523300;10482;91725
0.523400;10490;91819
0.523500;10494;91865
0.523600;10500;91937
0.523700;10506;91995
0.523800;10516;92079
0.523900;10520;92142
0.524000;10526;92201
0.524100;10535;92285
0.524200;10542;92358
0.524300;10548;92410
0.524400;10556;92476
0.524500;10562;92538
0.524600;10571;92623
0.524700;10578;92699
0.524800;10582;92738
0.524900;10589;92815
0.525000;10595;92882
0.525100;10604;92965
0.525200;10612;93049
0.525300;10619;93130
0.525400;10624;93175
0.525500;10631;93247
0.525600;10635;93300
0.525700;10641;93364
0.525800;10651;93453
0.525900;10656;93503
0.526000;10664;93583
0.526100;10672;93663
0.526200;10678;93728
0.526300;10741;94740
0.526400;10745;94789
0.526500;10749;94835
0.526600;10759;94937
0.526700;10769;95021
0.526800;10771;95060
0.526900;10775;95113
0.527000;10781;95187
0.527100;10785;95231
0.527200;10791;95286
0.527300;10796;95341
0.527400;10805;95428
0.527500;10812;95495
0.527600;10814;95528
0.527700;10819;95584
0.527800;10827;95666
0.527900;10833;95730
0.528000;10841;95801
0.528100;10849;95874
0.528200;10857;95958
0.528300;10860;95998
0.528400;10866;96060
0.528500;10874;96133
0.528600;10881;96202
0.528700;10887;96269
0.528800;10891;96314
0.528900;10903;96421
0.529000;10911;96501
0.529100;10922;96612
0.529200;10924;96643
0.529300;10931;96722
0.529400;10938;96787
0.529500;10947;96899
0.529600;10955;96992
0.529700;10956;97023
0.529800;10964;97103
0.529900;10969;97157
0.530000;10977;97240
0.530100;10980;97280
0.530200;10985;97346
0.530300;10988;97385
0.530400;11010;96895
0.530500;11015;96938
0.530600;11019;96981
0.530700;11027;97068
0.530800;11035;97149
0.530900;11044;97228
0.531000;11050;97279
0.531100;11055;97329
0.531200;11067;97459
0.531300;11071;97497
0.531400;11073;97523
0.531500;11078;97601
0.531600;11084;97663
0.531700;11092;97752
0.531800;11100;97834
0.531900;11111;97958
0.532000;11113;97993
0.532100;11116;98053
0.532200;11119;98089
0.532300;11124;98146
0.532400;11129;98209
0.532500;11135;98275
0.532600;11140;98336
0.532700;11144;98385
0.532800;11151;98462
0.532900;11156;98531
0.533000;11162;98583
0.533100;11170;98683
0.533200;11176;98748
0.533300;11183;98810
0.533400;11188;98877
0.533500;11193;98931
0.533600;11196;98971
0.533700;11204;99048
0.533800;11209;99105
0.533900;11218;99183
0.534000;11221;99223
0.534100;11231;99315
0.534200;11237;99383
0.534300;11244;99469
0.534400;11251;99563
0.534500;11258;99646
0.534600;11193;99433
0.534700;11196;99487
0.534800;11206;99587
0.534900;11211;99647
0.535000;11219;99730
0.535100;11225;99798
0.535200;11231;99881
0.535300;11237;99948
0.535400;11244;100013
0.535500;11248;100066
0.535600;11255;100139
0.535700;11259;100196
0.535800;11262;100240
0.535900;11273;100338
0.536000;11278;100400
0.536100;11283;100448
0.536200;11288;100500
0.536300;11295;100585
0.536400;11299;100640
0.536500;11303;100684
0.536600;11308;100734
0.536700;11313;100782
0.536800;11323;100887
0.536900;11329;100955
0.537000;11335;101013
0.537100;11346;101123
0.537200;11353;101195
0.537300;11361;101269
0.537400;11367;101344
0.537500;11378;101452
0.537600;11385;101522
0.537700;11386;101549
0.537800;11390;101594
0.537900;11396;101668
0.538000;11401;101721
0.538100;11407;101796
0.538200;11414;101868
0.538300;11423;101955
0.538400;11433;102069
0.538500;11436;102103
0.538600;11441;102163
0.538700;11448;102241
0.538800;11452;102296
0.538900;11467;102681
0.539000;11474;102749
0.539100;11484;102837
0.539200;11493;102929
0.539300;11501;103020
0.539400;11505;103075
0.539500;11516;103171
0.539600;11524;103264
0.539700;11533;103361
0.539800;11539;103419
0.539900;11545;103485
0.540000;11557;103598
0.540100;11562;103652
0.540200;11564;103697
0.540300;11572;103793
0.540400;11580;103862
0.540500;11585;103919
0.540600;11592;103990
0.540700;11600;104074
0.540800;11604;104122
0.540900;11613;104215
0.541000;11620;104291
0.541100;11622;104330
0.541200;11628;104401
0.541300;11632;104455
0.541400;11640;104542
0.541500;11650;104646
0.541600;11656;104724
0.541700;11663;104798
0.541800;11666;104842
0.541900;11673;104902
0.542000;11679;104973
0.542100;11685;105034
0.542200;11694;105118
0.542300;11698;105169
0.542400;11710;105286
0.542500;11717;105358
0.542600;11725;105448
0.542700;11729;105493
0.542800;11738;105583
0.542900;11739;105603
0.543000;11745;105661
0.543100;11750;105722
0.543200;11755;105792
0.543300;11759;105841
0.543400;11764;105902
0.543500;11768;105953
0.543600;11776;106040
0.543700;11622;104169
0.543800;11628;104238
0.543900;11635;104318
0.544000;11643;104392
0.544100;11652;104477
0.544200;11656;104525
0.544300;11668;104641
0.544400;11674;104711
0.544500;11681;104768
0.544600;11687;104837
0.544700;11696;104924
0.544800;11703;104997
0.544900;11708;105055
0.545000;11717;105147
0.545100;11720;105194
0.545200;11726;105265
0.545300;11731;105327
0.545400;11738;105406
0.545500;11741;105448
0.545600;11749;105537
0.545700;11753;105591
0.545800;11756;105648
0.545900;11761;105710
0.546000;11767;105786
0.546100;11771;105840
0.546200;11776;105901
0.546300;11785;105992
0.546400;11788;106032
0.546500;11795;106108
0.546600;11800;106168
0.546700;11808;106254
0.546800;11815;106325
0.546900;11820;106387
0.547000;11825;106460
0.547100;11831;106526
0.547200;11835;106600
0.547300;11840;106660
0.547400;11850;106772
0.547500;11856;106840
0.547600;11860;106897
0.547700;11864;106941
0.547800;11868;106982
0.547900;11872;107041
0.548000;11877;107103
0.548100;11884;107184
0.548200;11886;107210
0.548300;11891;107262
0.548400;11893;107310
0.548500;11898;107375
0.548600;11906;107453
0.548700;12188;110504
0.548800;12192;110551
0.548900;12197;110616
0.549000;12201;110668
0.549100;12208;110752
0.549200;12212;110817
0.549300;12220;110898
0.549400;12231;111000
0.549500;12236;111062
0.549600;12246;111163
0.549700;12246;111180
0.549800;12258;111300
0.549900;12261;111347
0.550000;12270;111431
0.550100;12277;111504
0.550200;12284;111575
0.550300;12291;111664
0.550400;12297;111725
0.550500;12311;111861
0.550600;12315;111925
0.550700;12320;112005
0.550800;12321;112032
0.550900;12330;112132
0.551000;12336;112203
0.551100;12345;112302
0.551200;12353;112391
0.551300;12360;112465
0.551400;12367;112540
0.551500;12370;112591
0.551600;12375;112646
0.551700;12384;112734
0.551800;12390;112795
0.551900;12398;112885
0.552000;12404;112952
0.552100;12408;113005
0.552200;12412;113058
0.552300;12422;113147
0.552400;12430;113227
0.552500;12439;113329
0.552600;12442;113374
0.552700;12450;113483
0.552800;12453;113534
0.552900;12537;114100
0.553000;12543;114176
0.553100;12551;114264
0.553200;12554;114318
0.553300;12556;114356
0.553400;12563;114428
0.553500;12563;114436
0.553600;12565;114475
0.553700;12573;114558
0.553800;12580;114630
0.553900;12587;114696
0.554000;12591;114756
0.554100;12600;114851
0.554200;12603;114889
0.554300;12607;114933
0.554400;12611;114990
0.554500;12616;115053
0.554600;12623;115140
0.554700;12629;115214
0.554800;12634;115264
0.554900;12641;115355
0.555000;12647;115428
0.555100;12654;115504
0.555200;12659;115574
0.555300;12670;115686
0.555400;12677;115750
0.555500;12684;115827
0.555600;12692;115918
0.555700;12703;116028
0.555800;12709;116105
0.555900;12712;116146
0.556000;12719;116207
0.556100;12723;116265
0.556200;12731;116341
0.556300;12737;116397
0.556400;12741;116444
0.556500;12749;116530
0.556600;12753;116573
0.556700;12760;116658
0.556800;12767;116743
0.556900;12771;116796
0.557000;12780;116888
0.557100;12636;115581
0.557200;12641;115636
0.557300;12648;115709
0.557400;12652;115766
0.557500;12661;115870
0.557600;12666;115932
0.557700;12674;116012
0.557800;12680;116078
0.557900;12684;116122
0.558000;12689;116182
0.558100;12698;116280
0.558200;12707;116367
0.558300;12715;116439
0.558400;12717;116466
0.558500;12724;116531
0.558600;12731;116619
0.558700;12737;116697
0.558800;12747;116797
0.558900;12754;116878
0.559000;12759;116937
0.559100;12765;117030
0.559200;12770;117085
0.559300;12778;117169
0.559400;12783;117234
0.559500;12789;117304
0.559600;12796;117384
0.559700;12807;117494
0.559800;12813;117563
0.559900;12821;117643
0.560000;12829;117721
0.560100;12836;117814
0.560200;12844;117887
0.560300;12853;117982
0.560400;12860;118059
0.560500;12867;118145
0.560600;12879;118277
0.560700;12890;118371
0.560800;12896;118439
0.560900;12897;118462
0.561000;12900;118492
0.561100;12906;118566
0.561200;12913;118651
0.561300;12921;118745
0.561400;12931;118853
0.561500;12936;118920
0.561600;12935;118842
0.561700;12941;118925
0.561800;12948;118997
0.561900;12957;119097
0.562000;12968;119224
0.562100;12976;119316
0.562200;12981;119382
0.562300;12984;119434
0.562400;12990;119520
0.562500;12999;119611
0.562600;13004;119671
0.562700;13009;119737
0.562800;13016;119814
0.562900;13019;119852
0.563000;13022;119892
0.563100;13030;119989
0.563200;13037;120058
0.563300;13044;120138
0.563400;13048;120186
0.563500;13061;120340
0.563600;13065;120396
0.563700;13075;120518
0.563800;13079;120563
0.563900;13084;120614
0.564000;13094;120710
0.564100;13102;120777
0.564200;13108;120849
0.564300;13113;120904
0.564400;13119;120971
0.564500;13123;121032
0.564600;13130;121116
0.564700;13138;121203
0.564800;13148;121309
0.564900;13151;121348
0.565000;13158;121431
0.565100;13164;121503
0.565200;13172;121588
0.565300;13181;121686
0.565400;13184;121740
0.565500;13188;121805
0.565600;13193;121867
0.565700;13200;121939
0.565800;13205;121995
0.565900;13161;121846
0.566000;13169;121928
0.566100;13172;121980
0.566200;13182;122100
0.566300;13186;122148
0.566400;13193;122237
0.566500;13197;122295
0.566600;13203;122361
0.566700;13205;122398
0.566800;13211;122467
0.566900;13221;122557
0.567000;13223;122609
0.567100;13232;122722
0.567200;13243;122831
0.567300;13252;122948
0.567400;13259;123006
0.567500;13270;123109
0.567600;13276;123177
0.567700;13283;123249
0.567800;13295;123377
0.567900;13301;123440
0.568000;13311;123565
0.568100;13317;123636
0.568200;13328;123760
0.568300;13333;123832
0.568400;13345;123984
0.568500;13348;124033
0.568600;13355;124098
0.568700;13366;124217
0.568800;13374;124311
0.568900;13378;124369
0.569000;13386;124453
0.569100;13390;124497
0.569200;13397;124571
0.569300;13406;124683
0.569400;13415;124808
0.569500;13422;124896
0.569600;13427;124962
0.569700;13434;125037
0.569800;13439;125108
0.569900;13451;125220
0.570000;13459;125297
0.570100;13466;125372
0.570200;13472;125450
0.570300;13479;125542
0.570400;13491;125678
0.570500;13496;125746
0.570600;13501;125812
0.570700;13507;125893
0.570800;13564;126389
0.570900;13569;126454
0.571000;13575;126515
0.571100;13580;126576
0.571200;13594;126725
0.571300;13596;126766
0.571400;13602;126843
0.571500;13607;126901
0.571600;13609;126940
0.571700;13613;126989
0.571800;13620;127065
0.571900;13626;127148
0.572000;13631;127222
0.572100;13639;127315
0.572200;13647;127401
0.572300;13654;127477
0.572400;13661;127573
0.572500;13667;127649
0.572600;13679;127759
0.572700;13683;127816
0.572800;13695;127922
0.572900;13705;128022
0.573000;13708;128068
0.573100;13711;128116
0.573200;13718;128189
0.573300;13723;128250
0.573400;13730;128321
0.573500;13736;128390
0.573600;13742;128462
0.573700;13749;128543
0.573800;13755;128607
0.573900;13760;128668
0.574000;13768;128764
0.574100;13773;128840
0.574200;13775;128890
0.574300;13782;128955
0.574400;13789;129059
0.574500;13798;129150
0.574600;13801;129193
0.574700;13812;129310
0.574800;13817;129372
0.574900;13822;129444
0.575000;13825;129499
0.575100;13830;129568
0.575200;13836;129650
0.575300;13839;129708
0.575400;13843;129758
0.575500;13856;129889
0.575600;13866;129996
0.575700;13870;130052
0.575800;13879;130146
0.575900;13884;130226
0.576000;13920;131170
0.576100;13922;131220
0.576200;13930;131309
0.576300;13937;131385
0.576400;13943;131480
0.576500;13946;131519
0.576600;13954;131616
0.576700;13962;131704
0.576800;13966;131762
0.576900;13973;131861
0.577000;13980;131938
0.577100;13983;131986
0.577200;13987;132048
0.577300;13994;132151
0.577400;14003;132249
0.577500;14007;132312
0.577600;14013;132397
0.577700;14018;132463
0.577800;14026;132561
0.577900;14031;132625
0.578000;14035;132677
0.578100;14042;132763
0.578200;14050;132846
0.578300;14056;132908
0.578400;14066;133005
0.578500;14072;133066
0.578600;14079;133147
0.578700;14081;133186
0.578800;14089;133280
0.578900;14091;133317
0.579000;14099;133411
0.579100;14105;133491
0.579200;14110;133555
0.579300;14115;133613
0.579400;14119;133663
0.579500;14124;133729
0.579600;14129;133795
0.579700;14133;133858
0.579800;14138;133922
0.579900;14140;133967
0.580000;14149;134043
0.580100;14158;134151
0.580200;14161;134196
0.580300;14170;134294
0.580400;14177;134386
0.580500;14182;134457
0.580600;14189;134533
0.580700;14196;134622
0.580800;14203;134711
0.580900;14214;134830
0.581000;14218;134902
0.581100;14224;134973
0.581200;14230;135050
0.581300;14231;135093
0.581400;14347;135600
0.581500;14355;135695
0.581600;14360;135761
0.581700;14368;135853
0.581800;14373;135923
0.581900;14379;136007
0.582000;14383;136061
0.582100;14390;136146
0.582200;14401;136266
0.582300;14406;136327
0.582400;14411;136401
0.582500;14419;136488
0.582600;14427;136576
0.582700;14438;136693
0.582800;14446;136796
0.582900;14451;136860
0.583000;14457;136934
0.583100;14463;136995
0.583200;14468;137049
0.583300;14477;137159
0.583400;14485;137238
0.583500;14491;137323
0.583600;14504;137447
0.583700;14509;137514
0.583800;14515;137604
0.583900;14523;137680
0.584000;14532;137784
0.584100;14535;137830
0.584200;14542;137900
0.584300;14549;137974
0.584400;14558;138074
0.584500;14564;138167
0.584600;14566;138202
0.584700;14572;138276
0.584800;14582;138385
0.584900;14586;138441
0.585000;14591;138502
0.585100;14598;138578
0.585200;14606;138667
0.585300;14610;138715
0.585400;14618;138809
0.585500;14626;138925
0.585600;14634;139018
0.585700;14638;139072
0.585800;14561;138293
0.585900;14565;138358
0.586000;14571;138429
0.586100;14579;138510
0.586200;14589;138618
0.586300;14596;138706
0.586400;14603;138792
0.586500;14609;138869
0.586600;14623;139021
0.586700;14628;139090
0.586800;14636;139203
0.586900;14641;139272
0.587000;14647;139350
0.587100;14648;139389
0.587200;14653;139440
0.587300;14661;139539
0.587400;14667;139621
0.587500;14672;139682
0.587600;14679;139770
0.587700;14687;139872
0.587800;14689;139905
0.587900;14699;140015
0.588000;14706;140097
0.588100;14712;140172
0.588200;14724;140315
0.588300;14732;140420
0.588400;14739;140490
0.588500;14749;140576
0.588600;14757;140664
0.588700;14763;140735
0.588800;14772;140835
0.588900;14778;140912
0.589000;14783;140981
0.589100;14788;141035
0.589200;14795;141125
0.589300;14800;141189
0.589400;14808;141286
0.589500;14813;141335
0.589600;14820;141405
0.589700;14828;141511
0.589800;14837;141609
0.589900;14840;141650
0.590000;14847;141733
0.590100;14850;141772
0.590200;14859;141871
0.590300;14866;141946
0.590400;14871;142010
0.590500;14874;142053
0.590600;14880;142132
0.590700;14795;141025
0.590800;14800;141087
0.590900;14809;141198
0.591000;14817;141299
0.591100;14829;141441
0.591200;14835;141514
0.591300;14840;141559
0.591400;14846;141648
0.591500;14853;141738
0.591600;14859;141802
0.591700;14864;141871
0.591800;14866;141917
0.591900;14875;142042
0.592000;14882;142140
0.592100;14892;142256
0.592200;14898;142326
0.592300;14904;142403
0.592400;14910;142481
0.592500;14920;142565
0.592600;14925;142630
0.592700;14931;142704
0.592800;14943;142864
0.592900;14951;142939
0.593000;14955;143005
0.593100;14960;143073
0.593200;14966;143152
0.593300;14974;143256
0.593400;14978;143313
0.593500;14984;143391
0.593600;14991;143464
0.593700;15000;143586
0.593800;15008;143691
0.593900;15016;143786
0.594000;15027;143910
0.594100;15034;144013
0.594200;15046;144130
0.594300;15053;144210
0.594400;15059;144277
0.594500;15066;144357
0.594600;15069;144407
0.594700;15076;144499
0.594800;15081;144568
0.594900;15083;144612
0.595000;15090;144698
0.595100;15094;144746
0.595200;15103;144848
0.595300;15107;144904
0.595400;15113;144969
0.595500;15123;145072
0.595600;15127;145135
0.595700;15132;145220
0.595800;15251;147250
0.595900;15257;147327
0.596000;15266;147418
0.596100;15276;147533
0.596200;15284;147610
0.596300;15295;147731
0.596400;15299;147804
0.596500;15307;147914
0.596600;15311;147977
0.596700;15322;148091
0.596800;15327;148152
0.596900;15334;148255
0.597000;15342;148343
0.597100;15345;148393
0.597200;15349;148446
0.597300;15354;148510
0.597400;15358;148576
0.597500;15366;148678
0.597600;15369;148718
0.597700;15374;148779
0.597800;15382;148874
0.597900;15386;148930
0.598000;15393;149007
0.598100;15402;149108
0.598200;15405;149153
0.598300;15412;149240
0.598400;15421;149345
0.598500;15426;149412
0.598600;15433;149505
0.598700;15443;149622
0.598800;15453;149730
0.598900;15460;149822
0.599000;15469;149934
0.599100;15477;150020
0.599200;15482;150104
0.599300;15486;150166
0.599400;15495;150267
0.599500;15506;150399
0.599600;15509;150449
0.599700;15515;150542
0.599800;15521;150629
0.599900;15526;150691
0.600000;15533;150787
0.600100;15542;150881
0.600200;15548;150985
0.600300;15554;151073
0.600400;15560;151158
0.600500;15566;151226
0.600600;15572;151309
0.600700;15576;151389
0.600800;15584;151497
0.600900;15590;151565
0.601000;15594;151644
0.601100;15585;151053
0.601200;15592;151136
0.601300;15594;151176
0.601400;15598;151236
0.601500;15601;151288
0.601600;15609;151391
0.601700;15613;151445
0.601800;15617;151500
0.601900;15623;151577
0.602000;15632;151694
0.602100;15636;151764
0.602200;15643;151861
0.602300;15650;151935
0.602400;15658;152042
0.602500;15663;152101
0.602600;15670;152166
0.602700;15674;152231
0.602800;15680;152315
0.602900;15690;152419
0.603000;15696;152517
0.603100;15701;152584
0.603200;15706;152642
0.603300;15708;152677
0.603400;15715;152746
0.603500;15721;152816
0.603600;15726;152872
0.603700;15735;152977
0.603800;15739;153035
0.603900;15743;153078
0.604000;15751;153181
0.604100;15756;153254
0.604200;15764;153353
0.604300;15774;153473
0.604400;15778;153535
0.604500;15785;153625
0.604600;15787;153678
0.604700;15793;153747
0.604800;15798;153825
0.604900;15810;153958
0.605000;15817;154055
0.605100;15823;154120
0.605200;15829;154188
0.605300;15837;154284
0.605400;15844;154389
0.605500;15852;154474
0.605600;15860;154558
0.605700;15871;154688
0.605800;15881;154811
0.605900;15889;154903
0.606000;15895;154987
0.606100;15903;155078
0.606200;15907;155132
0.606300;15914;155218
0.606400;15919;155288
0.606500;15926;155371
0.606600;15914;155026
0.606700;15918;155090
0.606800;15921;155146
0.606900;15930;155267
0.607000;15934;155326
0.607100;15943;155424
0.607200;15950;155520
0.607300;15955;155589
0.607400;15964;155691
0.607500;15972;155792
0.607600;15976;155851
0.607700;15985;155943
0.607800;15992;156028
0.607900;15997;156095
0.608000;16004;156182
0.608100;16008;156234
0.608200;16013;156304
0.608300;16023;156410
0.608400;16030;156491
0.608500;16034;156545
0.608600;16040;156610
0.608700;16047;156677
0.608800;16052;156743
0.608900;16064;156867
0.609000;16070;156949
0.609100;16076;157020
0.609200;16077;157057
0.609300;16087;157158
0.609400;16095;157253
0.609500;16103;157355
0.609600;16111;157449
0.609700;16119;157544
0.609800;16127;157625
0.609900;16130;157669
0.610000;16140;157788
0.610100;16148;157883
0.610200;16155;157967
0.610300;16161;158058
0.610400;16171;158187
0.610500;16178;158275
0.610600;16187;158388
0.610700;16192;158453
0.610800;16194;158491
0.610900;16210;158644
0.611000;16222;158792
0.611100;16232;158914
0.611200;16202;159282
0.611300;16210;159405
0.611400;16218;159506
0.611500;16224;159598
0.611600;16229;159658
0.611700;16232;159716
0.611800;16239;159799
0.611900;16245;159876
0.612000;16255;159991
0.612100;16262;160087
0.612200;16268;160146
0.612300;16277;160253
0.612400;16286;160362
0.612500;16294;160466
0.612600;16299;160544
0.612700;16305;160614
0.612800;16307;160659
0.612900;16311;160731
0.613000;16318;160825
0.613100;16324;160904
0.613200;16331;160985
0.613300;16333;161021
0.613400;16341;161126
0.613500;16347;161216
0.613600;16352;161283
0.613700;16362;161384
0.613800;16366;161457
0.613900;16374;161559
0.614000;16379;161628
0.614100;16384;161693
0.614200;16391;161793
0.614300;16403;161938
0.614400;16409;162021
0.614500;16415;162114
0.614600;16423;162218
0.614700;16426;162269
0.614800;16433;162363
0.614900;16438;162437
0.615000;16443;162505
0.615100;16449;162598
0.615200;16461;162727
0.615300;16465;162791
0.615400;16475;162908
0.615500;16486;163024
0.615600;16497;163132
0.615700;16503;163223
0.615800;16515;163354
0.615900;16520;163422
0.616000;16533;163577
0.616100;16538;163637
0.616200;16543;163684
0.616300;16548;163782
0.616400;16554;163851
0.616500;16461;163027
0.616600;16469;163116
0.616700;16474;163188
0.616800;16485;163301
0.616900;16493;163415
0.617000;16498;163485
0.617100;16502;163564
0.617200;16506;163623
0.617300;16512;163701
0.617400;16520;163793
0.617500;16524;163856
0.617600;16527;163913
0.617700;16531;163970
0.617800;16533;164013
0.617900;16535;164060
0.618000;16539;164118
0.618100;16542;164178
0.618200;16546;164252
0.618300;16550;164318
0.618400;16556;164397
0.618500;16562;164475
0.618600;16571;164582
0.618700;16575;164645
0.618800;16583;164732
0.618900;16590;164823
0.619000;16597;164912
0.619100;16609;165042
0.619200;16618;165154
0.619300;16622;165222
0.619400;16626;165293
0.619500;16632;165381
0.619600;16642;165483
0.619700;16649;165569
0.619800;16655;165656
0.619900;16659;165706
0.620000;16667;165801
0.620100;16675;165908
0.620200;16684;166019
0.620300;16690;166104
0.620400;16698;166223
0.620500;16702;166286
0.620600;16711;166407
0.620700;16971;169179
0.620800;16980;169277
0.620900;16984;169346
0.621000;16989;169412
0.621100;16998;169525
0.621200;17006;169626
0.621300;17014;169731
0.621400;17019;169811
0.621500;17024;169894
0.621600;17037;170065
0.621700;17045;170168
0.621800;17051;170252
0.621900;17056;170312
