/* L = 16, Z = 27000 */
/* p;ocurrencias de percolacion;Masa promedio */
0.513900;3208;255668
0.514000;3301;265525
0.514100;3309;266293
0.514200;3314;266795
0.514300;3322;267525
0.514400;3336;268664
0.514500;3344;269467
0.514600;3306;262576
0.514700;3314;263277
0.514800;3323;264086
0.514900;3339;265485
0.515000;3347;266134
0.515100;3276;262540
0.515200;3280;263024
0.515300;3292;264069
0.515400;3301;264954
0.515500;3313;265983
0.515600;3380;273240
0.515700;3389;274263
0.515800;3395;275009
0.515900;3403;275729
0.516000;3410;276388
0.516100;3426;277684
0.516200;3446;276119
0.516300;3456;277260
0.516400;3470;278587
0.516500;3477;279227
0.516600;3486;279951
0.516700;3498;282038
0.516800;3505;282659
0.516900;3511;283234
0.517000;3518;284015
0.517100;3523;284478
0.517200;3371;272441
0.517300;3383;273400
0.517400;3389;274045
0.517500;3398;274892
0.517600;3406;275625
0.517700;3416;276654
0.517800;3458;277985
0.517900;3467;278887
0.518000;3478;279879
0.518100;3487;280714
0.518200;3494;281371
0.518300;3522;289276
0.518400;3534;290338
0.518500;3543;291162
0.518600;3550;291760
0.518700;3559;292626
0.518800;3565;293062
0.518900;3657;297041
0.519000;3671;298226
0.519100;3679;299071
0.519200;3690;299994
0.519300;3703;301052
0.519400;3707;301314
0.519500;3718;302214
0.519600;3726;303145
0.519700;3735;304074
0.519800;3748;305440
0.519900;3705;300408
0.520000;3716;301465
0.520100;3728;302561
0.520200;3738;303569
0.520300;3745;304263
0.520400;3812;312760
0.520500;3824;313863
0.520600;3833;314726
0.520700;3842;315579
0.520800;3851;316526
0.520900;3864;317655
0.521000;3809;312882
0.521100;3818;313786
0.521200;3832;314980
0.521300;3837;315516
0.521400;3847;316537
0.521500;3936;323066
0.521600;3947;324208
0.521700;3958;325215
0.521800;3965;325961
0.521900;3975;326946
0.522000;3897;322098
0.522100;3908;323128
0.522200;3914;323658
0.522300;3924;324632
0.522400;3937;325820
0.522500;4000;331552
0.522600;4007;332239
0.522700;4016;333095
0.522800;4023;333919
0.522900;4030;334736
0.523000;4038;335546
0.523100;4058;336034
0.523200;4067;336876
0.523300;4073;337509
0.523400;4079;338177
0.523500;4090;339218
0.523600;4161;345615
0.523700;4170;346500
0.523800;4182;347645
0.523900;4188;348489
0.524000;4198;349332
0.524100;4198;349084
0.524200;4209;350325
0.524300;4221;351410
0.524400;4235;352752
0.524500;4243;353639
0.524600;4113;342818
0.524700;4127;344077
0.524800;4139;345114
0.524900;4149;346026
0.525000;4161;347168
0.525100;4173;348199
0.525200;4268;355180
0.525300;4275;355884
0.525400;4284;356798
0.525500;4295;358114
0.525600;4299;358677
0.525700;4182;351903
0.525800;4200;353595
0.525900;4215;354853
0.526000;4224;355722
0.526100;4234;356689
0.526200;4317;362428
0.526300;4325;363387
0.526400;4341;364888
0.526500;4350;365709
0.526600;4361;366934
0.526700;4349;365280
0.526800;4363;366593
0.526900;4374;367645
0.527000;4384;368609
0.527100;4393;369603
0.527200;4399;370278
0.527300;4443;375472
0.527400;4451;376412
0.527500;4464;377735
0.527600;4472;378662
0.527700;4478;379340
0.527800;4585;388054
0.527900;4601;389479
0.528000;4612;390615
0.528100;4620;391333
0.528200;4639;393158
0.528300;4585;386547
0.528400;4596;387560
0.528500;4604;388404
0.528600;4610;389023
0.528700;4618;389720
0.528800;4616;392659
0.528900;4634;394293
0.529000;4644;395377
0.529100;4655;396549
0.529200;4663;397479
0.529300;4672;398410
0.529400;4652;398311
0.529500;4663;399354
0.529600;4669;400043
0.529700;4682;401271
0.529800;4697;402589
0.529900;4709;401753
0.530000;4721;403033
0.530100;4734;404367
0.530200;4742;405289
0.530300;4754;406331
0.530400;4760;406995
0.530500;4816;412347
0.530600;4822;413063
0.530700;4831;413957
0.530800;4840;414876
0.530900;4852;415957
0.531000;4806;412997
0.531100;4816;413989
0.531200;4824;414889
0.531300;4835;416078
0.531400;4851;417515
0.531500;4917;421612
0.531600;4922;422266
0.531700;4934;423556
0.531800;4949;424934
0.531900;4962;426114
0.532000;4904;424236
0.532100;4912;425234
0.532200;4925;426560
0.532300;4934;427352
0.532400;4945;428356
0.532500;4955;429361
0.532600;5040;435413
0.532700;5055;436954
0.532800;5067;438154
0.532900;5084;439824
0.533000;5101;441443
0.533100;5043;435454
0.533200;5048;436133
0.533300;5056;437026
0.533400;5068;438140
0.533500;5079;439271
0.533600;5197;450011
0.533700;5203;450783
0.533800;5213;451889
0.533900;5222;452898
0.534000;5229;453677
0.534100;5124;441208
0.534200;5133;442085
0.534300;5143;443178
0.534400;5149;443864
0.534500;5159;444976
0.534600;5168;445942
0.534700;5341;466369
0.534800;5350;467444
0.534900;5360;468556
0.535000;5376;469994
0.535100;5390;471435
0.535200;5308;466626
0.535300;5316;467483
0.535400;5327;468636
0.535500;5341;470101
0.535600;5353;471515
0.535700;5336;467126
0.535800;5345;468347
0.535900;5358;469660
0.536000;5369;470820
0.536100;5379;471855
0.536200;5449;479487
0.536300;5458;480599
0.536400;5469;481746
0.536500;5485;483544
0.536600;5505;485620
0.536700;5513;486527
0.536800;5518;483588
0.536900;5529;484737
0.537000;5539;485653
0.537100;5550;486826
0.537200;5562;488144
0.537300;5569;489396
0.537400;5577;490308
0.537500;5585;491292
0.537600;5593;492250
0.537700;5608;493808
0.537800;5488;483489
0.537900;5498;484630
0.538000;5517;486455
0.538100;5527;487402
0.538200;5541;488806
0.538300;5552;489941
0.538400;5650;501743
0.538500;5663;502990
0.538600;5671;504099
0.538700;5688;505695
0.538800;5695;506441
0.538900;5781;513698
0.539000;5792;514746
0.539100;5800;515655
0.539200;5809;516618
0.539300;5825;518317
0.539400;5805;519222
0.539500;5815;520361
0.539600;5831;522078
0.539700;5845;523469
0.539800;5858;524903
0.539900;5814;518211
0.540000;5824;519405
0.540100;5841;521159
0.540200;5855;522881
0.540300;5866;523953
0.540400;5877;525294
0.540500;5874;525139
0.540600;5883;526264
0.540700;5902;527994
0.540800;5916;529295
0.540900;5927;530428
0.541000;6086;546806
0.541100;6100;548450
0.541200;6109;549549
0.541300;6123;550991
0.541400;6130;551877
0.541500;6128;547136
0.541600;6138;548196
0.541700;6149;549301
0.541800;6165;550777
0.541900;6175;551737
0.542000;6128;549925
0.542100;6139;551139
0.542200;6149;552171
0.542300;6164;553660
0.542400;6176;554915
0.542500;6232;563261
0.542600;6247;564975
0.542700;6265;566994
0.542800;6283;568736
0.542900;6299;570690
0.543000;6313;572127
0.543100;6169;558195
0.543200;6182;559624
0.543300;6196;561237
0.543400;6201;561977
0.543500;6215;563346
0.543600;6347;575094
0.543700;6362;576596
0.543800;6374;577880
0.543900;6393;579700
0.544000;6410;581383
0.544100;6427;583673
0.544200;6438;584972
0.544300;6445;585857
0.544400;6458;587421
0.544500;6473;589113
0.544600;6485;590443
0.544700;6573;595003
0.544800;6585;596441
0.544900;6598;597980
0.545000;6616;599995
0.545100;6625;601027
0.545200;6435;588439
0.545300;6445;589574
0.545400;6455;590622
0.545500;6465;591776
0.545600;6478;593152
0.545700;6729;610860
0.545800;6743;612191
0.545900;6750;613231
0.546000;6759;614351
0.546100;6771;615820
0.546200;6632;607242
0.546300;6645;608927
0.546400;6659;610393
0.546500;6671;611684
0.546600;6686;613327
0.546700;6706;615263
0.546800;6873;631201
0.546900;6893;633558
0.547000;6907;635127
0.547100;6925;636765
0.547200;6938;638009
0.547300;6839;628735
0.547400;6856;630401
0.547500;6873;632145
0.547600;6885;633656
0.547700;6897;634945
0.547800;6736;619135
0.547900;6752;620847
0.548000;6768;622629
0.548100;6784;624345
0.548200;6803;626332
0.548300;6971;647156
0.548400;6981;648411
0.548500;7003;650759
0.548600;7014;652187
0.548700;7031;654118
0.548800;7043;655420
0.548900;6959;643158
0.549000;6975;644914
0.549100;6986;646207
0.549200;7000;647781
0.549300;7008;648944
0.549400;7206;665784
0.549500;7222;667609
0.549600;7242;669842
0.549700;7259;671615
0.549800;7277;673396
0.549900;7189;666558
0.550000;7205;668313
0.550100;7216;669830
0.550200;7230;671206
0.550300;7245;672812
0.550400;7266;674811
0.550500;7268;675891
0.550600;7281;677461
0.550700;7297;679353
0.550800;7309;680687
0.550900;7326;682439
0.551000;7353;689356
0.551100;7363;690448
0.551200;7376;691972
0.551300;7392;693724
0.551400;7409;695625
0.551500;7536;704809
0.551600;7552;706557
0.551700;7564;707897
0.551800;7575;709015
0.551900;7590;710748
0.552000;7461;697448
0.552100;7466;698324
0.552200;7479;699978
0.552300;7490;701272
0.552400;7503;702930
0.552500;7399;696485
0.552600;7410;697841
0.552700;7420;699051
0.552800;7435;700419
0.552900;7443;701541
0.553000;7452;702639
0.553100;7689;727440
0.553200;7700;728725
0.553300;7718;730538
0.553400;7728;731719
0.553500;7740;733028
0.553600;7773;734955
0.553700;7783;736315
0.553800;7802;738180
0.553900;7824;740532
0.554000;7842;742560
0.554100;7781;735214
0.554200;7796;736847
0.554300;7805;738029
0.554400;7828;740423
0.554500;7844;742032
0.554600;7855;743560
0.554700;7900;749215
0.554800;7919;751314
0.554900;7928;752725
0.555000;7942;754431
0.555100;7962;756565
0.555200;7855;744116
0.555300;7871;746244
0.555400;7883;747680
0.555500;7908;750537
0.555600;7921;752095
0.555700;8132;777061
0.555800;8144;778610
0.555900;8156;780155
0.556000;8174;782213
0.556100;8189;783983
0.556200;8129;778740
0.556300;8147;780408
0.556400;8167;782938
0.556500;8181;784602
0.556600;8196;786513
0.556700;8207;787848
0.556800;8093;774488
0.556900;8112;776750
0.557000;8132;778506
0.557100;8148;780340
0.557200;8162;782076
0.557300;8212;783439
0.557400;8229;785608
0.557500;8244;787307
0.557600;8257;788780
0.557700;8268;790193
0.557800;8292;797090
0.557900;8304;798678
0.558000;8320;800519
0.558100;8334;802195
0.558200;8351;804021
0.558300;8362;805600
0.558400;8300;797097
0.558500;8320;799342
0.558600;8338;801661
0.558700;8352;803381
0.558800;8376;805987
0.558900;8500;818234
0.559000;8514;819975
0.559100;8525;821488
0.559200;8536;823056
0.559300;8553;824996
0.559400;8450;811698
0.559500;8456;812456
0.559600;8466;814165
0.559700;8483;815986
0.559800;8500;817943
0.559900;8618;836515
0.560000;8639;839112
0.560100;8648;840366
0.560200;8655;841545
0.560300;8669;843320
0.560400;8687;845437
0.560500;8809;857023
0.560600;8819;858276
0.560700;8834;859939
0.560800;8838;860792
0.560900;8856;862833
0.561000;8754;853458
0.561100;8772;855467
0.561200;8787;857538
0.561300;8799;859235
0.561400;8815;861410
0.561500;8882;865717
0.561600;8896;867334
0.561700;8910;869047
0.561800;8924;870920
0.561900;8939;872746
0.562000;8974;879357
0.562100;8987;881081
0.562200;9010;883471
0.562300;9028;885573
0.562400;9046;887703
0.562500;9063;889816
0.562600;8979;883027
0.562700;9001;885458
0.562800;9015;887404
0.562900;9030;889372
0.563000;9050;891674
0.563100;9280;912210
0.563200;9300;914349
0.563300;9309;915676
0.563400;9323;917636
0.563500;9339;919748
0.563600;9247;910391
0.563700;9261;912078
0.563800;9276;913972
0.563900;9291;915930
0.564000;9313;918377
0.564100;9300;918104
0.564200;9312;919550
0.564300;9334;921928
0.564400;9350;924099
0.564500;9359;925310
0.564600;9369;926684
0.564700;9227;912848
0.564800;9240;914348
0.564900;9256;916379
0.565000;9269;918210
0.565100;9281;919884
0.565200;9476;939899
0.565300;9489;942081
0.565400;9508;944638
0.565500;9528;947003
0.565600;9540;948722
0.565700;9583;951386
0.565800;9603;953491
0.565900;9632;956692
0.566000;9649;958979
0.566100;9666;960781
0.566200;9574;949865
0.566300;9591;951938
0.566400;9609;954250
0.566500;9623;956075
0.566600;9635;957416
0.566700;9573;952131
0.566800;9586;954038
0.566900;9604;956284
0.567000;9623;958769
0.567100;9637;960518
0.567200;9754;978012
0.567300;9768;979855
0.567400;9781;981674
0.567500;9791;983195
0.567600;9808;985164
0.567700;9821;987070
0.567800;9825;987291
0.567900;9845;989539
0.568000;9866;991878
0.568100;9883;994132
0.568200;9895;995603
0.568300;9855;991912
0.568400;9874;994093
0.568500;9900;997190
0.568600;9912;998920
0.568700;9929;1001039
0.568800;10034;1011686
0.568900;10054;1013993
0.569000;10070;1016208
0.569100;10083;1017981
0.569200;10103;1020513
0.569300;9979;1011312
0.569400;9994;1013281
0.569500;10012;1015679
0.569600;10026;1017699
0.569700;10042;1019891
0.569800;10058;1021902
0.569900;10345;1047971
0.570000;10355;1049306
0.570100;10369;1051068
0.570200;10386;1053388
0.570300;10405;1055944
0.570400;10435;1054230
0.570500;10449;1056054
0.570600;10461;1057603
0.570700;10481;1060274
0.570800;10495;1062339
0.570900;10345;1051015
0.571000;10360;1053068
0.571100;10380;1055685
0.571200;10394;1057607
0.571300;10407;1059378
0.571400;10359;1053060
0.571500;10382;1055818
0.571600;10398;1058125
0.571700;10409;1059969
0.571800;10423;1061726
0.571900;10445;1064384
0.572000;10527;1076734
0.572100;10547;1079195
0.572200;10572;1082164
0.572300;10586;1084155
0.572400;10593;1085334
0.572500;10714;1097328
0.572600;10737;1100279
0.572700;10753;1102329
0.572800;10772;1104740
0.572900;10789;1106932
0.573000;10686;1097139
0.573100;10704;1099417
0.573200;10717;1101367
0.573300;10735;1103613
0.573400;10746;1105283
0.573500;10662;1096729
0.573600;10680;1099162
0.573700;10694;1101243
0.573800;10712;1103565
0.573900;10739;1106836
0.574000;10991;1133537
0.574100;11002;1135238
0.574200;11014;1137131
0.574300;11026;1139241
0.574400;11045;1141915
0.574500;10980;1133465
0.574600;10994;1135479
0.574700;11013;1137824
0.574800;11026;1139840
0.574900;11044;1142295
0.575000;11057;1144258
0.575100;10885;1126068
0.575200;10898;1127786
0.575300;10909;1129347
0.575400;10928;1131992
0.575500;10942;1133988
0.575600;11017;1144714
0.575700;11029;1146381
0.575800;11052;1149168
0.575900;11068;1151549
0.576000;11080;1153319
0.576100;11194;1168482
0.576200;11206;1170253
0.576300;11222;1172324
0.576400;11248;1175649
0.576500;11265;1178006
0.576600;11237;1170460
0.576700;11256;1172930
0.576800;11272;1175157
0.576900;11284;1177081
0.577000;11294;1178723
0.577100;11314;1181350
0.577200;11326;1183675
0.577300;11344;1185860
0.577400;11366;1188985
0.577500;11382;1191126
0.577600;11406;1194338
0.577700;11485;1204288
0.577800;11496;1205939
0.577900;11512;1208169
0.578000;11539;1211311
0.578100;11552;1213213
0.578200;11599;1213481
0.578300;11625;1216544
0.578400;11638;1218355
0.578500;11655;1220812
0.578600;11668;1222878
0.578700;11538;1211630
0.578800;11547;1213193
0.578900;11566;1215599
0.579000;11584;1218251
0.579100;11595;1220109
0.579200;11586;1221782
0.579300;11607;1224364
0.579400;11625;1226619
0.579500;11638;1228515
0.579600;11648;1229927
0.579700;11904;1259365
0.579800;11923;1261970
0.579900;11939;1264329
0.580000;11959;1266880
0.580100;11977;1269245
0.580200;11990;1271237
0.580300;11832;1251644
0.580400;11852;1254341
0.580500;11870;1256817
0.580600;11888;1259413
0.580700;11899;1261233
0.580800;11981;1271258
0.580900;12001;1274220
0.581000;12021;1276684
0.581100;12035;1278676
0.581200;12050;1280787
0.581300;12075;1284070
0.581400;12098;1287103
0.581500;12113;1289449
0.581600;12135;1292300
0.581700;12150;1294488
0.581800;12136;1288540
0.581900;12147;1290519
0.582000;12166;1293148
0.582100;12180;1295039
0.582200;12202;1297625
0.582300;12219;1299980
0.582400;12295;1313607
0.582500;12316;1316609
0.582600;12332;1318843
0.582700;12347;1320992
0.582800;12358;1322825
0.582900;12387;1330530
0.583000;12402;1332939
0.583100;12425;1335884
0.583200;12446;1338633
0.583300;12460;1340773
0.583400;12252;1309596
0.583500;12270;1311830
0.583600;12284;1313823
0.583700;12302;1315997
0.583800;12316;1318113
0.583900;12486;1343459
0.584000;12507;1346176
0.584100;12530;1349462
0.584200;12544;1351448
0.584300;12571;1355012
0.584400;12581;1356751
0.584500;12644;1365647
0.584600;12660;1367977
0.584700;12673;1369797
0.584800;12684;1371487
0.584900;12705;1374123
0.585000;12704;1368422
0.585100;12715;1370358
0.585200;12736;1373520
0.585300;12756;1376390
0.585400;12771;1378654
0.585500;12644;1371569
0.585600;12664;1374186
0.585700;12681;1376725
0.585800;12696;1379166
0.585900;12714;1381698
0.586000;12827;1395094
0.586100;12838;1396875
0.586200;12854;1399170
0.586300;12866;1401167
0.586400;12878;1403057
0.586500;12987;1412481
0.586600;13002;1414653
0.586700;13022;1417291
0.586800;13040;1419794
0.586900;13061;1422567
0.587000;13083;1425907
0.587100;13115;1426426
0.587200;13133;1428967
0.587300;13148;1431286
0.587400;13170;1434057
0.587500;13184;1436085
0.587600;13087;1432042
0.587700;13112;1435307
0.587800;13124;1436951
0.587900;13136;1439054
0.588000;13158;1442165
0.588100;13204;1447255
0.588200;13226;1450268
0.588300;13253;1453606
0.588400;13265;1455657
0.588500;13281;1458512
0.588600;13172;1442965
0.588700;13199;1446276
0.588800;13220;1449012
0.588900;13237;1451613
0.589000;13259;1454373
0.589100;13232;1458877
0.589200;13246;1461138
0.589300;13266;1464167
0.589400;13281;1466724
0.589500;13291;1468615
0.589600;13312;1471527
0.589700;13401;1481876
0.589800;13418;1484287
0.589900;13430;1486322
0.590000;13443;1488473
0.590100;13462;1491539
0.590200;13560;1495748
0.590300;13580;1498487
0.590400;13592;1500473
0.590500;13608;1502797
0.590600;13623;1505299
0.590700;13711;1515325
0.590800;13734;1518388
0.590900;13759;1521672
0.591000;13776;1524281
0.591100;13802;1527681
0.591200;13792;1533208
0.591300;13813;1536266
0.591400;13831;1538825
0.591500;13843;1540947
0.591600;13860;1543546
0.591700;13730;1526534
0.591800;13749;1529406
0.591900;13761;1531464
0.592000;13780;1534508
0.592100;13796;1537275
0.592200;13814;1539831
0.592300;13831;1545393
0.592400;13849;1548180
0.592500;13867;1550973
0.592600;13884;1553381
0.592700;13898;1555764
0.592800;14035;1569607
0.592900;14051;1571939
0.593000;14070;1574723
0.593100;14088;1577509
0.593200;14102;1579914
0.593300;13961;1565880
0.593400;13975;1568045
0.593500;13990;1570407
0.593600;14010;1572990
0.593700;14029;1575847
0.593800;14280;1605335
0.593900;14299;1608174
0.594000;14321;1611435
0.594100;14335;1613743
0.594200;14351;1616563
0.594300;14246;1603594
0.594400;14260;1605806
0.594500;14274;1608140
0.594600;14287;1610382
0.594700;14308;1613519
0.594800;14326;1615968
0.594900;14488;1628767
0.595000;14504;1631345
0.595100;14523;1634036
0.595200;14537;1636475
0.595300;14551;1638695
0.595400;14522;1638827
0.595500;14542;1641389
0.595600;14554;1643320
0.595700;14583;1647395
0.595800;14600;1650051
0.595900;14553;1647230
0.596000;14574;1650295
0.596100;14584;1652151
0.596200;14596;1654351
0.596300;14613;1657139
0.596400;14605;1657771
0.596500;14620;1660051
0.596600;14632;1662148
0.596700;14650;1664636
0.596800;14663;1666890
0.596900;14625;1665901
0.597000;14650;1669193
0.597100;14668;1671874
0.597200;14687;1674471
0.597300;14702;1676958
0.597400;14724;1680205
0.597500;14865;1695157
0.597600;14874;1696959
0.597700;14896;1700075
0.597800;14921;1703410
0.597900;14936;1706001
0.598000;14956;1706407
0.598100;14972;1709094
0.598200;14978;1710625
0.598300;14999;1713526
0.598400;15022;1716987
0.598500;14888;1706415
0.598600;14910;1709645
0.598700;14929;1712449
0.598800;14942;1714773
0.598900;14959;1717529
0.599000;15123;1736572
0.599100;15140;1738826
0.599200;15162;1742232
0.599300;15188;1745464
0.599400;15204;1748093
0.599500;15221;1750691
0.599600;15151;1741147
0.599700;15165;1743495
0.599800;15186;1746827
0.599900;15197;1749152
0.600000;15218;1752530
0.600100;15264;1758400
0.600200;15283;1761528
0.600300;15306;1764996
0.600400;15317;1767480
0.600500;15327;1769580
0.600600;15282;1760546
0.600700;15308;1764199
0.600800;15326;1767196
0.600900;15345;1770172
0.601000;15368;1773128
0.601100;15429;1784102
0.601200;15450;1786901
0.601300;15473;1790337
0.601400;15493;1793369
0.601500;15505;1795648
0.601600;15524;1798345
0.601700;15558;1805869
0.601800;15585;1809679
0.601900;15599;1812174
0.602000;15611;1814191
0.602100;15632;1817055
0.602200;15647;1818457
0.602300;15666;1821453
0.602400;15680;1823976
0.602500;15691;1826110
0.602600;15710;1829063
0.602700;15700;1829972
0.602800;15720;1833075
0.602900;15737;1835889
0.603000;15758;1838948
0.603100;15777;1841665
0.603200;15803;1840394
0.603300;15819;1842899
0.603400;15839;1846067
0.603500;15849;1848090
0.603600;15869;1850868
0.603700;15910;1864750
0.603800;15922;1867037
0.603900;15935;1869438
0.604000;15952;1872062
0.604100;15968;1874794
0.604200;15982;1877306
0.604300;16045;1886194
0.604400;16059;1888750
0.604500;16072;1890932
0.604600;16089;1893966
0.604700;16103;1896175
0.604800;16116;1897016
0.604900;16133;1900064
0.605000;16151;1903186
0.605100;16171;1906351
0.605200;16183;1908852
0.605300;16064;1888110
0.605400;16083;1891612
0.605500;16099;1894359
0.605600;16124;1897748
0.605700;16140;1900528
0.605800;16267;1913541
0.605900;16287;1916645
0.606000;16309;1919995
0.606100;16324;1922858
0.606200;16335;1924905
0.606300;16222;1912206
0.606400;16233;1914213
0.606500;16249;1916880
0.606600;16267;1919364
0.606700;16282;1922018
0.606800;16300;1925107
0.606900;16423;1940984
0.607000;16433;1942850
0.607100;16445;1945061
0.607200;16464;1948095
0.607300;16483;1951001
0.607400;16443;1954485
0.607500;16462;1957306
0.607600;16479;1960209
0.607700;16496;1963105
0.607800;16519;1966503
0.607900;16644;1980251
0.608000;16659;1982979
0.608100;16677;1986015
0.608200;16694;1988894
0.608300;16712;1991826
0.608400;16735;1995203
0.608500;16706;1990524
0.608600;16728;1994572
0.608700;16743;1997081
0.608800;16764;2000294
0.608900;16780;2002988
0.609000;16738;2001813
0.609100;16757;2004943
0.609200;16770;2007324
0.609300;16783;2009838
0.609400;16800;2012634
0.609500;16877;2014511
0.609600;16899;2017896
0.609700;16914;2020372
0.609800;16927;2022692
0.609900;16948;2026439
0.610000;17041;2057180
0.610100;17060;2059996
0.610200;17076;2062610
0.610300;17089;2065038
0.610400;17097;2067148
0.610500;16899;2038524
0.610600;16912;2040797
0.610700;16930;2043699
0.610800;16944;2046481
0.610900;16963;2049880
0.611000;17093;2067838
0.611100;17102;2069751
0.611200;17120;2072781
0.611300;17134;2075491
0.611400;17148;2077830
0.611500;17163;2080355
0.611600;17093;2066739
0.611700;17113;2069781
0.611800;17126;2072525
0.611900;17139;2074705
0.612000;17154;2077509
0.612100;17364;2098262
0.612200;17387;2101815
0.612300;17403;2104932
0.612400;17420;2107814
0.612500;17434;2110304
0.612600;17373;2107828
0.612700;17388;2110433
0.612800;17401;2112809
0.612900;17417;2115950
0.613000;17427;2118386
0.613100;17447;2121154
0.613200;17464;2124264
0.613300;17474;2126323
0.613400;17488;2128812
0.613500;17507;2131944
0.613600;17478;2127828
0.613700;17489;2130102
0.613800;17510;2133499
0.613900;17522;2135644
0.614000;17536;2138414
0.614100;17552;2141281
0.614200;17758;2169853
0.614300;17778;2172902
0.614400;17796;2176143
0.614500;17814;2179238
0.614600;17829;2182219
0.614700;17747;2172456
0.614800;17763;2175285
0.614900;17777;2177693
0.615000;17796;2180679
0.615100;17811;2183401
0.615200;17732;2172086
0.615300;17745;2174503
0.615400;17764;2177669
0.615500;17777;2180452
0.615600;17794;2183273
0.615700;17820;2194598
0.615800;17836;2197373
0.615900;17856;2200662
0.616000;17872;2203816
0.616100;17892;2206935
0.616200;17928;2210784
0.616300;17951;2214277
0.616400;17961;2216347
0.616500;17976;2218991
0.616600;17985;2221264
0.616700;18001;2224121
0.616800;17962;2214786
0.616900;17980;2217532
0.617000;17991;2219817
0.617100;18011;2223045
0.617200;18033;2226565
0.617300;18047;2232374
0.617400;18063;2235413
0.617500;18080;2238396
0.617600;18100;2241877
0.617700;18108;2244019
0.617800;18088;2238896
