L 8,p 0.584800,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;202716
2;60137
3;40181
4;27721
5;20034
6;15732
7;12504
8;10588
9;8938
10;7505
11;6477
12;5749
13;5149
14;4513
15;4117
16;3803
17;3339
18;2986
19;2784
20;2578
21;2433
22;2094
23;1950
24;1775
25;1658
26;1426
27;1216
28;1059
29;952
30;796
31;611
32;555
33;450
34;291
35;219
36;155
37;117
38;66
39;43
40;26
41;5
42;2
43;1
44;1
45;0
46;1
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
