L 8,p 0.591700,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;195286
2;57692
3;37931
4;26440
5;19173
6;14716
7;11847
8;9807
9;8462
10;7334
11;6352
12;5579
13;4929
14;4521
15;3818
16;3609
17;3260
18;2960
19;2674
20;2509
21;2181
22;2080
23;1886
24;1700
25;1568
26;1420
27;1251
28;1104
29;983
30;813
31;675
32;568
33;396
34;348
35;246
36;168
37;128
38;72
39;39
40;19
41;15
42;6
43;4
44;1
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
