L 8,p 0.586000,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;202236
2;60105
3;39798
4;27445
5;19796
6;15589
7;12412
8;10500
9;8743
10;7645
11;6552
12;5771
13;5142
14;4602
15;4176
16;3685
17;3280
18;3042
19;2710
20;2495
21;2211
22;2189
23;1874
24;1681
25;1596
26;1337
27;1308
28;1155
29;964
30;843
31;643
32;540
33;427
34;341
35;204
36;156
37;103
38;70
39;29
40;21
41;9
42;3
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
