L 8,p 0.579600,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;209132
2;62462
3;41660
4;28738
5;20602
6;16349
7;12756
8;10804
9;9159
10;7883
11;6861
12;6017
13;5243
14;4849
15;4188
16;3906
17;3528
18;3157
19;2906
20;2540
21;2431
22;2185
23;1896
24;1776
25;1568
26;1368
27;1266
28;1074
29;894
30;830
31;607
32;546
33;393
34;267
35;201
36;178
37;90
38;57
39;23
40;14
41;4
42;1
43;2
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
