L 8,p 0.557200,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;236902
2;72015
3;47785
4;32801
5;23822
6;18438
7;15006
8;12383
9;10532
10;8809
11;7720
12;6747
13;5964
14;5450
15;4734
16;4301
17;3693
18;3434
19;3104
20;2750
21;2419
22;2126
23;1959
24;1764
25;1527
26;1329
27;1107
28;951
29;796
30;696
31;524
32;427
33;304
34;232
35;151
36;91
37;47
38;36
39;17
40;10
41;4
42;2
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
