L 8,p 0.563000,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;229241
2;69824
3;46262
4;32122
5;23382
6;17920
7;14611
8;11855
9;10144
10;8668
11;7506
12;6536
13;5798
14;5117
15;4751
16;4147
17;3820
18;3307
19;3006
20;2682
21;2464
22;2236
23;1928
24;1756
25;1526
26;1361
27;1193
28;974
29;790
30;708
31;551
32;423
33;377
34;230
35;185
36;106
37;63
38;28
39;21
40;12
41;4
42;2
43;1
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
