L 8,p 0.576800,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;213689
2;64027
3;42394
4;29363
5;21256
6;16580
7;13362
8;10939
9;9430
10;8085
11;7023
12;6326
13;5467
14;4852
15;4238
16;3863
17;3443
18;3129
19;2903
20;2675
21;2366
22;2126
23;1970
24;1779
25;1607
26;1439
27;1184
28;1125
29;891
30;750
31;594
32;495
33;382
34;288
35;194
36;135
37;95
38;54
39;27
40;15
41;1
42;1
43;1
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
