L 8,p 0.565800,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;225798
2;67826
3;45243
4;31145
5;22697
6;17617
7;14539
8;11838
9;9921
10;8499
11;7559
12;6439
13;5733
14;5064
15;4428
16;4201
17;3561
18;3347
19;3057
20;2732
21;2430
22;2193
23;1991
24;1833
25;1633
26;1313
27;1170
28;1017
29;812
30;737
31;573
32;421
33;323
34;263
35;196
36;114
37;72
38;45
39;24
40;12
41;4
42;0
43;0
44;0
45;1
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
