/* L 6 Z 100000 */
/* probabilidad; segundo momento */
0.648800;6837795
0.648900;6831456
0.649000;6820852
0.649100;6816924
0.649200;6811905
0.649300;6807882
0.649400;6804110
0.649500;6801211
0.649600;6799710
0.649700;6797824
0.649800;6805638
0.649900;6803756
0.650000;6799761
0.650100;6797691
0.650200;6793550
0.650300;6789580
0.650400;6784139
0.650500;6781840
0.650600;6751969
0.650700;6749167
0.650800;6745810
0.650900;6740371
0.651000;6737132
0.651100;6729776
0.651200;6725600
0.651300;6705201
0.651400;6701607
0.651500;6698663
0.651600;6694622
0.651700;6686789
0.651800;6679951
0.651900;6675662
0.652000;6672573
0.652100;6728490
0.652200;6727328
0.652300;6726567
0.652400;6722522
0.652500;6718325
0.652600;6712818
0.652700;6707201
0.652800;6706270
0.652900;6635065
0.653000;6629579
0.653100;6623869
0.653200;6619232
0.653300;6615666
0.653400;6611011
0.653500;6605774
0.653600;6603671
0.653700;6619876
0.653800;6615037
0.653900;6608541
0.654000;6606074
0.654100;6603132
0.654200;6599744
0.654300;6594720
0.654400;6590623
0.654500;6612924
0.654600;6609788
0.654700;6606696
0.654800;6605280
0.654900;6603312
0.655000;6601656
0.655100;6598350
0.655200;6643324
0.655300;6637984
0.655400;6634340
0.655500;6629388
0.655600;6623361
0.655700;6619108
0.655800;6616171
0.655900;6613551
0.656000;6495292
0.656100;6491274
0.656200;6486307
0.656300;6483248
0.656400;6477621
0.656500;6474988
0.656600;6469163
0.656700;6463440
0.656800;6491146
0.656900;6487970
0.657000;6484154
0.657100;6479452
0.657200;6475748
0.657300;6473251
0.657400;6469263
0.657500;6465901
0.657600;6508130
0.657700;6505622
0.657800;6500129
0.657900;6498043
0.658000;6490514
0.658100;6487055
0.658200;6481943
0.658300;6474742
0.658400;6438983
0.658500;6434846
0.658600;6428135
0.658700;6421380
0.658800;6414925
0.658900;6411172
0.659000;6407455
0.659100;6418741
0.659200;6414493
0.659300;6412018
0.659400;6408530
0.659500;6406543
0.659600;6400652
0.659700;6397635
0.659800;6391143
0.659900;6323421
0.660000;6318329
0.660100;6312964
0.660200;6307991
0.660300;6305454
0.660400;6300418
0.660500;6297097
0.660600;6293077
0.660700;6414857
0.660800;6411825
0.660900;6407186
0.661000;6402317
0.661100;6399794
0.661200;6396077
0.661300;6392967
0.661400;6386688
0.661500;6301049
0.661600;6295904
0.661700;6292792
0.661800;6289398
0.661900;6283933
0.662000;6279841
0.662100;6277184
0.662200;6272907
0.662300;6255540
0.662400;6249706
0.662500;6248514
0.662600;6243070
0.662700;6239871
0.662800;6237413
0.662900;6234871
0.663000;6170275
0.663100;6166113
0.663200;6160606
0.663300;6157626
0.663400;6156263
0.663500;6153907
0.663600;6151990
0.663700;6146368
0.663800;6194053
0.663900;6191451
0.664000;6186451
0.664100;6183238
0.664200;6178507
0.664300;6174688
0.664400;6170527
0.664500;6169173
0.664600;6208519
0.664700;6201538
0.664800;6196122
0.664900;6191868
0.665000;6189017
0.665100;6185138
0.665200;6179349
0.665300;6177186
0.665400;6092619
0.665500;6087669
0.665600;6083541
0.665700;6080638
0.665800;6076673
0.665900;6071301
0.666000;6067372
0.666100;6097675
0.666200;6094278
0.666300;6089163
0.666400;6085276
0.666500;6082427
0.666600;6078073
0.666700;6075636
0.666800;6071639
0.666900;6070128
0.667000;6062734
0.667100;6057033
0.667200;6054568
0.667300;6048822
0.667400;6047035
0.667500;6041985
0.667600;6038674
0.667700;6017200
0.667800;6014686
0.667900;6010909
0.668000;6006105
0.668100;6002555
0.668200;5999016
0.668300;5996817
0.668400;5989901
0.668500;6034930
0.668600;6030945
0.668700;6028527
0.668800;6023698
0.668900;6020905
0.669000;6017145
0.669100;6015917
0.669200;6013899
0.669300;6021296
0.669400;6018868
0.669500;6015997
0.669600;6010179
0.669700;6006168
0.669800;6002985
0.669900;5999945
0.670000;5995056
0.670100;5906005
0.670200;5901025
0.670300;5896723
0.670400;5893545
0.670500;5888722
0.670600;5885349
0.670700;5879681
0.670800;5912688
0.670900;5907288
0.671000;5904012
0.671100;5901310
0.671200;5895270
0.671300;5891116
0.671400;5885328
0.671500;5880835
0.671600;5930286
0.671700;5924892
0.671800;5919141
0.671900;5911858
0.672000;5907602
0.672100;5901282
0.672200;5895903
0.672300;5888971
0.672400;5858583
0.672500;5853501
0.672600;5850826
0.672700;5847507
0.672800;5842711
0.672900;5837764
0.673000;5832474
0.673100;5830496
0.673200;5758361
0.673300;5754498
0.673400;5749746
0.673500;5741637
0.673600;5737738
0.673700;5735685
0.673800;5732574
0.673900;5728050
0.674000;5759715
0.674100;5757057
0.674200;5750553
0.674300;5746279
0.674400;5743097
0.674500;5738218
0.674600;5733556
0.674700;5775520
0.674800;5772011
0.674900;5765241
0.675000;5762160
0.675100;5760336
0.675200;5755140
0.675300;5752137
0.675400;5745716
0.675500;5716496
0.675600;5711646
0.675700;5709833
0.675800;5704189
0.675900;5698630
0.676000;5695626
0.676100;5691340
0.676200;5685875
0.676300;5713420
0.676400;5708715
0.676500;5704624
0.676600;5698477
0.676700;5693029
0.676800;5686788
0.676900;5680906
0.677000;5676807
0.677100;5654224
0.677200;5651944
0.677300;5645955
0.677400;5643577
0.677500;5640240
0.677600;5636243
0.677700;5630535
0.677800;5625550
0.677900;5581603
0.678000;5576547
0.678100;5570981
0.678200;5565064
0.678300;5561771
0.678400;5557927
0.678500;5554536
0.678600;5550119
0.678700;5539749
0.678800;5535392
0.678900;5530960
0.679000;5526118
0.679100;5522150
0.679200;5516611
0.679300;5512395
0.679400;5563086
0.679500;5556961
0.679600;5555285
0.679700;5550600
0.679800;5546209
0.679900;5542049
0.680000;5537768
0.680100;5535505
0.680200;5522115
0.680300;5519285
0.680400;5514093
0.680500;5510308
0.680600;5505203
0.680700;5500594
0.680800;5498582
0.680900;5495263
0.681000;5433761
0.681100;5429956
0.681200;5425685
0.681300;5421127
0.681400;5416675
0.681500;5411093
0.681600;5409181
0.681700;5404773
0.681800;5452440
0.681900;5447286
0.682000;5444449
0.682100;5441253
0.682200;5438285
0.682300;5434759
0.682400;5431185
0.682500;5425377
0.682600;5412858
0.682700;5407272
0.682800;5402730
0.682900;5397604
0.683000;5393323
0.683100;5386933
0.683200;5381796
0.683300;5378003
0.683400;5379881
0.683500;5374899
0.683600;5373588
0.683700;5367923
0.683800;5364096
0.683900;5357527
0.684000;5354597
0.684100;5383053
0.684200;5379153
0.684300;5374261
0.684400;5369611
0.684500;5364817
0.684600;5359330
0.684700;5354462
0.684800;5348917
0.684900;5280220
0.685000;5277370
0.685100;5274257
0.685200;5272995
0.685300;5270780
0.685400;5267237
0.685500;5262152
0.685600;5254894
0.685700;5288101
0.685800;5283626
0.685900;5279907
0.686000;5274707
0.686100;5268559
0.686200;5264638
0.686300;5262324
0.686400;5259864
0.686500;5191428
0.686600;5187035
0.686700;5182561
0.686800;5176999
0.686900;5172388
0.687000;5169031
0.687100;5163828
0.687200;5159517
0.687300;5177824
0.687400;5171762
0.687500;5168805
0.687600;5163722
0.687700;5158124
0.687800;5155549
0.687900;5151489
0.688000;5145440
0.688100;5120788
0.688200;5117257
0.688300;5115654
0.688400;5111482
0.688500;5105543
0.688600;5103120
0.688700;5098202
0.688800;5095569
0.688900;5140647
0.689000;5137706
0.689100;5133862
0.689200;5128055
0.689300;5124845
0.689400;5119972
0.689500;5115193
0.689600;5110661
0.689700;5104992
0.689800;5100225
0.689900;5096568
0.690000;5094965
0.690100;5089507
0.690200;5085880
0.690300;5084487
0.690400;5078595
0.690500;5048410
0.690600;5043653
0.690700;5036702
0.690800;5030439
0.690900;5028378
0.691000;5023849
0.691100;5018652
0.691200;5012249
0.691300;5018545
0.691400;5014657
0.691500;5009534
0.691600;5004136
0.691700;4997276
0.691800;4993100
0.691900;4988487
0.692000;4986121
0.692100;4977171
0.692200;4971405
0.692300;4970904
0.692400;4966010
0.692500;4963528
0.692600;4958490
0.692700;4954374
0.692800;4978635
0.692900;4974086
0.693000;4970702
0.693100;4962573
0.693200;4957681
0.693300;4952076
0.693400;4943938
0.693500;4941834
0.693600;4955575
0.693700;4952617
0.693800;4946487
0.693900;4942208
0.694000;4938692
0.694100;4933894
0.694200;4929987
0.694300;4926553
0.694400;4844135
0.694500;4841907
0.694600;4837807
0.694700;4831872
0.694800;4829633
0.694900;4824833
0.695000;4820102
0.695100;4817266
0.695200;4861187
0.695300;4857958
0.695400;4853550
0.695500;4848380
0.695600;4844541
0.695700;4842207
0.695800;4838397
0.695900;4832044
0.696000;4826983
0.696100;4823484
0.696200;4818594
0.696300;4816089
0.696400;4810905
0.696500;4805712
0.696600;4802741
0.696700;4797106
0.696800;4713148
0.696900;4708994
0.697000;4704821
0.697100;4700573
0.697200;4694002
0.697300;4688620
0.697400;4684553
0.697500;4682518
0.697600;4718955
0.697700;4715090
0.697800;4711333
0.697900;4706156
0.698000;4702453
0.698100;4696263
0.698200;4691579
0.698300;4745730
0.698400;4739442
0.698500;4732567
0.698600;4724657
0.698700;4720023
0.698800;4715330
0.698900;4712494
0.699000;4708051
0.699100;4689974
0.699200;4682960
0.699300;4679276
0.699400;4674775
0.699500;4670331
0.699600;4666904
0.699700;4664098
0.699800;4662608
0.699900;4614681
0.700000;4611802
0.710000;4173067
0.720000;3752034
0.730000;3334873
0.740000;2951965
0.750000;2573596
0.760000;2199704
0.770000;1885567
0.780000;1594508
0.790000;1326573
0.800000;1092541
0.810000;893242
0.820000;711310
0.830000;559487
0.840000;428849
0.850000;324134
0.860000;229805
0.870000;165317
0.880000;116931
0.890000;76796
0.900000;49034
0.910000;32361
0.920000;20223
0.930000;12186
0.940000;5109
0.950000;5631
0.960000;2858
0.970000;695
0.980000;308
0.990000;52
