/* L 8 Z 100000 */
/* probabilidad; segundo momento */
0.524800;26624719
0.524900;26685765
0.525000;26691371
0.525100;26694549
0.525200;26696754
0.525300;26700606
0.525400;26746893
0.525500;26752556
0.525600;26761491
0.525700;26764007
0.525800;26767415
0.525900;26768467
0.526000;26772528
0.526100;26776167
0.526200;26778785
0.526300;26778345
0.526400;26656477
0.526500;26665181
0.526600;26669341
0.526700;26673469
0.526800;26676484
0.526900;26797896
0.527000;26803452
0.527100;26806949
0.527200;26819724
0.527300;26817793
0.527400;26841603
0.527500;26845738
0.527600;26846471
0.527700;26846894
0.527800;26848255
0.527900;26880614
0.528000;26886192
0.528100;26893234
0.528200;26901887
0.528300;26901642
0.528400;26968062
0.528500;26971127
0.528600;26977772
0.528700;26979442
0.528800;26986191
0.528900;26960641
0.529000;26963994
0.529100;26963262
0.529200;26968059
0.529300;26734772
0.529400;26739011
0.529500;26746096
0.529600;26746895
0.529700;26753666
0.529800;26796584
0.529900;26799173
0.530000;26805581
0.530100;26811973
0.530200;26815622
0.530300;26849774
0.530400;26856728
0.530500;26860174
0.530600;26870089
0.530700;26868991
0.530800;26882934
0.530900;26889886
0.531000;26895307
0.531100;26895517
0.531200;26900069
0.531300;26979706
0.531400;26984629
0.531500;26991468
0.531600;26986896
0.531700;26990209
0.531800;26988149
0.531900;26986286
0.532000;26992019
0.532100;26987448
0.532200;26990074
0.532300;26976385
0.532400;26978346
0.532500;26980856
0.532600;26979265
0.532700;26982179
0.532800;26910669
0.532900;26904521
0.533000;26908117
0.533100;26912059
0.533200;27020829
0.533300;27025799
0.533400;27035990
0.533500;27033505
0.533600;27036942
0.533700;26979542
0.533800;26984457
0.533900;26992677
0.534000;26995000
0.534100;26998850
0.534200;27141072
0.534300;27139993
0.534400;27143300
0.534500;27148160
0.534600;27152082
0.534700;27033832
0.534800;27036399
0.534900;27036873
0.535000;27040355
0.535100;27044869
0.535200;27031488
0.535300;27034981
0.535400;27039538
0.535500;27042636
0.535600;27045578
0.535700;27034276
0.535800;27034638
0.535900;27037303
0.536000;27044457
0.536100;27047770
0.536200;27133394
0.536300;27131965
0.536400;27138162
0.536500;27139715
0.536600;27139302
0.536700;27043586
0.536800;27043704
0.536900;27046340
0.537000;27056603
0.537100;27138643
0.537200;27145898
0.537300;27154307
0.537400;27153135
0.537500;27153874
0.537600;27234189
0.537700;27236940
0.537800;27236256
0.537900;27242534
0.538000;27246457
0.538100;27248315
0.538200;27252311
0.538300;27260933
0.538400;27271113
0.538500;27270471
0.538600;27208522
0.538700;27214999
0.538800;27214973
0.538900;27219919
0.539000;27223493
0.539100;27241802
0.539200;27242329
0.539300;27245019
0.539400;27241752
0.539500;27242738
0.539600;27348296
0.539700;27349528
0.539800;27353780
0.539900;27359565
0.540000;27360949
0.540100;27203511
0.540200;27210155
0.540300;27208369
0.540400;27212968
0.540500;27268841
0.540600;27271511
0.540700;27275246
0.540800;27279696
0.540900;27278572
0.541000;27167665
0.541100;27173601
0.541200;27177386
0.541300;27179841
0.541400;27178358
0.541500;27365387
0.541600;27368482
0.541700;27362755
0.541800;27362946
0.541900;27365109
0.542000;27177832
0.542100;27180011
0.542200;27180386
0.542300;27179738
0.542400;27185562
0.542500;27167639
0.542600;27170497
0.542700;27169031
0.542800;27166194
0.542900;27164652
0.543000;27312642
0.543100;27312436
0.543200;27315487
0.543300;27318467
0.543400;27322500
0.543500;27270842
0.543600;27269919
0.543700;27268064
0.543800;27267671
0.543900;27261814
0.544000;27417441
0.544100;27420502
0.544200;27422399
0.544300;27422400
0.544400;27235667
0.544500;27238417
0.544600;27238015
0.544700;27240325
0.544800;27241896
0.544900;27328842
0.545000;27332983
0.545100;27335540
0.545200;27339426
0.545300;27342182
0.545400;27472072
0.545500;27470873
0.545600;27472296
0.545700;27469060
0.545800;27472924
0.545900;27389837
0.546000;27393336
0.546100;27398419
0.546200;27395669
0.546300;27392653
0.546400;27265316
0.546500;27272633
0.546600;27276525
0.546700;27272847
0.546800;27269925
0.546900;27332034
0.547000;27337968
0.547100;27338120
0.547200;27337114
0.547300;27337078
0.547400;27257672
0.547500;27253259
0.547600;27250673
0.547700;27250064
0.547800;27249057
0.547900;27458379
0.548000;27462726
0.548100;27462878
0.548200;27465808
0.548300;27322062
0.548400;27321660
0.548500;27321349
0.548600;27320016
0.548700;27320731
0.548800;27406865
0.548900;27411895
0.549000;27409564
0.549100;27415856
0.549200;27419624
0.549300;27408747
0.549400;27404728
0.549500;27410211
0.549600;27413727
0.549700;27415721
0.549800;27291455
0.549900;27289742
0.550000;27289784
0.550100;27292144
0.550200;27292461
0.550300;27504822
0.550400;27500228
0.550500;27503443
0.550600;27502621
0.550700;27505159
0.550800;27444786
0.550900;27444547
0.551000;27442342
0.551100;27442779
0.551200;27385124
0.551300;27385951
0.551400;27384214
0.551500;27380987
0.551600;27379026
0.551700;27301736
0.551800;27301117
0.551900;27301382
0.552000;27301031
0.552100;27302222
0.552200;27266502
0.552300;27261446
0.552400;27260642
0.552500;27263809
0.552600;27265663
0.552700;27397281
0.552800;27399533
0.552900;27396748
0.553000;27396077
0.553100;27394724
0.553200;27309079
0.553300;27309586
0.553400;27308786
0.553500;27308612
0.553600;27350506
0.553700;27353740
0.553800;27354116
0.553900;27355849
0.554000;27352100
0.554100;27511153
0.554200;27511114
0.554300;27502479
0.554400;27501114
0.554500;27504526
0.554600;27349392
0.554700;27347037
0.554800;27348462
0.554900;27350293
0.555000;27345058
0.555100;27412961
0.555200;27412497
0.555300;27409826
0.555400;27408685
0.555500;27410448
0.555600;27510830
0.555700;27512363
0.555800;27509741
0.555900;27502987
0.556000;27494956
0.556100;27453866
0.556200;27453575
0.556300;27458085
0.556400;27459031
0.556500;27387617
0.556600;27390635
0.556700;27385277
0.556800;27382702
0.556900;27379841
0.557000;27287842
0.557100;27288218
0.557200;27289126
0.557300;27286711
0.557400;27284493
0.557500;27446915
0.557600;27451943
0.557700;27445704
0.557800;27445885
0.557900;27445401
0.558000;27370174
0.558100;27371922
0.558200;27367456
0.558300;27368393
0.558400;27369970
0.558500;27234850
0.558600;27232392
0.558700;27233302
0.558800;27238775
0.558900;27237544
0.559000;27381537
0.559100;27383027
0.559200;27382190
0.559300;27378581
0.559400;27383068
0.559500;27445600
0.559600;27441977
0.559700;27441343
0.559800;27440661
0.559900;27437912
0.560000;27310835
0.560100;27304253
0.560200;27299408
0.560300;27295228
0.560400;27196059
0.560500;27194095
0.560600;27186130
0.560700;27178867
0.560800;27175596
0.560900;27441305
0.561000;27434692
0.561100;27434350
0.561200;27435132
0.561300;27431335
0.561400;27191688
0.561500;27193288
0.561600;27189667
0.561700;27185910
0.561800;27188457
0.561900;27242121
0.562000;27240041
0.562100;27242022
0.562200;27242429
0.562300;27241026
0.562400;27438640
0.562500;27438638
0.562600;27434399
0.562700;27438000
0.562800;27431846
0.562900;27234651
0.563000;27232723
0.563100;27230673
0.563200;27234812
0.563300;27346536
0.563400;27342592
0.563500;27348029
0.563600;27347183
0.563700;27338374
0.563800;27308735
0.563900;27313476
0.564000;27316049
0.564100;27314330
0.564200;27311648
0.564300;27498667
0.564400;27500766
0.564500;27490625
0.564600;27487114
0.564700;27486750
0.564800;27214045
0.564900;27211557
0.565000;27205231
0.565100;27195015
0.565200;27191431
0.565300;27138245
0.565400;27141226
0.565500;27144025
0.565600;27146040
0.565700;27141798
0.565800;27171578
0.565900;27167269
0.566000;27169362
0.566100;27168373
0.566200;27246355
0.566300;27237464
0.566400;27243311
0.566500;27239786
0.566600;27230725
0.566700;27231946
0.566800;27229589
0.566900;27226717
0.567000;27219603
0.567100;27216874
0.567200;27313048
0.567300;27314873
0.567400;27311014
0.567500;27307424
0.567600;27303933
0.567700;27235706
0.567800;27230657
0.567900;27228912
0.568000;27228070
0.568100;27220777
0.568200;27159180
0.568300;27152758
0.568400;27149099
0.568500;27143777
0.568600;27147116
0.568700;26911835
0.568800;26911432
0.568900;26901488
0.569000;26902049
0.569100;27009100
0.569200;27005432
0.569300;27000664
0.569400;26996614
0.569500;26996494
0.569600;27031094
0.569700;27032473
0.569800;27029678
0.569900;27026531
0.570000;27024942
0.570100;27130295
0.570200;27131624
0.570300;27128327
0.570400;27124417
0.570500;27120452
0.570600;27224925
0.570700;27221556
0.570800;27211661
0.570900;27203799
0.571000;27202357
0.571100;27165852
0.571200;27155863
0.571300;27155836
0.571400;27152715
0.571500;27149504
0.571600;27039038
0.571700;27037996
0.571800;27032297
0.571900;27027257
0.572000;27027236
0.572100;26983559
0.572200;26975774
0.572300;26968638
0.572400;26967555
0.572500;26970305
0.572600;26991183
0.572700;26991444
0.572800;26996616
0.572900;27000477
0.573000;26916051
0.573100;26913270
0.573200;26905810
0.573300;26902331
0.573400;26900274
0.573500;26994588
0.573600;26987849
0.573700;26985800
0.573800;26986116
0.573900;26982605
0.574000;27022049
0.574100;27014103
0.574200;27009386
0.574300;27003097
0.574400;26997820
0.574500;26983113
0.574600;26976815
0.574700;26973977
0.574800;26970575
0.574900;26967894
0.575000;27072969
0.575100;27066034
0.575200;27057706
0.575300;27056007
0.575400;27049490
0.575500;26945008
0.575600;26944589
0.575700;26945775
0.575800;26942583
0.575900;26937973
0.576000;26920107
0.576100;26912256
0.576200;26905770
0.576300;26901829
0.576400;26903797
0.576500;26897560
0.576600;26895484
0.576700;26889175
0.576800;26883057
0.576900;26814930
0.577000;26813477
0.577100;26807135
0.577200;26810050
0.577300;26801634
0.577400;26784218
0.577500;26780356
0.577600;26779311
0.577700;26776256
0.577800;26772306
0.577900;26924793
0.578000;26916362
0.578100;26909292
0.578200;26906384
0.578300;26902601
0.578400;26797730
0.578500;26792439
0.578600;26790320
0.578700;26777830
0.578800;26770711
0.578900;26837262
0.579000;26837713
0.579100;26830993
0.579200;26823175
0.579300;26817267
0.579400;26821074
0.579500;26821201
0.579600;26818743
0.579700;26807854
0.579800;26801116
0.579900;26685666
0.580000;26684383
0.580100;26682520
0.580200;26675421
0.580300;26705057
0.580400;26702954
0.580500;26691546
0.580600;26685257
0.580700;26681984
0.580800;26586722
0.580900;26580566
0.581000;26583583
0.581100;26578804
0.581200;26575624
0.581300;26573615
0.581400;26563075
0.581500;26554926
0.581600;26554116
0.581700;26549330
0.581800;26551509
0.581900;26548446
0.582000;26543090
0.582100;26537874
0.582200;26527728
0.582300;26439549
0.582400;26440232
0.582500;26445516
0.582600;26444016
0.582700;26428633
0.582800;26663673
0.582900;26655868
0.583000;26652374
0.583100;26649964
0.583200;26464749
0.583300;26455656
0.583400;26443355
0.583500;26441576
0.583600;26437132
0.583700;26464854
0.583800;26455082
0.583900;26448006
0.584000;26442558
0.584100;26433420
0.584200;26326267
0.584300;26319662
0.584400;26312789
0.584500;26303692
0.584600;26304168
0.584700;26496961
0.584800;26493052
0.584900;26487101
0.585000;26477537
0.585100;26470760
0.585200;26413758
0.585300;26405375
0.585400;26400373
0.585500;26392384
0.585600;26391153
0.585700;26429261
0.585800;26427969
0.585900;26425203
0.586000;26433051
0.586100;26429723
0.586200;26494511
0.586300;26484080
0.586400;26476675
0.586500;26465435
0.586600;26251355
0.586700;26251608
0.586800;26251242
0.586900;26239252
0.587000;26232519
0.587100;26217595
0.587200;26207232
0.587300;26201069
0.587400;26195568
0.587500;26194109
0.587600;26330881
0.587700;26325223
0.587800;26317168
0.587900;26312055
0.588000;26308723
0.588100;26326669
0.588200;26324313
0.588300;26320174
0.588400;26311150
0.588500;26303439
0.588600;26232142
0.588700;26225274
0.588800;26218615
0.588900;26206072
0.589000;26198257
0.589100;26253497
0.589200;26246423
0.589300;26240410
0.589400;26228705
0.589500;26105561
0.589600;26092970
0.589700;26083126
0.589800;26072189
0.589900;26068817
0.590000;26228779
0.590100;26222642
0.590200;26220441
0.590300;26216212
0.590400;26218371
0.590500;26221224
0.590600;26210964
0.590700;26205378
0.590800;26200289
0.590900;26185068
0.591000;26077073
0.591100;26071258
0.591200;26063888
0.591300;26065258
0.591400;26057424
0.591500;26020458
0.591600;26014461
0.591700;26009077
0.591800;26001272
0.591900;25987551
0.592000;26015275
0.592100;26015005
0.592200;26007448
0.592300;26003199
0.592400;25990244
0.592500;25997031
0.592600;25988752
0.592700;25980923
0.592800;25971153
0.592900;26058601
0.593000;26040444
0.593100;26031479
0.593200;26024967
0.593300;26022595
0.593400;25755220
0.593500;25747205
0.593600;25739637
0.593700;25736449
0.593800;25730338
0.593900;25913862
0.594000;25903684
0.594100;25897932
0.594200;25885347
0.594300;25873493
0.594400;25953416
0.594500;25948192
0.594600;25934271
0.594700;25928461
0.594800;25862707
0.594900;25857481
0.595000;25852112
0.595100;25840230
0.595200;25834840
0.595300;25701102
0.595400;25697306
0.595500;25693629
0.595600;25685588
0.595700;25673507
0.595800;25762734
0.595900;25759660
0.596000;25752898
0.596100;25748015
0.596200;25744381
0.596300;25738866
0.596400;25724677
0.596500;25720958
0.596600;25711350
0.596700;25704376
0.596800;25662933
0.596900;25658082
0.597000;25647053
0.597100;25633123
0.597200;25627676
0.597300;25764392
0.597400;25751740
0.597500;25736367
0.597600;25728098
0.597700;25605767
0.597800;25597184
0.597900;25585438
0.598000;25575535
0.598100;25578419
0.598200;25477255
0.598300;25469287
0.598400;25460090
0.598500;25447985
0.598600;25439715
0.598700;25635840
0.598800;25626810
0.598900;25616535
0.599000;25602494
0.599100;25599891
0.599200;25395941
0.599300;25391457
0.599400;25387584
0.599500;25374214
0.599600;25367723
0.599700;25461719
0.599800;25440616
0.599900;25433462
0.600000;25433105
0.600100;25430914
0.600200;25324320
0.600300;25319284
0.600400;25308288
0.600500;25300710
0.600600;25279814
0.600700;25327932
0.600800;25319721
0.600900;25311548
0.601000;25304621
0.601100;25231324
0.601200;25226398
0.601300;25217804
0.601400;25208205
0.601500;25202740
0.601600;25156271
0.601700;25145061
0.601800;25142770
0.601900;25135355
0.602000;25132124
0.602100;25318936
0.602200;25314782
0.602300;25306064
0.602400;25294295
0.602500;25279905
0.602600;25163676
0.602700;25158928
0.602800;25149925
0.602900;25143905
0.603000;25132417
0.603100;25106559
0.603200;25101651
0.603300;25082634
0.603400;25076466
0.603500;25062197
0.603600;25061703
0.603700;25051380
0.603800;25040779
0.603900;25031650
0.604000;24930329
0.604100;24920499
0.604200;24913783
0.604300;24908973
0.604400;24900902
0.604500;24744560
0.604600;24730154
0.604700;24722670
0.604800;24715091
0.604900;24713157
0.605000;25049719
0.605100;25044401
0.605200;25036819
0.605300;25029454
0.605400;25020789
0.605500;24916565
0.605600;24906918
0.605700;24893639
0.605800;24890655
0.605900;24884237
0.606000;25105834
0.606100;25100459
0.606200;25080286
0.606300;25064931
0.606400;25059877
0.606500;25031250
0.606600;25020030
0.606700;25007612
0.606800;24998419
0.606900;24989402
0.607000;24649604
0.607100;24644998
0.607200;24632227
0.607300;24629867
0.607400;24817504
0.607500;24801046
0.607600;24790969
0.607700;24788570
0.607800;24777700
0.607900;24826539
0.608000;24818789
0.608100;24809446
0.608200;24790993
0.608300;24775428
0.608400;24610549
0.608500;24602900
0.608600;24593057
0.608700;24582298
0.608800;24571788
0.608900;24533456
0.609000;24522462
0.609100;24522372
0.609200;24511017
0.609300;24658140
0.609400;24649645
0.609500;24646305
0.609600;24639486
0.609700;24624783
0.609800;24615646
0.609900;24601184
0.610000;24589990
0.610100;24574618
0.610200;24571616
0.610300;24386427
0.610400;24382132
0.610500;24374447
0.610600;24362656
0.610700;24353659
0.610800;24392577
0.610900;24375029
0.611000;24362102
0.611100;24352423
0.611200;24344168
0.611300;24231789
0.611400;24223126
0.611500;24215156
0.611600;24204591
0.611700;24192111
0.611800;24505087
0.611900;24490799
0.612000;24480062
0.612100;24478832
0.612200;24464597
0.612300;24213306
0.612400;24207173
0.612500;24191172
0.612600;24186136
0.612700;24096941
0.612800;24092630
0.612900;24082412
0.613000;24075911
0.613100;24065103
0.613200;24154772
0.613300;24149883
0.613400;24141285
0.613500;24134711
0.613600;24121707
0.613700;24040969
0.613800;24031366
0.613900;24017088
0.614000;24010556
0.614100;24005122
0.614200;24106430
0.614300;24099696
0.614400;24089421
0.614500;24078491
0.614600;24069198
0.614700;24062596
0.614800;24051789
0.614900;24043707
0.615000;24034063
0.615100;24020295
0.615200;24072722
0.615300;24064304
0.615400;24050113
0.615500;24036848
0.615600;23909432
0.615700;23891717
0.615800;23877480
0.615900;23858975
0.616000;23847020
0.616100;23974124
0.616200;23961386
0.616300;23943856
0.616400;23930585
0.616500;23914553
0.616600;23715582
0.616700;23706324
0.616800;23698300
0.616900;23686796
0.617000;23679382
0.617100;23511279
0.617200;23501558
0.617300;23490019
0.617400;23483468
0.617500;23470062
0.617600;23609978
0.617700;23595778
0.617800;23590802
0.617900;23579017
0.618000;23568741
0.618100;23684389
0.618200;23676017
0.618300;23660513
0.618400;23653083
0.618500;23431080
0.618600;23424562
0.618700;23420390
0.618800;23397863
0.618900;23394421
0.619000;23378841
0.619100;23366631
0.619200;23357975
0.619300;23347732
0.619400;23332135
0.619500;23580496
0.619600;23565665
0.619700;23555456
0.619800;23549862
0.619900;23539632
0.620000;23209292
0.620100;23193449
0.620200;23182734
0.620300;23170916
0.620400;23155508
0.620500;23212816
0.620600;23197189
0.620700;23188862
0.620800;23173538
0.620900;23164779
0.621000;23254184
0.621100;23239157
0.621200;23228370
0.621300;23221756
0.621400;23213563
0.621500;23159846
0.621600;23146947
0.621700;23128632
0.621800;23114034
0.621900;23102041
0.622000;22933978
0.622100;22917112
0.622200;22909613
0.622300;22898245
0.622400;23334087
0.622500;23316947
0.622600;23302769
0.622700;23288839
0.622800;23269436
0.622900;23035953
0.623000;23023729
0.623100;23007942
0.623200;22996572
0.623300;22984004
0.623400;22925434
0.623500;22918283
0.623600;22910947
0.623700;22895008
0.623800;22877420
0.623900;23101035
0.624000;23092463
0.624100;23071517
0.624200;23062037
0.624300;23050470
0.624400;22686549
0.624500;22675201
0.624600;22662112
0.624700;22648878
0.624800;22635526
0.624900;22775781
0.625000;22766491
0.625100;22753353
0.625200;22747116
0.625300;22732542
0.625400;22778057
0.625500;22763718
0.625600;22751437
0.625700;22745242
0.625800;22704193
0.625900;22696053
0.626000;22686758
0.626100;22677377
0.626200;22666691
0.626300;22712370
0.626400;22707437
0.626500;22694024
0.626600;22679125
0.626700;22671246
0.626800;22613795
0.626900;22597305
0.627000;22588219
0.627100;22570724
0.627200;22558558
0.627300;22492336
0.627400;22479232
0.627500;22470153
0.627600;22458688
0.627700;22442499
0.627800;22457810
0.627900;22446584
0.628000;22430835
0.628100;22419745
0.628200;22412630
0.628300;22445278
0.628400;22429929
0.628500;22413676
0.628600;22398077
0.628700;22389337
0.628800;22185880
0.628900;22173742
0.629000;22165427
0.629100;22155096
0.629200;22339304
0.629300;22323471
0.629400;22311908
0.629500;22297214
0.629600;22293962
0.629700;22242784
0.629800;22237129
0.629900;22227376
0.630000;22209759
0.630100;22195885
0.630200;22304004
0.630300;22299070
0.630400;22288849
0.630500;22273567
0.630600;22269940
0.630700;21993358
0.630800;21973357
0.630900;21965830
0.631000;21952900
0.631100;21937255
0.631200;22033427
0.631300;22023296
0.631400;22010986
0.631500;21993049
0.631600;21979944
0.631700;22172409
0.631800;22164632
0.631900;22151147
0.632000;22142433
0.632100;22128951
0.632200;21923201
0.632300;21906224
0.632400;21893406
0.632500;21879953
0.632600;21770353
0.632700;21760729
0.632800;21744606
0.632900;21726585
0.633000;21712647
0.633100;21714036
0.633200;21704291
0.633300;21695321
0.633400;21689405
0.633500;21680792
0.633600;21800286
0.633700;21788881
0.633800;21774761
0.633900;21762649
0.634000;21751888
0.634100;21598109
0.634200;21581173
0.634300;21571686
0.634400;21561625
0.634500;21539677
0.634600;21587733
0.634700;21580326
0.634800;21567336
0.634900;21555792
0.635000;21536849
0.635100;21371265
0.635200;21362790
0.635300;21355247
0.635400;21339768
0.635500;21457781
0.635600;21439241
0.635700;21432439
0.635800;21426385
0.635900;21415273
0.636000;21411337
0.636100;21397108
0.636200;21387564
0.636300;21381880
0.636400;21370057
0.636500;21299407
0.636600;21283982
0.636700;21267514
0.636800;21254732
0.636900;21248075
0.637000;21171544
0.637100;21161273
0.637200;21149781
0.637300;21131569
0.637400;21120661
0.637500;21246494
0.637600;21229429
0.637700;21209155
0.637800;21188668
0.637900;21176869
0.638000;21067064
0.638100;21056525
0.638200;21039422
0.638300;21033673
0.638400;21024847
0.638500;21077242
0.638600;21054700
0.638700;21040154
0.638800;21025584
0.638900;21055818
0.639000;21039403
0.639100;21030161
0.639200;21012337
0.639300;21001926
0.639400;20991567
0.639500;20987023
0.639600;20986353
0.639700;20961979
0.639800;20951509
0.639900;20837410
0.640000;20824034
0.640100;20809754
0.640200;20806362
0.640300;20792323
0.640400;20695360
0.640500;20677853
0.640600;20663931
0.640700;20651537
0.640800;20632529
0.640900;20717183
0.641000;20704736
0.641100;20680909
0.641200;20661163
0.641300;20653945
0.641400;20741325
0.641500;20720139
0.641600;20703692
0.641700;20685351
0.641800;20671160
0.641900;20510521
0.642000;20502944
0.642100;20486411
0.642200;20476977
0.642300;20464015
0.642400;20647870
0.642500;20634274
0.642600;20623997
0.642700;20617549
0.642800;20444512
0.642900;20433053
0.643000;20424285
0.643100;20412404
0.643200;20390619
0.643300;20217006
0.643400;20201412
0.643500;20189837
0.643600;20181221
0.643700;20158562
0.643800;20119283
0.643900;20100686
0.644000;20080805
0.644100;20065469
0.644200;20048232
0.644300;20169796
0.644400;20155850
0.644500;20141858
0.644600;20129692
0.644700;20115188
0.644800;20214991
0.644900;20204178
0.645000;20185978
0.645100;20171552
0.645200;20163752
0.645300;20088530
0.645400;20075830
0.645500;20066596
0.645600;20046870
0.645700;20029855
0.645800;19992356
0.645900;19965655
0.646000;19954976
0.646100;19942196
0.646200;19807768
0.646300;19807714
0.646400;19795020
0.646500;19778978
0.646600;19762030
0.646700;19801029
0.646800;19787970
0.646900;19773231
0.647000;19759680
0.647100;19745085
0.647200;19808425
0.647300;19792920
0.647400;19775361
0.647500;19758516
0.647600;19741643
0.647700;19708417
0.647800;19691443
0.647900;19672567
0.648000;19655148
0.648100;19640018
0.648200;19612247
0.648300;19595990
0.648400;19581353
0.648500;19561596
0.648600;19549106
0.648700;19584485
0.648800;19573389
0.648900;19559537
0.649000;19545584
0.649100;19526898
0.649200;19569426
0.649300;19563780
0.649400;19542369
0.649500;19529579
0.649600;19344262
0.649700;19331252
0.649800;19320871
0.649900;19306313
0.650000;19288471
