/* L 32 Z 27000 */
/* probabilidad; segundo momento */
0.486700;406328647
0.487000;408335706
0.487300;409660657
0.487600;411893003
0.487900;413972815
0.488200;417534387
0.488500;419657402
0.488800;421408646
0.489100;423565267
0.489400;428921098
0.489700;426874761
0.490000;428879058
0.490300;431231956
0.490600;433375234
0.490900;435106161
0.491200;438326574
0.491500;440613894
0.491800;441820908
0.492100;443827851
0.492400;448350851
0.492700;450550699
0.493000;452518548
0.493300;453289840
0.493600;455442676
0.493900;459831167
0.494200;462333127
0.494500;464526020
0.494800;467139015
0.495100;469665165
0.495400;469569092
0.495700;472276934
0.496000;477519848
0.496300;476733273
0.496600;479361545
0.496900;481181014
0.497200;485943024
0.497500;488409508
0.497800;489195819
0.498100;491757902
0.498400;495330714
0.498700;495228277
0.499000;497882707
0.499300;501792193
0.499600;504415985
0.499900;508093269
0.500200;510173594
0.500500;512670103
0.500800;515587938
0.501100;518199245
0.501400;520440399
0.501700;524080057
0.502000;526685700
0.502300;526452502
0.502600;529059410
0.502900;534468675
0.503200;535421515
0.503500;538083842
0.503800;542682943
0.504100;545671689
0.504400;548593784
0.504700;551186727
0.505000;553841907
0.505300;562010080
0.505600;564830971
0.505900;566085708
0.506200;566028052
0.506500;568777078
0.506800;569714376
0.507100;572541445
0.507400;579575619
0.507700;577642082
0.508000;580521779
0.508300;586838317
0.508600;589732552
0.508900;594442123
0.509200;597642881
0.509500;597537331
0.509800;603140604
0.510100;606423048
0.510400;607685284
0.510700;611109589
0.511000;614305599
0.511300;616247834
0.511600;619642905
0.511900;625015933
0.512200;628185373
0.512500;630155981
0.512800;632213581
0.513100;635295920
0.513400;639042815
0.513700;642241740
0.514000;644973733
0.514300;649078733
0.514600;652291663
0.514900;653320265
0.515200;656414679
0.515500;661213271
0.515800;664555344
0.516100;668906894
0.516400;669060641
0.516700;672362393
0.517000;678513340
0.517300;682032295
0.517600;689190910
0.517900;687977439
0.518200;691520743
0.518500;698633802
0.518800;702106704
0.519100;703334475
0.519400;704205071
0.519700;708097669
0.520000;715878662
0.520300;719419638
0.520600;718318305
0.520900;720469553
0.521200;724429218
0.521500;734382126
0.521800;737642978
0.522100;739843358
0.522400;739510077
0.522700;743032773
0.523000;746588621
0.523300;750154115
0.523600;757944021
0.523900;762013955
0.524200;765825099
0.524500;768357285
0.524800;772050086
0.525100;772090840
0.525400;774770153
0.525700;778518860
0.526000;785175021
0.526300;789041881
0.526600;794941765
0.526900;799252753
0.527200;803162511
0.527500;802553595
0.527800;806173386
0.528100;810786677
0.528400;814784294
0.528700;817584522
0.529000;823111640
0.529300;827336124
0.529600;833478642
0.529900;837371162
0.530200;841579815
0.530500;846195388
0.530800;850488826
0.531100;850990899
0.531400;855458274
0.531700;864819322
0.532000;863243372
0.532300;866956805
0.532600;869250384
0.532900;872867868
0.533200;879147569
0.533500;886288487
0.533800;890533308
0.534100;890357196
0.534400;894415331
0.534700;896365432
0.535000;899044746
0.535300;903093689
0.535600;908427012
0.535900;911940015
0.536200;922817524
0.536500;920625551
0.536800;924699719
0.537100;929755139
0.537400;934408265
0.537700;940907921
0.538000;947563103
0.538300;951422877
0.538600;954937058
0.538900;958751784
0.539200;960587215
0.539500;966263135
0.539800;970303389
0.540100;979673471
0.540400;984117777
0.540700;981918902
0.541000;980451588
0.541300;985284616
0.541600;992886470
0.541900;997701572
0.542200;1001029932
0.542500;1003378099
0.542800;1007009130
0.543100;1017403978
0.543400;1021451422
0.543700;1014580724
0.544000;1027063328
0.544300;1031829035
0.544600;1039711306
0.544900;1043500166
0.545200;1032325670
0.545500;1043424526
0.545800;1048066697
0.546100;1049713601
0.546400;1053630696
0.546700;1064637483
0.547000;1064094488
0.547300;1067963054
0.547600;1075106466
0.547900;1080033616
0.548200;1093063931
0.548500;1076867449
0.548800;1081142025
0.549100;1098843552
0.549400;1103127523
0.549700;1101991778
0.550000;1103118938
0.550300;1108057448
0.550600;1118681075
0.550900;1115191054
0.551200;1118841795
0.551500;1124185908
0.551800;1126866815
0.552100;1133299978
0.552400;1134741703
0.552700;1138453492
0.553000;1139950463
0.553300;1143562520
0.553600;1154269429
0.553900;1156526157
0.554200;1160508174
0.554500;1165122233
0.554800;1168511915
0.555100;1170193115
0.555400;1175146861
0.555700;1177950044
0.556000;1181203356
0.556300;1183553355
0.556600;1185727066
0.556900;1199201280
0.557200;1202622316
0.557500;1202727264
0.557800;1206357305
0.558100;1213580109
0.558400;1206743574
0.558700;1210041812
0.559000;1219292374
0.559300;1228176368
0.559600;1232512404
0.559900;1225038824
0.560200;1228601751
0.560500;1242922305
0.560800;1238055313
0.561100;1241614963
0.561400;1241753539
0.561700;1245618243
0.562000;1252278948
0.562300;1248461864
0.562600;1252397745
0.562900;1264623058
0.563200;1266615821
0.563500;1268902357
0.563800;1266001449
0.564100;1268976207
0.564400;1283491847
0.564700;1285908081
0.565000;1280938231
0.565300;1276662376
0.565600;1297745895
0.565900;1300396688
0.566200;1294961634
0.566500;1296679986
0.566800;1297698391
0.567100;1294466951
0.567400;1296785341
0.567700;1302265196
0.568000;1304941899
0.568300;1307116419
0.568600;1320100694
0.568900;1322566588
0.569200;1306675336
0.569500;1308810172
0.569800;1310520715
0.570100;1327106517
0.570400;1330482089
0.570700;1324114328
0.571000;1325096197
0.571300;1325424899
0.571600;1328203998
0.571900;1328629412
0.572200;1334147776
0.572500;1352579119
0.572800;1353088080
0.573100;1341465533
0.573400;1344624871
0.573700;1343553429
0.574000;1342126135
0.574300;1344678044
0.574600;1343696817
0.574900;1344756217
0.575200;1365358985
0.575500;1363037989
0.575800;1364029190
0.576100;1346523846
0.576400;1348282226
0.576700;1344546321
0.577000;1349207686
0.577300;1350727883
0.577600;1358201744
0.577900;1365717234
0.578200;1366586753
0.578500;1369979422
0.578800;1372969503
0.579100;1363550493
0.579400;1360017478
0.579700;1360143217
0.580000;1373447579
0.580300;1374755226
0.580600;1356764399
0.580900;1366859984
0.581200;1365843206
0.581500;1361108593
0.581800;1372377219
0.582100;1370168120
0.582400;1360756896
0.582700;1360020751
0.583000;1387246325
0.583300;1368627283
0.583600;1367287746
0.583900;1360087509
0.584200;1367313213
0.584500;1367502945
0.584800;1373181326
0.585100;1373854974
0.585400;1369514099
0.585700;1366244286
0.586000;1366601344
0.586300;1363308879
0.586600;1364354450
0.586900;1359732624
0.587200;1364427047
0.587500;1365585715
0.587800;1369321827
0.588100;1368303614
0.588400;1362164697
0.588700;1371645543
0.589000;1369880830
0.589300;1361792053
0.589600;1361223588
0.589900;1348728784
0.590200;1367008220
0.590500;1365194993
0.590800;1369622674
0.591100;1366493985
0.591400;1352655632
0.591700;1349173977
0.592000;1345439702
0.592300;1359783370
0.592600;1356915188
0.592900;1328952372
0.593200;1332740310
0.593500;1331006864
0.593800;1331357086
0.594100;1333460516
0.594400;1331728434
0.594700;1322665441
0.595000;1322264503
0.595300;1326261778
0.595600;1311111642
0.595900;1308676397
0.596200;1314533575
0.596500;1313043919
0.596800;1296402165
0.597100;1301114576
0.597400;1298204043
0.597700;1316120865
0.598000;1312194012
0.598300;1293276446
0.598600;1293255445
0.598900;1288332709
0.599200;1292887424
0.599500;1285660191
0.599800;1282827020
0.600100;1272836785
0.600400;1270116877
0.600700;1279122649
0.601000;1273668054
0.601300;1270117881
0.601600;1266119519
0.601900;1264800006
0.602200;1265068839
0.602500;1255827212
0.602800;1253216570
0.603100;1245958108
0.603400;1242271136
0.603700;1240581201
0.604000;1231348318
0.604300;1227703919
0.604600;1242214649
0.604900;1237928200
0.605200;1234931629
0.605500;1215700408
0.605800;1210840829
0.606100;1201189738
0.606400;1220278895
0.606700;1216079660
0.607000;1209329654
0.607300;1204045961
0.607600;1183777735
0.607900;1197665366
0.608200;1192690988
0.608500;1192923098
0.608800;1157602078
0.609100;1154402847
0.609400;1164871767
0.609700;1158193223
0.610000;1165082038
0.610300;1136398353
0.610600;1131805273
0.610900;1154667176
0.611200;1151524285
0.611500;1132807247
0.611800;1118043864
0.612100;1113391658
0.612400;1115088343
0.612700;1109538845
0.613000;1116095250
0.613300;1104319064
0.613600;1096810784
0.613900;1082602301
0.614200;1077849387
0.614500;1076631982
0.614800;1082235554
0.615100;1076230539
0.615400;1059759389
0.615700;1052861499
0.616000;1053969229
0.616300;1052890185
0.616600;1047199921
0.616900;1036167020
0.617200;1036114605
0.617500;1030849958
0.617800;1015394890
0.618100;1003636763
0.618400;997984338
0.618700;1007188427
0.619000;1003186249
0.619300;989260379
0.619600;983012373
0.619900;977914554
0.620200;998811134
0.620500;992377037
0.620800;960453778
0.621100;965689639
0.621400;958147465
0.621700;960933634
0.622000;952366837
0.622300;925434903
0.622600;937923193
0.622900;932081913
0.623200;934066688
0.623500;927281396
0.623800;900079571
0.624100;910868627
0.624400;905538510
0.624700;896478701
0.625000;892065991
0.625300;896061944
0.625600;888952569
0.625900;882558093
0.626200;860376576
0.626500;851564564
0.626800;863463636
0.627100;857728333
0.627400;849438984
0.627700;831513852
0.628000;827316155
0.628300;817960132
0.628600;825743613
0.628900;820481907
0.629200;814068006
0.629500;809146021
0.629800;812322397
0.630100;796065229
0.630400;789108702
0.630700;768048382
0.631000;772858975
0.631300;767736081
0.631600;760935919
0.631900;755132822
0.632200;744600747
0.632500;743147245
0.632800;738974019
0.633100;749059418
0.633400;744806494
0.633700;726714760
0.634000;702668004
0.634300;696525665
0.634600;697529620
0.634900;692683062
0.635200;695844440
0.635500;684235706
0.635800;678631470
0.636100;671486473
0.636400;674726238
0.636700;657461673
0.637000;650631765
0.637300;647619626
0.637600;642714015
0.637900;637809295
0.638200;651663159
0.638500;647187626
0.638800;619049652
0.639100;612136227
0.639400;600354214
0.639700;624133490
0.640000;619117979
0.640300;600858823
0.640600;594852350
0.640900;580424811
0.641200;590575366
0.641500;585329641
0.641800;573386288
0.642100;568382083
0.642400;574263941
0.642700;558458407
0.643000;554527759
0.643300;544585253
0.643600;539528107
0.643900;525895878
0.644200;537785352
0.644500;532660553
0.644800;510459431
0.645100;505782761
0.645400;517522684
0.645700;510537245
0.646000;506145447
0.646300;505383949
0.646600;499944367
0.646900;481201532
0.647200;489712627
0.647500;485988164
0.647800;472475381
0.648100;467865916
0.648400;468476691
0.648700;470544067
0.649000;465519823
0.649300;445261612
0.649600;440135371
0.649900;454022375
0.650200;440595293
0.650500;436300751
0.650800;436569884
0.651100;433201383
0.651400;415966786
0.651700;423025112
0.652000;418667461
0.652300;399870172
0.652600;395402250
0.652900;386047773
0.653200;388822527
0.653500;385808121
0.653800;385632737
0.654100;380483628
0.654400;376997032
0.654700;373258988
0.655000;365448226
0.655300;358891363
0.655600;355041064
0.655900;343070809
0.656200;337890633
0.656500;361908247
0.656800;347605096
0.657100;343148228
0.657400;336355963
0.657700;331927798
0.658000;326355761
0.658300;332175480
0.658600;328429649
0.658900;314115090
0.659200;309807377
0.659500;310045014
0.659800;296270094
0.660100;293062811
0.660400;293036576
0.660700;290318598
0.661000;295696390
0.661300;285825110
0.661600;281492287
0.661900;289687866
0.662200;287152886
0.662500;266364843
0.662800;264120984
0.663100;279280914
0.663400;266968278
0.663700;263529452
0.664000;254560068
0.664300;250397008
0.664600;249119400
0.664900;241067428
0.665200;239351541
0.665500;246814391
0.665800;241823123
0.666100;234227191
0.666400;237550603
0.666700;233710818
0.667000;226374772
0.667300;222631257
0.667600;226510788
0.667900;215554028
0.668200;211647853
0.668500;208129906
0.668800;204898010
0.669100;199523113
0.669400;207389209
0.669700;204190980
0.670000;196750775
0.670300;194048090
0.670600;192330418
0.670900;188821847
0.671200;185984588
0.671500;192185753
0.671800;189906468
0.672100;181066007
0.672400;178778806
0.672700;170462500
0.673000;168460478
0.673300;166571976
0.673600;158642613
0.673900;157103501
0.674200;158635625
0.674500;157147654
0.674800;155231021
0.675100;157718211
0.675400;156062569
0.675700;149383237
0.676000;150544892
0.676300;148580364
0.676600;164990071
0.676900;163050935
0.677200;139489937
0.677500;136928353
0.677800;142531932
0.678100;131917543
0.678400;130177626
0.678700;139001213
0.679000;137891557
0.679300;126889438
0.679600;133714463
0.679900;131785629
0.680200;119905921
0.680500;118751252
0.680800;122852161
0.681100;119877113
0.681400;116872938
0.681700;112401668
0.682000;110758357
0.682300;110480504
0.682600;108191118
0.682900;111794020
0.683200;101854527
0.683500;100807723
0.683800;101370550
0.684100;99155177
0.684400;107474277
0.684700;105525871
0.685000;96662196
0.685300;98116896
0.685600;96756917
0.685900;97743204
0.686200;95933617
0.686500;83533026
0.686800;94205097
0.687100;93385355
0.687400;91732729
0.687700;91114658
0.688000;79175494
0.688300;78002813
0.688600;82738635
0.688900;79068333
0.689200;78698844
0.689500;74049260
0.689800;73250311
0.690100;80029950
0.690400;74558919
0.690700;73262056
0.691000;80245115
0.691300;78495038
0.691600;68849867
0.691900;73426953
0.692200;72092051
0.692500;65711841
0.692800;64923529
0.693100;66923769
0.693400;66080265
0.693700;55298582
0.694000;56091765
0.694300;55468943
0.694600;63524249
0.694900;62343786
0.695200;55865657
0.695500;59357109
0.695800;58747890
0.696100;51395700
0.696400;50624485
0.696700;49326080
0.697000;53452131
0.697300;52342767
0.697600;56085305
0.697900;55654014
0.698200;49851032
0.698500;49708556
0.698800;50714514
0.699100;48029057
0.699400;47303857
0.699700;50764851
0.700000;50077814
