/* L 128 Z 100000 */
/* probabilidad; segundo momento */
0.547300;1190929766
0.547400;2027263389
0.547500;-1728168705
0.547600;-1414571695
0.547700;-173748086
0.547800;838689068
0.547900;1757520977
0.548000;-1849209396
0.548100;-1026878418
0.548200;-351232191
0.548300;205473494
0.548400;1491264759
0.548500;-1604520333
0.548600;-1048274334
0.548700;-757136462
0.548800;642439731
0.548900;1568513744
0.549000;-1972464970
0.549100;-1098443955
0.549200;242999704
0.549300;790399054
0.549400;-2104130104
0.549500;-1209590763
0.549600;-134075525
0.549700;150487136
0.549800;1417499064
0.549900;2144069501
0.550000;-2112217309
0.550100;-280623296
0.550200;396551781
0.550300;1883458923
0.550400;-1574600641
0.550500;-772124273
0.550600;-7205838
0.550700;1193528581
0.550800;-1677912877
0.550900;-1428337127
0.551000;168172085
0.551100;863565627
0.551200;1832762220
0.551300;-2022292627
0.551400;-632362130
0.551500;505024495
0.551600;1666452701
0.551700;-1782797767
0.551800;-348237421
0.551900;83692249
0.552000;1648802648
0.552100;-1483011626
0.552200;-481192315
0.552300;340419505
0.552400;1782690019
0.552500;-1648359969
0.552600;-653268899
0.552700;773399541
0.552800;1580599013
0.552900;-1920544802
0.553000;-978457334
0.553100;220678832
0.553200;1263732590
0.553300;-1569198178
0.553400;-288779007
0.553500;924056571
0.553600;2038988332
0.553700;-1440865617
0.553800;-112451607
0.553900;1325681707
0.554000;1854205595
0.554100;-1208864083
0.554200;-167971574
0.554300;1426771329
0.554400;-1070777793
0.554500;-456935194
0.554600;783292350
0.554700;-1880080072
0.554800;-1533917599
0.554900;-234457597
0.555000;1377005704
0.555100;-1666524864
0.555200;-335016804
0.555300;644230284
0.555400;2097558838
0.555500;-1357300988
0.555600;711149718
0.555700;2054291285
0.555800;-1500180844
0.555900;-52567267
0.556000;1152773557
0.556100;-2001594520
0.556200;-3121153
0.556300;349879581
0.556400;-1896815286
0.556500;-767813951
0.556600;1051982107
0.556700;1606924000
0.556800;-1516913798
0.556900;457885681
0.557000;2024924192
0.557100;-1474600134
0.557200;137468035
0.557300;1066118964
0.557400;2127870540
0.557500;37428067
0.557600;1757228925
0.557700;-1364660807
0.557800;155280746
0.557900;-1874650931
0.558000;-739135314
0.558100;-88464939
0.558200;1862915026
0.558300;-1306915565
0.558400;-257774847
0.558500;-1931513095
0.558600;-755413721
0.558700;735288021
0.558800;1837627674
0.558900;-992290090
0.559000;601511195
0.559100;-1792891260
0.559200;-954478446
0.559300;1231303909
0.559400;-1796628574
0.559500;-400962204
0.559600;-2128185323
0.559700;-797015551
0.559800;559876465
0.559900;-2143584859
0.560000;2094837990
0.560100;-10439109
0.560200;1641990804
0.560300;-232183211
0.560400;1382869749
0.560500;-1183850855
0.560600;136592667
0.560700;-1710947806
0.560800;-159138709
0.560900;1932024781
0.561000;-196742002
0.561100;1367138130
0.561200;1793134312
0.561300;-873611456
0.561400;629683752
0.561500;1988401373
0.561600;230618660
0.561700;1667344216
0.561800;-446040622
0.561900;889267856
0.562000;-472999034
0.562100;-347307367
0.562200;-1366541423
0.562300;-595476489
0.562400;-20078841
0.562500;-1609502452
0.562600;514627717
0.562700;-1697576709
0.562800;-435202953
0.562900;-1735670429
0.563000;-57174809
0.563100;1739935092
0.563200;-2115048329
0.563300;194471747
0.563400;-1195913580
0.563500;1478369211
0.563600;-2098687254
0.563700;-688364881
0.563800;-1723800085
0.563900;-1247369579
0.564000;1887894936
0.564100;-1001921447
0.564200;1048559260
0.564300;-20033176
0.564400;683469960
0.564500;-737903576
0.564600;475213047
0.564700;-431144920
0.564800;638256264
0.564900;1692739417
0.565000;-501410967
0.565100;-2054034420
0.565200;-85920124
0.565300;1268510909
0.565400;1010644497
0.565500;397474993
0.565600;-25965472
0.565700;-1640343390
0.565800;1034139285
0.565900;897053036
0.566000;-1238475361
0.566100;1111472923
0.566200;-1215264317
0.566300;924741299
0.566400;-1662374981
0.566500;-1247974791
0.566600;628216368
0.566700;-1884458622
0.566800;578957796
0.566900;858301289
0.567000;-1224972613
0.567100;-1487592009
0.567200;-384771054
0.567300;-1494344191
0.567400;-835624075
0.567500;-1108053267
0.567600;293441252
0.567700;-1522327808
0.567800;259103418
0.567900;1867557753
0.568000;-585090258
0.568100;-599395862
0.568200;573403975
0.568300;477152827
0.568400;1818409373
0.568500;-951767094
0.568600;-1640698521
0.568700;-670845003
0.568800;1751767046
0.568900;-1269997205
0.569000;-1885125256
0.569100;1174979185
0.569200;-1429163530
0.569300;1027920521
0.569400;-1219047356
0.569500;-1650723293
0.569600;-288149206
0.569700;1590099930
0.569800;740116861
0.569900;92650995
0.570000;-846935342
0.570100;903812593
0.570200;-81809225
0.570300;1792872933
0.570400;148883681
0.570500;-1299619566
0.570600;1567141508
0.570700;570464953
0.570800;1739283174
0.570900;1858954558
0.571000;-574026399
0.571100;1102275670
0.571200;151228486
0.571300;975285334
0.571400;125266247
0.571500;345551507
0.571600;1459585823
0.571700;792820333
0.571800;-2127735022
0.571900;-2105660743
0.572000;-1082129803
0.572100;564124321
0.572200;-1844157112
0.572300;-2006912781
0.572400;517614013
0.572500;-239669170
0.572600;1522983232
0.572700;2116588890
0.572800;575554148
0.572900;-217855278
0.573000;2129449673
0.573100;171434153
0.573200;-69556670
0.573300;-2034594169
0.573400;-264856305
0.573500;-769127312
0.573600;-1245236816
0.573700;-1578164204
0.573800;223379364
0.573900;-1984160485
0.574000;1662455263
0.574100;1885970112
0.574200;1625749143
0.574300;-1940446000
0.574400;-382062220
0.574500;-1791468478
0.574600;-317891173
0.574700;-1404029817
0.574800;246138998
0.574900;1954008437
0.575000;-1706374251
0.575100;-1822168198
0.575200;-55523916
0.575300;-1514137523
0.575400;-1646920325
0.575500;-1856648670
0.575600;-2141717506
0.575700;-2070850434
0.575800;1857240362
0.575900;98038977
0.576000;1425732332
0.576100;294341718
0.576200;1178238466
0.576300;759355128
0.576400;1777188023
0.576500;-353932477
0.576600;-309242970
0.576700;474635999
0.576800;1416829371
0.576900;-1204704349
0.577000;1607644175
0.577100;91320714
0.577200;234843700
0.577300;188993456
0.577400;-318239419
0.577500;428842296
0.577600;1984556574
0.577700;689325262
0.577800;-1673727483
0.577900;1808819915
0.578000;1287060544
0.578100;-464468081
0.578200;-634974376
0.578300;-536711590
0.578400;-1958860455
0.578500;1240865197
0.578600;163291663
0.578700;306050874
0.578800;686316237
0.578900;-177276156
0.579000;1258951980
0.579100;1020104020
0.579200;-980487785
0.579300;1564248806
0.579400;-1397672530
0.579500;44706213
0.579600;205290759
0.579700;2061916993
0.579800;869898526
0.579900;-514993680
0.580000;-941943976
0.580100;1854380700
0.580200;-1278253639
0.580300;1558763361
0.580400;273535086
0.580500;657883385
0.580600;-575725508
0.580700;2088260941
0.580800;-272847076
0.580900;-1108892371
0.581000;-2107987838
0.581100;1835463465
0.581200;1242530478
0.581300;-867026600
0.581400;1348141869
0.581500;1648610526
0.581600;1742362027
0.581700;1248062472
0.581800;1894012156
0.581900;172836037
0.582000;-1415855942
0.582100;1330150972
0.582200;-134185727
0.582300;-265836378
0.582400;-89822254
0.582500;1955779174
0.582600;707558585
0.582700;2041999393
0.582800;827063171
0.582900;1921082301
0.583000;9237618
0.583100;-729545831
0.583200;678915308
0.583300;-113808799
0.583400;1559086083
0.583500;266040515
0.583600;-925311008
0.583700;-1587912874
0.583800;-1806390816
0.583900;1490085645
0.584000;-204171449
0.584100;55572903
0.584200;-597334222
0.584300;909451086
0.584400;761460231
0.584500;731453830
0.584600;1324617031
0.584700;-358084109
0.584800;-225700139
0.584900;-805039819
0.585000;326713801
0.585100;1899808028
0.585200;355962703
0.585300;-153037534
0.585400;768502748
0.585500;106233064
0.585600;-1005888921
0.585700;-1539364895
0.585800;-1048818608
0.585900;1990129009
0.586000;2107402124
0.586100;1549320123
0.586200;428304953
0.586300;166430432
0.586400;-10989801
0.586500;-642573527
0.586600;256730534
0.586700;532352870
0.586800;-681230747
0.586900;-1187184750
0.587000;1961510971
0.587100;769877934
0.587200;-1182549274
0.587300;-1082919541
0.587400;-2066773944
0.587500;1198409380
0.587600;1356408225
0.587700;-1829117851
0.587800;-527565615
0.587900;1020571509
0.588000;2144782208
0.588100;610919592
0.588200;97324668
0.588300;1143457668
0.588400;-662436236
0.588500;-1297250547
0.588600;2051698816
0.588700;-2062735942
0.588800;-1899913815
0.588900;-806577575
0.589000;1710389361
0.589100;-980166631
0.589200;645114546
0.589300;-684454784
0.589400;540964584
0.589500;-947925077
0.589600;739536982
0.589700;1317643617
0.589800;389656547
0.589900;601759069
0.590000;798563464
0.590100;-1544787409
0.590200;-786676766
0.590300;965097555
0.590400;-1049879804
0.590500;-2008242645
0.590600;2115180750
0.590700;1490890675
0.590800;33707000
0.590900;-1466521709
0.591000;1559877104
0.591100;-943419079
0.591200;95211217
0.591300;-188139848
0.591400;21176936
0.591500;147673760
0.591600;-1304997005
0.591700;1705815930
0.591800;-543926277
0.591900;675157397
0.592000;1294787985
0.592100;-1013738864
0.592200;1052409663
0.592300;-1512144640
0.592400;-1971794858
0.592500;-225751958
0.592600;1621288888
0.592700;-1703084015
0.592800;-746509728
0.592900;117634716
0.593000;250592494
0.593100;-481527696
0.593200;-596110267
0.593300;790102822
0.593400;1294230391
0.593500;-1154571077
0.593600;1987176530
0.593700;-1639678903
0.593800;-1245618890
0.593900;-1870625114
0.594000;1563077917
0.594100;-359502234
0.594200;2061926294
0.594300;-889414530
0.594400;-119882305
0.594500;1694268052
0.594600;-1228528826
0.594700;1007054825
0.594800;2056987750
0.594900;10054344
0.595000;-373671546
0.595100;-743304736
0.595200;-1203873276
0.595300;1673003622
0.595400;-59484241
0.595500;-800067855
0.595600;269286589
0.595700;959712325
0.595800;-593025920
0.595900;672722337
0.596000;-610931309
0.596100;-1658221398
0.596200;-658083772
0.596300;1757198482
0.596400;986310611
0.596500;-2046308875
0.596600;785047089
0.596700;1071088118
0.596800;1883722632
0.596900;-436745455
0.597000;-283025519
0.597100;1268702070
0.597200;1747742129
0.597300;-2106078566
0.597400;-499344712
0.597500;518278649
0.597600;-843362599
0.597700;215726726
0.597800;1316305524
0.597900;770206963
0.598000;-1051124708
0.598100;-1306952764
0.598200;557086496
0.598300;542899511
0.598400;-1945743650
0.598500;1512702591
0.598600;2112789632
0.598700;-1586550491
0.598800;-929153041
0.598900;1286221286
0.599000;-564809491
0.599100;-2080290725
0.599200;-42794352
0.599300;-1259087136
0.599400;1468197713
0.599500;1063015687
0.599600;114802570
0.599700;-1799912383
0.599800;1804088837
0.599900;-1427272910
0.600000;-1057098676
0.600100;-1515533189
0.600200;1847696603
0.600300;-2130689262
0.600400;1725393151
0.600500;-918676294
0.600600;-307667017
0.600700;1705411211
0.600800;125528046
0.600900;840773758
0.601000;-2094062431
0.601100;1973740413
0.601200;-914144768
0.601300;-150067050
0.601400;1715112247
0.601500;-1158418764
0.601600;275368303
0.601700;-33738138
0.601800;-2087816255
0.601900;-1579920965
0.602000;660863834
0.602100;-1178061191
0.602200;1063390210
0.602300;-565230190
0.602400;-715165292
0.602500;-1815585192
0.602600;-1669701124
0.602700;758993546
0.602800;1230267771
0.602900;-409289644
0.603000;2140291006
0.603100;-2073062281
0.603200;1808436033
0.603300;-925045963
0.603400;1866320932
0.603500;1250621621
0.603600;1307833710
0.603700;1098314113
0.603800;1486729910
0.603900;843943398
0.604000;244551271
0.604100;888197410
0.604200;498914740
0.604300;-758823297
0.604400;1171028437
0.604500;1378901645
0.604600;1177257884
0.604700;260484020
0.604800;-1841194100
0.604900;789809279
0.605000;308096679
0.605100;1989309736
0.605200;-2144393933
0.605300;825462921
0.605400;820492005
0.605500;-292644927
0.605600;978174801
0.605700;-862078793
0.605800;1764204054
0.605900;2007160568
0.606000;1058163808
0.606100;-1683651101
0.606200;-1633428497
0.606300;2117727281
0.606400;1169471024
0.606500;1387854805
0.606600;1597507732
0.606700;-176412659
0.606800;-472105419
0.606900;667310100
0.607000;348373364
0.607100;466645131
0.607200;-1135378124
0.607300;-1233931512
0.607400;478100631
0.607500;486638774
0.607600;-947818082
0.607700;1472884722
0.607800;-1786026515
0.607900;1292033192
0.608000;1840350156
0.608100;457201349
0.608200;1061555023
0.608300;1572028422
0.608400;-292338301
0.608500;71994134
0.608600;-1977395045
0.608700;-104466797
0.608800;-1524947613
0.608900;-733626367
0.609000;-1263159225
0.609100;-198247262
0.609200;1651476636
0.609300;-2084965532
0.609400;-847611319
0.609500;-206716290
0.609600;1561135681
0.609700;-1376843293
0.609800;1239290464
0.609900;690279667
0.610000;-2044872659
0.610100;-1593988942
0.610200;940639407
0.610300;456279498
0.610400;1310624860
0.610500;-12974435
0.610600;244750990
0.610700;-822795486
0.610800;-231420382
0.610900;-1812584246
0.611000;-875883160
0.611100;-1294773625
0.611200;-888615363
0.611300;-283381354
0.611400;1877232510
0.611500;1504383096
0.611600;-1364803761
0.611700;-107789983
0.611800;546000298
0.611900;-1370495338
0.612000;186909200
0.612100;-945436360
0.612200;-522090670
0.612300;1763843068
0.612400;-967614275
0.612500;2133293968
0.612600;44108172
0.612700;537451382
0.612800;1912475582
0.612900;-1769232368
0.613000;1373262323
0.613100;-452117047
0.613200;-1955697099
0.613300;-832105778
0.613400;898030635
0.613500;-1835069831
0.613600;-2023808610
0.613700;-680215462
0.613800;2104872372
0.613900;242577686
0.614000;-2107131787
0.614100;207303361
0.614200;-2036412211
0.614300;616405564
0.614400;476704857
0.614500;-31840966
0.614600;-408943682
0.614700;1851510327
0.614800;-753229044
0.614900;1264612137
0.615000;477138107
0.615100;381264187
0.615200;1239468812
0.615300;-232248031
0.615400;646688301
0.615500;-1966791372
0.615600;-1111367019
0.615700;630001527
0.615800;2118956935
0.615900;620925253
0.616000;2539003
0.616100;-352847159
0.616200;493789816
0.616300;-181230716
0.616400;-1818395895
0.616500;-440919886
0.616600;1281134837
0.616700;1599880860
0.616800;1340181496
0.616900;1402767544
0.617000;1840808742
0.617100;-1571904924
0.617200;1140055656
0.617300;-436038348
0.617400;-1347259505
0.617500;-469251462
0.617600;1772909985
0.617700;-416814053
0.617800;-637309084
0.617900;655796405
0.618000;-82360628
0.618100;1125333998
0.618200;-1395377569
0.618300;-256133902
0.618400;-1052385665
0.618500;-555043221
0.618600;608394278
0.618700;1377864854
0.618800;-707166524
0.618900;-767146802
0.619000;263890804
0.619100;-1671509601
0.619200;-528901067
0.619300;1086385244
0.619400;-1148382210
0.619500;1622158959
0.619600;1269441383
0.619700;-1629976386
0.619800;1848142157
0.619900;-648239924
0.620000;-704197252
0.620100;-1936181491
0.620200;-283907389
0.620300;1886992736
0.620400;-660643413
0.620500;-2050395928
0.620600;2014501633
0.620700;-1511857881
0.620800;-925762345
0.620900;208957764
0.621000;-1778437402
0.621100;135144005
0.621200;1361752295
0.621300;754753491
0.621400;431289031
0.621500;1224647166
0.621600;2080907477
0.621700;618271513
0.621800;-1535343493
0.621900;189599753
0.622000;-723093462
0.622100;-1571987078
0.622200;1097397571
0.622300;1478213040
0.622400;-1043019088
0.622500;-217389585
0.622600;746658969
0.622700;1783584232
0.622800;-389884460
0.622900;-1938201203
0.623000;426275160
0.623100;-1741230702
0.623200;-1864583940
0.623300;-1317672098
0.623400;-1600644661
0.623500;735874493
0.623600;704127240
0.623700;-315395217
0.623800;453325056
0.623900;-1201700532
0.624000;-224008810
0.624100;249467652
0.624200;-1043383681
0.624300;-2067300746
0.624400;-766818883
0.624500;-2116611138
0.624600;-954969146
0.624700;-1595477737
0.624800;1013493390
0.624900;1080668609
0.625000;-615119005
0.625100;-466653315
0.625200;-938082900
0.625300;-1415284610
0.625400;146600076
0.625500;705021946
0.625600;-1278783980
0.625700;-1275341831
0.625800;1667816896
0.625900;1948396071
0.626000;-594393437
0.626100;42105667
0.626200;-1531059605
0.626300;1166796575
0.626400;-1779560085
0.626500;-911085126
0.626600;1006489097
0.626700;1568302413
0.626800;-1618340349
0.626900;1142170937
0.627000;-926820253
0.627100;-707361738
0.627200;-328950149
0.627300;2104675504
0.627400;-1111903302
0.627500;1454014614
0.627600;-707439681
0.627700;839619623
0.627800;-2128264866
0.627900;-1581280106
0.628000;1280305076
0.628100;-826909428
0.628200;1862123508
0.628300;626059414
0.628400;-873105533
0.628500;1903431202
0.628600;-1164523035
0.628700;-1828296844
0.628800;762894209
0.628900;471302069
0.629000;-1101546277
0.629100;-708412413
0.629200;-1991374494
0.629300;-369959060
0.629400;1818536409
0.629500;1421607939
0.629600;1866267570
0.629700;1351105734
0.629800;527418852
0.629900;366660364
0.630000;-480732612
0.630100;80673829
0.630200;1078151889
0.630300;-1539058467
0.630400;-1562819467
0.630500;1954596014
0.630600;642079338
0.630700;-1285570455
0.630800;421457472
0.630900;2073354574
0.631000;-888966045
0.631100;1938483089
0.631200;-2076122136
0.631300;1756656530
0.631400;-1418334318
0.631500;-45218026
0.631600;1959396600
0.631700;-435357466
0.631800;803263500
0.631900;-579528211
0.632000;-1122096256
0.632100;-1299270516
0.632200;-1901124706
0.632300;-1701406597
0.632400;1410951283
0.632500;1115165509
0.632600;276083451
0.632700;787564356
0.632800;-930094153
0.632900;43630982
0.633000;-798658465
0.633100;627457112
0.633200;-1041487773
0.633300;68126382
0.633400;-20120501
0.633500;2059209303
0.633600;-2032484834
0.633700;2038323639
0.633800;1148182518
0.633900;1235598495
0.634000;351519371
0.634100;1302397316
0.634200;-99883628
