L 128,p 0.571900,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;32793246
2;7148748
3;4298038
4;2804916
5;1978300
6;1464688
7;1133506
8;908189
9;743030
10;623875
11;530828
12;458114
13;399150
14;351288
15;312279
16;279639
17;252531
18;228930
19;208380
20;191050
21;175237
22;161963
23;150431
24;139155
25;129795
26;121162
27;113723
28;106955
29;100327
30;94655
31;89659
32;84146
33;79910
34;76729
35;72748
36;69060
37;65801
38;63148
39;60199
40;57032
41;55443
42;53380
43;50733
44;48924
45;47158
46;45009
47;43657
48;42192
49;40647
50;39247
51;37751
52;36745
53;35673
54;34303
55;33193
56;32082
57;31247
58;30407
59;29400
60;28657
61;27738
62;26961
63;26516
64;25823
65;25025
66;24217
67;23501
68;23162
69;22313
70;21904
71;21310
72;20996
73;20500
74;19924
75;19568
76;18942
77;18628
78;17904
79;18104
80;17671
81;17062
82;16802
83;16189
84;16020
85;15830
86;15268
87;15171
88;14878
89;14614
90;14317
91;14013
92;13647
93;13509
94;13390
95;13074
96;12735
97;12612
98;12133
99;11991
100;12020
101;11942
102;11573
103;11181
104;11238
105;11047
106;10696
107;10508
108;10455
109;9963
110;10433
111;9839
112;9894
113;9562
114;9502
115;9322
116;9263
117;9077
118;8935
119;8676
120;8906
121;8603
122;8574
123;8445
124;8064
125;8134
126;8020
127;7760
128;7729
129;7638
130;7697
131;7396
132;7608
133;7236
134;7233
135;7084
136;7107
137;7029
138;6838
139;6830
140;6706
141;6774
142;6509
143;6504
144;6385
145;6260
146;6165
147;6093
148;6091
149;6053
150;5912
151;5901
152;5748
153;5695
154;5715
155;5635
156;5607
157;5612
158;5411
159;5477
160;5316
161;5316
162;5254
163;5150
164;5201
165;5071
166;4852
167;4967
168;4990
169;4812
170;4864
171;4789
172;4731
173;4717
174;4673
175;4483
176;4533
177;4485
178;4475
179;4398
180;4399
181;4353
182;4307
183;4263
184;4157
185;4094
186;4158
187;4017
188;4026
189;3909
190;3886
191;4022
192;3950
193;3830
194;3853
195;3780
196;3812
197;3801
198;3707
199;3686
200;3665
201;3565
202;3430
203;3657
204;3534
205;3474
206;3406
207;3350
208;3526
209;3392
210;3335
211;3273
212;3368
213;3297
214;3274
215;3100
216;3218
217;3139
218;3158
219;3195
220;3245
221;3046
222;3004
223;3141
224;3027
225;2917
226;2979
227;2895
228;2964
229;2881
230;2774
231;2831
232;2921
233;2844
234;2815
235;2783
236;2884
237;2694
238;2695
239;2805
240;2776
241;2642
242;2661
243;2642
244;2607
245;2535
246;2530
247;2515
248;2630
249;2490
250;2501
251;2489
252;2444
253;2353
254;2370
255;2387
256;2448
257;2372
258;2415
259;2372
260;2325
261;2304
262;2374
263;2256
264;2279
265;2281
266;2239
267;2268
268;2232
269;2177
270;2246
271;2175
272;2097
273;2132
274;2141
275;2136
276;2068
277;2114
278;2091
279;2112
280;1993
281;2033
282;2025
283;1942
284;1973
285;1972
286;1955
287;2003
288;1923
289;1944
290;2001
291;1908
292;1944
293;1966
294;1971
295;1834
296;1911
297;1883
298;1888
299;1851
300;1876
301;1848
302;1774
303;1822
304;1724
305;1822
306;1758
307;1781
308;1777
309;1758
310;1651
311;1750
312;1621
313;1701
314;1675
315;1698
316;1610
317;1693
318;1558
319;1644
320;1619
321;1635
322;1605
323;1587
324;1662
325;1551
326;1598
327;1668
328;1611
329;1654
330;1551
331;1548
332;1502
333;1558
334;1584
335;1481
336;1509
337;1533
338;1453
339;1452
340;1425
341;1445
342;1410
343;1442
344;1416
345;1407
346;1444
347;1439
348;1401
349;1399
350;1430
351;1388
352;1386
353;1342
354;1364
355;1333
356;1310
357;1345
358;1341
359;1324
360;1372
361;1384
362;1367
363;1317
364;1274
365;1242
366;1235
367;1321
368;1336
369;1213
370;1186
371;1298
372;1261
373;1294
374;1233
375;1219
376;1188
377;1208
378;1244
379;1184
380;1218
381;1188
382;1230
383;1153
384;1188
385;1147
386;1190
387;1127
388;1155
389;1125
390;1164
391;1207
392;1118
393;1154
394;1182
395;1127
396;1152
397;1120
398;1144
399;1168
400;1145
401;1143
402;1122
403;1106
404;1080
405;1085
406;1093
407;1034
408;1068
409;1018
410;1089
411;1043
412;1045
413;1105
414;1000
415;992
416;1060
417;1055
418;1090
419;1014
420;1029
421;1017
422;1020
423;984
424;992
425;995
426;996
427;1009
428;944
429;966
430;945
431;940
432;934
433;919
434;1004
435;875
436;916
437;963
438;985
439;874
440;916
441;984
442;960
443;938
444;937
445;913
446;935
447;944
448;939
449;866
450;934
451;876
452;840
453;948
454;852
455;888
456;864
457;905
458;877
459;884
460;827
461;900
462;902
463;867
464;848
465;803
466;820
467;818
468;828
469;818
470;881
471;830
472;795
473;801
474;847
475;811
476;789
477;838
478;772
479;783
480;818
481;770
482;750
483;780
484;809
485;773
486;794
487;758
488;795
489;754
490;809
491;788
492;749
493;729
494;725
495;737
496;748
497;768
498;736
499;795
500;745
501;771
502;693
503;694
504;681
505;742
506;747
507;742
508;752
509;697
510;686
511;769
512;720
513;732
514;755
515;711
516;688
517;719
518;709
519;652
520;690
521;713
522;667
523;675
524;673
525;735
526;637
527;689
528;677
529;653
530;645
531;671
532;719
533;679
534;632
535;651
536;680
537;615
538;656
539;645
540;603
541;688
542;630
543;668
544;643
545;676
546;624
547;627
548;630
549;598
550;651
551;608
552;657
553;661
554;609
555;603
556;642
557;626
558;616
559;622
560;581
561;567
562;599
563;630
564;609
565;612
566;599
567;590
568;563
569;590
570;586
571;574
572;601
573;581
574;568
575;590
576;603
577;558
578;581
579;588
580;599
581;549
582;579
583;546
584;556
585;534
586;576
587;563
588;547
589;525
590;562
591;545
592;557
593;563
594;562
595;477
596;547
597;568
598;504
