L 128,p 0.604800,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;25340292
2;5030384
3;2928071
4;1857714
5;1273431
6;921022
7;699179
8;548967
9;443045
10;365000
11;307401
12;260061
13;223934
14;195579
15;171901
16;151647
17;135803
18;121101
19;109995
20;99780
21;90141
22;83183
23;76352
24;70170
25;65116
26;60377
27;56157
28;52323
29;49349
30;45793
31;43089
32;40620
33;38003
34;36004
35;34047
36;32156
37;30752
38;28880
39;27638
40;26336
41;24989
42;24052
43;22785
44;21809
45;20561
46;19993
47;19046
48;18310
49;17881
50;17314
51;16500
52;15931
53;15382
54;14691
55;13938
56;13799
57;13044
58;12786
59;12346
60;11821
61;11632
62;11428
63;10802
64;10458
65;10291
66;9844
67;9688
68;9441
69;9246
70;9075
71;8685
72;8493
73;8134
74;8021
75;7888
76;7435
77;7355
78;7194
79;7045
80;6820
81;6802
82;6547
83;6414
84;6319
85;6060
86;6110
87;5885
88;5698
89;5698
90;5484
91;5363
92;5293
93;5095
94;5033
95;4906
96;4798
97;4727
98;4556
99;4583
100;4485
101;4389
102;4205
103;4189
104;4083
105;4077
106;3994
107;3896
108;3855
109;3775
110;3710
111;3660
112;3590
113;3477
114;3494
115;3438
116;3357
117;3302
118;3172
119;3292
120;3273
121;3086
122;3056
123;2976
124;2989
125;2842
126;2881
127;2858
128;2755
129;2728
130;2700
131;2683
132;2622
133;2574
134;2491
135;2574
136;2503
137;2391
138;2360
139;2363
140;2334
141;2273
142;2211
143;2328
144;2254
145;2115
146;2247
147;2033
148;2089
149;2063
150;2074
151;1978
152;2028
153;1933
154;1870
155;1901
156;1970
157;1894
158;1804
159;1848
160;1876
161;1822
162;1848
163;1727
164;1721
165;1709
166;1701
167;1686
168;1646
169;1600
170;1642
171;1633
172;1541
173;1574
174;1560
175;1504
176;1485
177;1463
178;1408
179;1465
180;1496
181;1413
182;1504
183;1417
184;1390
185;1307
186;1355
187;1330
188;1308
189;1309
190;1325
191;1275
192;1260
193;1224
194;1275
195;1228
196;1278
197;1233
198;1091
199;1117
200;1161
201;1128
202;1180
203;1163
204;1126
205;1179
206;1110
207;1048
208;1082
209;1144
210;1030
211;1025
212;1042
213;1042
214;997
215;1028
216;1015
217;1075
218;1016
219;1025
220;1029
221;1033
222;1015
223;924
224;874
225;991
226;937
227;935
228;917
229;929
230;922
231;884
232;910
233;886
234;855
235;823
236;854
237;919
238;829
239;810
240;809
241;790
242;802
243;858
244;752
245;804
246;784
247;762
248;748
249;738
250;772
251;808
252;720
253;754
254;782
255;771
256;757
257;724
258;729
259;723
260;672
261;687
262;713
263;716
264;731
265;633
266;704
267;690
268;671
269;681
270;658
271;669
272;678
273;679
274;609
275;670
276;655
277;645
278;629
279;614
280;648
281;612
282;623
283;637
284;597
285;596
286;603
287;573
288;599
289;603
290;592
291;584
292;597
293;592
294;560
295;556
296;588
297;554
298;517
299;514
300;605
301;544
302;507
303;576
304;495
305;508
306;524
307;539
308;484
309;538
310;523
311;521
312;522
313;524
314;509
315;510
316;493
317;478
318;521
319;485
320;488
321;483
322;518
323;485
324;449
325;467
326;469
327;437
328;491
329;478
330;454
331;450
332;465
333;480
334;440
335;408
336;427
337;401
338;375
339;451
340;401
341;440
342;462
343;435
344;435
345;439
346;428
347;410
348;408
349;393
350;399
351;345
352;385
353;399
354;438
355;403
356;391
357;398
358;394
359;410
360;381
361;372
362;390
363;392
364;386
365;387
366;374
367;354
368;401
369;383
370;378
371;384
372;347
373;353
374;302
375;328
376;375
377;368
378;353
379;381
380;343
381;378
382;374
383;339
384;383
385;327
386;325
387;349
388;365
389;348
390;347
391;341
392;297
393;340
394;359
395;329
396;305
397;324
398;321
399;295
400;334
401;319
402;294
403;306
404;344
405;334
406;330
407;310
408;288
409;325
410;316
411;306
412;324
413;294
414;302
415;331
416;299
417;308
418;346
419;299
420;297
421;299
422;293
423;260
424;285
425;301
426;289
427;304
428;303
429;269
430;271
431;275
432;270
433;251
434;257
435;232
436;293
437;269
438;245
439;236
440;276
441;270
442;294
443;238
444;242
445;263
446;264
447;254
448;259
449;285
450;251
451;280
452;263
453;254
454;253
455;267
456;263
457;256
458;232
459;241
460;218
461;268
462;255
463;267
464;244
465;232
466;260
467;242
468;221
469;254
470;266
471;241
472;257
473;227
474;219
475;229
476;241
477;230
478;231
479;225
480;261
481;197
482;232
483;224
484;230
485;211
486;223
487;242
488;226
489;206
490;209
491;221
492;201
493;198
494;215
495;229
496;234
497;203
498;180
499;198
500;195
501;228
502;217
503;220
504;210
505;210
506;186
507;199
508;197
509;217
510;185
511;210
512;212
513;188
514;212
515;188
516;210
517;190
518;171
519;203
520;196
521;183
522;183
523;181
524;207
525;198
526;198
527;181
528;179
529;200
530;189
531;193
532;176
533;160
534;182
535;171
536;186
537;171
538;174
539;183
540;190
541;195
542;204
543;206
544;180
545;169
546;185
547;184
548;194
549;160
550;177
551;157
552;164
553;205
554;163
555;149
556;184
557;187
558;170
559;181
560;172
561;167
562;147
563;177
564;170
565;155
566;156
567;166
568;171
569;168
570;154
571;164
572;137
573;171
574;176
575;156
576;172
577;181
578;151
579;155
580;160
581;158
582;160
583;132
584;147
585;154
586;141
587;150
588;174
589;141
590;141
591;160
592;169
593;135
594;159
595;152
596;139
597;129
598;163
599;159
600;162
601;126
602;147
603;146
604;131
605;144
606;157
607;144
608;158
609;142
610;134
611;158
612;144
613;135
614;150
615;137
616;122
617;142
618;156
619;126
620;138
621;143
622;158
623;149
624;114
625;147
626;153
627;154
628;146
629;147
630;147
631;134
632;134
633;132
634;137
635;141
636;146
637;137
638;151
639;152
640;142
641;118
642;132
643;133
644;110
645;138
646;127
647;130
648;134
649;128
650;138
651;126
652;135
653;160
654;115
655;148
656;161
657;125
658;126
659;133
660;132
661;114
662;109
663;114
664;143
665;136
666;116
667;115
668;119
669;129
670;140
671;126
672;132
673;104
674;114
675;113
676;108
677;107
678;118
679;116
680;111
681;127
682;130
683;109
684;130
685;109
686;110
687;118
688;135
689;111
690;120
691;121
692;127
693;104
694;101
695;116
696;125
697;107
698;115
699;111
700;126
701;109
702;106
703;117
704;91
705;98
706;118
707;111
708;126
709;121
710;112
711;114
712;119
713;102
714;120
715;138
716;104
717;94
718;112
719;134
720;126
721;85
722;115
723;117
724;106
725;127
726;85
727;92
728;124
729;110
730;101
731;100
732;102
733;104
734;115
735;115
736;98
737;80
738;99
739;79
740;85
741;112
742;129
743;110
744;117
745;103
746;102
747;91
748;90
749;89
750;114
751;83
752;89
753;99
754;109
755;104
756;97
757;107
758;112
759;110
760;113
761;95
762;95
763;88
764;97
765;101
766;104
767;96
768;104
769;93
770;96
771;77
772;102
773;96
774;91
775;97
776;76
777;90
778;85
779;101
780;83
781;78
782;100
783;88
784;90
785;89
786;88
787;91
788;90
789;96
790;78
791;94
792;77
793;112
794;85
795;83
796;103
797;92
798;101
799;71
800;100
801;79
802;110
803;80
804;115
805;78
806;82
807;93
808;86
809;77
810;92
811;81
812;85
813;66
814;90
815;72
816;82
817;71
818;99
819;87
820;98
821;97
822;87
823;87
824;79
825;93
826;71
827;76
828;77
829;92
830;89
831;97
832;89
833;96
834;83
835;72
836;86
837;93
838;80
839;87
840;82
841;80
842;81
843;81
844;90
845;86
846;86
847;62
848;72
849;93
850;71
851;77
852;84
853;78
854;82
855;80
856;74
857;83
858;84
859;69
860;81
861;82
862;59
863;83
864;80
865;85
866;82
867;72
868;78
869;87
870;77
871;81
872;89
873;81
874;89
875;90
876;86
877;72
878;87
879;74
880;94
881;72
882;67
883;82
884;65
885;65
886;76
887;80
888;77
889;60
890;73
891;76
892;83
893;68
894;72
895;97
896;99
897;57
898;77
899;65
900;79
901;69
902;75
903;75
904;67
905;59
906;92
907;67
908;71
909;78
910;67
911;71
912;64
913;60
914;82
915;55
916;86
917;75
918;65
919;68
920;67
921;62
922;77
923;62
924;59
925;73
926;83
927;61
928;49
929;78
930;69
931;55
932;75
933;69
934;65
935;80
936;71
937;71
938;68
939;63
940;76
941;59
942;76
943;75
944;58
945;60
946;61
947;73
948;62
949;70
950;65
951;60
952;71
953;64
954;80
955;71
956;74
957;59
958;55
959;50
960;62
961;52
962;72
963;69
964;62
965;76
