L 128,p 0.607600,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;24759532
2;4877782
3;2827933
4;1786728
5;1225103
6;883399
7;670676
8;525358
9;421058
10;348072
11;290196
12;247188
13;212943
14;185042
15;162118
16;143663
17;128068
18;114710
19;103906
20;93864
21;84984
22;78129
23;71879
24;66260
25;60796
26;56512
27;52508
28;49057
29;45458
30;42617
31;39960
32;37968
33;35082
34;33782
35;31534
36;29862
37;28560
38;26634
39;25527
40;24282
41;22910
42;22335
43;20961
44;20088
45;19290
46;18277
47;17868
48;17009
49;16170
50;15782
51;15277
52;14706
53;14288
54;13426
55;12875
56;12547
57;12041
58;11718
59;11303
60;11000
61;10604
62;10141
63;9785
64;9679
65;9337
66;8951
67;8863
68;8680
69;8491
70;8040
71;7928
72;7778
73;7520
74;7188
75;6931
76;6883
77;6702
78;6711
79;6432
80;6394
81;5998
82;6025
83;5753
84;5625
85;5566
86;5429
87;5202
88;5145
89;5143
90;4887
91;4922
92;4633
93;4594
94;4549
95;4307
96;4274
97;4294
98;4221
99;4087
100;4033
101;3921
102;3871
103;3780
104;3721
105;3682
106;3612
107;3481
108;3478
109;3393
110;3329
111;3352
112;3341
113;3157
114;3133
115;3022
116;3042
117;3033
118;2948
119;2824
120;2882
121;2761
122;2717
123;2683
124;2647
125;2634
126;2643
127;2533
128;2490
129;2496
130;2394
131;2431
132;2443
133;2353
134;2219
135;2148
136;2283
137;2209
138;2180
139;2070
140;2065
141;2007
142;2064
143;1999
144;2051
145;1846
146;1970
147;1907
148;1930
149;1826
150;1832
151;1752
152;1700
153;1753
154;1733
155;1787
156;1705
157;1680
158;1628
159;1651
160;1517
161;1599
162;1543
163;1500
164;1514
165;1488
166;1435
167;1488
168;1439
169;1505
170;1401
171;1421
172;1419
173;1376
174;1404
175;1401
176;1317
177;1398
178;1347
179;1311
180;1314
181;1252
182;1253
183;1282
184;1195
185;1213
186;1155
187;1205
188;1170
189;1146
190;1105
191;1158
192;1117
193;1126
194;1129
195;1097
196;1065
197;1042
198;1125
199;1040
200;1020
201;1035
202;1047
203;997
204;1083
205;1022
206;978
207;994
208;950
209;933
210;958
211;977
212;973
213;911
214;858
215;902
216;923
217;871
218;896
219;835
220;939
221;827
222;861
223;843
224;828
225;827
226;824
227;829
228;812
229;752
230;788
231;781
232;765
233;792
234;792
235;808
236;769
237;767
238;790
239;755
240;716
241;731
242;689
243;689
244;767
245;716
246;712
247;643
248;714
249;685
250;625
251;663
252;617
253;664
254;644
255;658
256;609
257;655
258;607
259;639
260;670
261;616
262;650
263;611
264;634
265;601
266;608
267;596
268;597
269;598
270;554
271;577
272;582
273;536
274;579
275;556
276;531
277;490
278;551
279;533
280;602
281;553
282;511
283;550
284;525
285;537
286;534
287;537
288;508
289;514
290;467
291;514
292;462
293;477
294;493
295;468
296;479
297;481
298;468
299;450
300;510
301;504
302;495
303;413
304;471
305;448
306;452
307;472
308;412
309;459
310;448
311;435
312;475
313;449
314;428
315;417
316;415
317;431
318;466
319;438
320;416
321;399
322;423
323;411
324;429
325;394
326;420
327;387
328;435
329;396
330;417
331;375
332;387
333;376
334;419
335;426
336;374
337;427
338;386
339;363
340;395
341;382
342;371
343;389
344;338
345;335
346;357
347;344
348;367
349;360
350;380
351;333
352;346
353;345
354;324
355;350
356;347
357;335
358;338
359;362
360;326
361;346
362;313
363;353
364;336
365;332
366;348
367;309
368;327
369;314
370;337
371;289
372;336
373;345
374;314
375;311
376;281
377;311
378;309
379;304
380;314
381;344
382;288
383;304
384;291
385;279
386;313
387;319
388;296
389;305
390;265
391;294
392;300
393;299
394;260
395;311
396;275
397;303
398;273
399;268
400;254
401;301
402;272
403;279
404;275
405;271
406;279
407;294
408;285
409;265
