L 128,p 0.617200,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;22820634
2;4358367
3;2499584
4;1564192
5;1060114
6;760054
7;569520
8;444704
9;356810
10;291147
11;242254
12;204739
13;176223
14;151827
15;132627
16;117277
17;103813
18;92208
19;82756
20;74704
21;68017
22;61995
23;56673
24;52219
25;48044
26;44285
27;41325
28;38469
29;35160
30;33072
31;31117
32;29021
33;27251
34;25773
35;24075
36;22673
37;21702
38;20530
39;19234
40;18303
41;17556
42;16574
43;15932
44;15158
45;14565
46;13904
47;13253
48;12522
49;12220
50;11876
51;11295
52;10766
53;10205
54;9939
55;9564
56;9395
57;9005
58;8610
59;8259
60;8033
61;7857
62;7354
63;7139
64;7106
65;6656
66;6671
67;6331
68;6293
69;6031
70;5879
71;5637
72;5565
73;5424
74;5208
75;5105
76;5074
77;4762
78;4690
79;4543
80;4422
81;4283
82;4186
83;4020
84;4040
85;3773
86;3737
87;3920
88;3679
89;3563
90;3452
91;3345
92;3310
93;3342
94;3178
95;3082
96;3041
97;2956
98;2925
99;2834
100;2815
101;2717
102;2604
103;2636
104;2573
105;2502
106;2530
107;2422
108;2317
109;2346
110;2264
111;2206
112;2227
113;2145
114;2071
115;2120
116;2071
117;1997
118;2018
119;1939
120;1892
121;1822
122;1803
123;1863
124;1736
125;1776
126;1756
127;1725
128;1764
129;1584
130;1642
131;1646
132;1560
133;1534
134;1567
135;1540
136;1521
137;1491
138;1398
139;1396
140;1429
141;1318
142;1372
143;1294
144;1308
145;1315
146;1269
147;1225
148;1280
149;1218
150;1231
151;1167
152;1152
153;1216
154;1161
155;1089
156;1104
157;1024
158;1060
159;1038
160;1082
161;1017
162;1022
163;981
164;979
165;999
166;939
167;929
168;961
169;971
170;936
171;945
172;907
173;869
174;887
175;878
176;875
177;807
178;830
179;821
180;811
181;850
182;798
183;776
184;798
185;781
186;762
187;801
188;705
189;766
190;776
191;775
192;722
193;721
194;738
195;716
196;664
197;691
198;665
199;694
200;651
201;677
202;628
203;625
204;654
205;634
206;655
207;631
208;632
209;576
210;604
211;601
212;594
213;594
214;594
215;581
216;557
217;556
218;557
219;549
220;553
221;557
222;513
223;503
224;492
225;527
226;527
227;500
228;522
229;535
230;496
231;516
232;492
233;492
234;492
235;439
236;465
237;463
238;466
239;437
240;451
241;437
242;416
243;434
244;458
245;406
246;428
247;453
248;412
249;419
250;413
251;390
252;378
253;414
254;413
255;354
256;388
257;367
258;375
259;416
260;370
261;405
262;385
263;394
264;407
265;375
266;379
267;383
268;324
269;336
270;379
271;358
272;380
273;356
274;315
275;348
276;295
277;325
278;338
279;327
280;351
281;333
282;321
283;312
284;329
285;316
286;316
287;297
288;324
289;287
290;306
291;317
292;302
293;296
294;282
295;290
296;296
297;299
298;279
299;268
300;273
301;287
302;306
303;290
304;237
305;292
306;265
307;270
308;297
309;282
310;252
311;244
312;263
313;231
314;249
315;235
316;269
317;272
318;267
319;244
320;252
321;227
322;218
323;225
324;230
325;255
326;240
327;236
328;246
329;230
330;255
331;246
332;218
333;252
334;228
335;210
336;239
337;249
338;203
339;229
340;238
341;198
342;221
343;217
344;195
345;226
346;221
347;212
348;226
349;210
350;190
351;231
352;186
353;198
354;186
355;213
356;189
357;205
358;222
359;198
360;213
361;186
362;191
363;184
364;190
365;200
366;200
367;199
368;185
369;202
370;164
