L 128,p 0.613500,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;23554376
2;4556010
3;2620279
4;1647078
5;1121079
6;805398
7;607911
8;475078
9;380594
10;310836
11;261145
12;220674
13;189069
14;163432
15;143115
16;126714
17;112291
18;100196
19;90731
20;82370
21;74334
22;67999
23;61801
24;57617
25;52333
26;49007
27;45282
28;42142
29;38948
30;36546
31;34189
32;32348
33;30134
34;28317
35;26826
36;25755
37;23915
38;22798
39;21878
40;20571
41;19635
42;18656
43;18114
44;17188
45;16224
46;15264
47;14910
48;14266
49;13595
50;13217
51;12623
52;12266
53;11595
54;11204
55;10718
56;10487
57;10237
58;9768
59;9388
60;9175
61;8959
62;8604
63;8310
64;8016
65;7519
66;7406
67;7244
68;7200
69;6914
70;6570
71;6530
72;6109
73;6185
74;5959
75;5710
76;5591
77;5546
78;5312
79;5113
80;5176
81;4941
82;4720
83;4730
84;4669
85;4482
86;4451
87;4261
88;4129
89;4050
90;4073
91;3800
92;3789
93;3774
94;3658
95;3577
96;3575
97;3450
98;3447
99;3366
100;3104
101;3174
102;3116
103;3063
104;2996
105;2905
106;2808
107;2843
108;2749
109;2672
110;2579
111;2573
112;2459
113;2575
114;2559
115;2494
116;2340
117;2331
118;2266
119;2306
120;2243
121;2134
122;2068
123;2155
124;2078
125;2057
126;2089
127;1938
128;1910
129;1902
130;1913
131;1876
132;1839
133;1809
134;1750
135;1806
136;1759
137;1693
138;1738
139;1669
140;1637
141;1489
142;1607
143;1630
144;1550
145;1538
146;1585
147;1385
148;1459
149;1491
150;1450
151;1425
152;1386
153;1349
154;1393
155;1370
156;1305
157;1333
158;1254
159;1265
160;1297
161;1163
162;1188
163;1253
164;1222
165;1135
166;1167
167;1108
168;1107
169;1087
170;1025
171;1065
172;1076
173;1056
174;1053
175;1041
176;1012
177;994
178;1011
179;1009
180;982
181;991
182;923
183;942
184;915
185;962
186;946
187;916
188;874
189;915
190;843
191;847
192;850
193;842
194;831
195;858
196;833
197;831
198;817
199;785
200;779
201;789
202;765
203;734
204;751
205;739
206;712
207;776
208;714
209;697
210;686
211;674
212;718
213;708
214;686
215;690
216;666
217;666
218;644
219;695
220;712
221;634
222;623
223;649
224;635
225;586
226;641
227;578
228;608
229;587
230;629
231;619
232;593
233;554
234;597
235;591
236;551
237;572
238;553
239;524
240;509
241;526
242;605
243;553
244;542
245;508
246;510
247;502
248;505
249;508
250;528
251;472
252;539
253;462
254;497
255;485
256;455
257;473
258;465
259;453
260;486
261;477
262;457
263;438
264;453
265;430
266;451
267;398
268;447
269;447
270;443
271;437
272;414
273;421
274;404
275;434
276;417
277;375
278;401
279;426
280;402
281;409
282;411
283;391
284;377
285;361
286;397
287;358
288;373
289;380
290;355
291;340
292;390
293;398
294;366
295;361
296;355
297;351
298;363
299;331
300;354
301;354
302;335
303;349
304;351
305;363
306;340
307;312
308;328
309;339
310;341
311;310
312;345
313;315
314;318
315;326
316;313
317;299
318;324
319;317
320;268
321;305
322;301
323;295
324;281
325;329
326;305
327;285
328;309
329;261
330;308
331;282
332;257
333;320
334;282
335;237
336;284
337;269
338;271
339;279
340;280
341;291
342;278
343;283
344;246
345;283
346;255
347;258
348;261
349;255
350;254
351;237
352;258
353;252
354;239
355;244
356;241
357;218
358;234
359;239
360;241
361;238
362;233
363;267
364;239
365;281
366;254
367;228
368;234
369;235
370;239
371;241
372;239
373;236
374;219
375;202
376;226
377;207
378;219
379;234
380;223
381;202
382;217
383;204
384;244
385;206
386;229
387;242
388;213
389;211
390;210
391;203
392;216
393;210
394;198
395;198
396;196
397;219
398;219
399;190
400;189
401;187
402;204
403;202
404;196
405;194
406;175
407;177
408;191
409;191
410;176
411;180
412;197
413;186
414;195
415;166
416;205
417;187
418;171
419;196
420;197
421;169
422;156
423;182
424;162
425;172
426;178
427;169
428;193
429;156
430;158
431;175
432;175
433;154
434;147
435;157
436;174
437;163
438;172
439;161
440;152
441;165
442;173
443;186
444;164
445;162
446;158
447;146
448;153
449;147
450;138
451;158
452;139
453;151
454;160
455;146
456;144
457;146
458;152
459;149
460;154
461;140
462;167
463;162
464;151
465;156
466;133
467;137
468;149
469;162
470;147
471;160
472;144
473;173
474;131
475;135
476;142
477;134
478;129
479;139
480;133
481;127
482;134
483;134
484;152
485;118
486;133
487;127
488;148
489;134
490;119
491;132
492;129
493;117
494;133
495;131
496;112
497;114
498;130
499;103
500;148
501;126
502;132
503;148
504;129
505;124
506;137
507;145
508;144
509;142
510;119
511;110
512;113
513;131
514;113
515;116
516;101
517;132
518;108
519;132
520;89
521;108
522;117
523;103
524;106
525;117
526;103
527;122
528;106
529;119
530;132
531;127
532;111
533;106
534;110
535;115
536;111
537;99
538;113
539;108
540;121
541;116
542;108
543;120
544;113
545;105
546;104
547;100
548;127
549;108
550;97
551;86
552;114
553;96
554;102
555;86
556;106
557;98
558;97
559;93
560;98
561;100
562;104
563;91
564;99
565;100
566;123
567;92
568;119
569;98
570;77
571;98
572;95
573;89
574;95
575;71
576;105
577;93
578;88
579;88
580;88
581;107
582;94
583;88
584;98
585;81
586;114
587;105
588;86
589;80
590;89
591;101
592;88
593;94
594;83
595;96
596;87
597;74
598;92
599;90
600;81
601;83
602;83
603;81
604;81
605;83
606;87
607;92
608;69
609;88
610;74
611;95
612;86
613;76
614;81
615;82
616;92
617;79
618;74
619;93
620;75
621;94
622;87
623;93
624;81
625;82
626;76
627;74
628;83
629;85
630;63
631;72
632;74
633;89
634;75
635;76
636;80
637;75
638;86
639;72
640;84
641;68
642;68
643;77
644;70
645;84
646;64
647;72
648;79
649;73
650;77
651;73
652;82
653;70
654;67
655;74
656;74
657;85
658;57
659;75
660;65
661;79
662;85
663;72
664;74
665;67
666;60
667;76
668;77
669;85
670;66
671;68
672;68
673;74
674;68
675;78
676;66
677;79
678;69
679;72
680;73
681;78
682;56
683;50
684;76
685;86
686;81
687;59
688;52
689;62
690;66
691;75
692;56
693;68
694;69
695;75
696;70
697;49
698;57
699;72
700;71
701;54
702;65
703;59
704;79
705;63
706;59
707;65
708;78
709;65
710;66
711;68
712;54
713;62
714;54
715;70
716;45
717;65
718;60
719;60
720;55
721;56
722;47
723;76
724;66
725;46
726;50
727;72
728;60
729;49
730;74
731;61
732;63
733;59
734;59
735;48
736;51
737;53
738;41
739;56
740;60
741;56
742;66
743;68
744;56
745;59
746;48
747;65
748;51
749;69
750;65
751;55
752;50
753;49
754;55
755;42
756;66
757;46
758;54
759;44
760;47
761;47
762;53
763;43
764;51
765;71
766;56
767;70
768;53
769;44
770;41
771;53
772;52
773;53
774;54
775;59
776;53
777;44
778;66
779;31
780;43
781;55
782;50
783;54
784;53
785;58
786;40
787;44
788;47
789;56
790;50
791;62
792;40
793;60
794;48
795;54
796;49
797;52
798;48
799;45
800;50
801;46
802;50
803;59
804;49
805;45
806;43
807;48
808;40
809;48
810;52
811;42
812;47
813;40
814;53
815;38
816;42
817;51
818;35
819;41
820;45
821;44
822;44
823;40
824;45
825;48
826;48
827;53
828;45
829;54
830;39
831;45
832;43
833;48
834;42
835;43
836;42
837;38
838;40
839;56
840;49
841;45
842;40
843;60
844;42
845;41
846;47
847;44
848;53
849;41
850;39
851;38
852;46
853;39
854;48
855;49
856;43
857;43
858;44
859;47
860;40
861;48
862;42
863;46
864;45
865;53
866;44
867;44
868;32
869;41
870;42
871;44
872;40
873;45
874;38
875;44
876;43
877;33
878;37
879;41
880;39
881;46
882;43
883;39
884;34
885;46
886;24
887;44
888;43
889;44
890;35
891;50
892;33
893;47
894;39
895;34
896;36
897;50
898;27
899;22
900;38
901;39
902;34
903;37
904;48
905;38
906;42
907;38
908;27
909;42
910;25
911;39
912;41
913;33
914;32
915;29
916;51
917;40
918;38
919;31
920;28
921;34
922;34
923;24
924;48
925;30
926;41
927;30
928;32
929;53
930;39
931;42
932;39
933;38
934;39
935;37
936;30
937;28
938;32
939;43
940;34
941;41
942;38
943;38
944;33
945;42
946;37
947;37
948;23
949;32
950;29
951;32
952;30
953;41
954;29
955;33
956;30
957;29
958;26
959;50
960;37
961;40
962;37
963;32
964;34
965;36
966;31
967;35
968;41
969;32
970;29
971;36
972;44
973;31
974;27
975;25
976;34
977;22
978;24
979;43
980;30
981;33
982;38
983;21
984;27
985;20
986;23
987;36
988;27
989;26
990;36
991;42
992;33
993;39
994;30
995;33
996;40
997;29
998;31
999;33
1000;30
1001;22
1002;22
1003;28
1004;30
1005;29
1006;24
1007;26
1008;33
1009;31
1010;41
1011;22
1012;30
1013;30
1014;27
1015;23
1016;20
1017;36
1018;40
1019;36
1020;29
1021;28
1022;31
1023;25
1024;32
1025;39
1026;26
1027;41
1028;34
1029;33
1030;28
1031;30
1032;26
1033;30
1034;37
1035;37
1036;31
1037;26
1038;39
1039;24
1040;33
1041;34
1042;25
1043;27
1044;22
1045;32
1046;22
1047;31
1048;29
1049;26
1050;28
1051;27
1052;23
1053;25
1054;28
1055;28
1056;25
1057;44
1058;24
1059;21
1060;30
1061;33
1062;30
1063;32
1064;20
1065;38
1066;24
1067;30
1068;27
1069;30
1070;23
1071;20
1072;30
1073;27
1074;21
1075;28
1076;23
1077;36
1078;28
1079;30
1080;37
1081;32
1082;29
1083;35
1084;31
1085;25
1086;22
1087;38
1088;29
1089;28
1090;26
1091;29
1092;27
1093;25
1094;33
1095;30
1096;21
1097;17
1098;29
1099;23
1100;27
1101;25
1102;28
1103;28
1104;21
1105;33
1106;25
1107;23
1108;26
1109;20
1110;26
1111;21
1112;28
1113;18
1114;29
1115;33
1116;28
1117;27
1118;34
1119;14
1120;21
1121;22
1122;22
1123;25
1124;35
1125;24
1126;23
1127;24
1128;29
1129;27
1130;29
1131;18
1132;23
1133;24
1134;17
1135;20
1136;29
1137;29
1138;24
1139;21
1140;29
1141;17
1142;18
1143;20
1144;15
