L 128,p 0.580200,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;30808535
2;6562936
3;3922413
4;2541430
5;1779443
6;1309791
7;1009630
8;804812
9;657738
10;550224
11;466581
12;401529
13;348774
14;306855
15;272256
16;242624
17;217898
18;197241
19;179609
20;164184
21;150136
22;138580
23;128071
24;119154
25;110923
26;103398
27;96363
28;90640
29;85530
30;80263
31;75542
32;71562
33;67560
34;64608
35;60870
36;58021
37;55294
38;52849
39;50604
40;48557
41;46166
42;44428
43;42473
44;40828
45;39468
46;37869
47;36324
48;34810
49;33627
50;33138
51;31619
52;30496
53;29339
54;28375
55;27506
56;26612
57;25955
58;25345
59;24419
60;23664
61;22929
62;22078
63;21701
64;21217
65;20524
66;19934
67;19521
68;18859
69;18565
70;18050
71;17659
72;17397
73;16794
74;16274
75;16138
76;15511
77;15145
78;14865
79;14446
80;14406
81;13939
82;13687
83;13319
84;13206
85;12904
86;12593
87;12303
88;12099
89;11915
90;11526
91;11367
92;11083
93;10877
94;10892
95;10517
96;10322
97;10088
98;9980
99;9851
100;9604
101;9530
102;9090
103;9281
104;9060
105;8627
106;8590
107;8660
108;8220
109;8259
110;8290
111;7907
112;7825
113;7875
114;7717
115;7644
116;7381
117;7449
118;7374
119;7349
120;6994
121;6989
122;6766
123;6766
124;6573
125;6696
126;6500
127;6251
128;6224
129;6266
130;6089
131;5899
132;5925
133;6025
134;5836
135;5791
136;5653
137;5599
138;5582
139;5366
140;5410
141;5250
142;5268
143;5217
144;5029
145;4974
146;5056
147;4861
148;4808
149;4850
150;4870
151;4666
152;4836
153;4526
154;4614
155;4504
156;4388
157;4437
158;4326
159;4346
160;4180
161;4312
162;4209
163;4197
164;4193
165;4049
166;4066
167;4021
168;3933
169;3892
170;3836
171;3817
172;3681
173;3757
174;3651
175;3766
176;3669
177;3685
178;3531
179;3514
180;3449
181;3456
182;3462
183;3358
184;3408
185;3312
186;3244
187;3247
188;3168
189;3253
190;3143
191;2928
192;3238
193;3155
194;3193
195;3101
196;3084
197;3024
198;2985
199;3041
200;2920
201;2835
202;2949
203;2825
204;2778
205;2709
206;2812
207;2749
208;2750
209;2761
210;2679
211;2723
212;2674
213;2628
214;2615
215;2577
216;2512
217;2523
218;2549
219;2449
220;2436
221;2483
222;2511
223;2360
224;2360
225;2287
226;2347
227;2434
228;2363
229;2301
230;2269
231;2272
232;2219
233;2252
234;2267
235;2198
236;2181
237;2276
238;2266
239;2163
240;2148
241;2111
242;2098
243;2088
244;2111
245;2092
246;2041
247;1970
248;2005
249;1928
250;2010
251;1999
252;1970
253;1915
254;1924
255;1943
256;1890
257;1916
258;1903
259;1858
260;1839
261;1828
262;1817
263;1810
264;1810
265;1732
266;1742
267;1707
268;1783
269;1790
270;1778
271;1754
272;1764
273;1710
274;1739
275;1624
276;1692
277;1662
278;1649
279;1619
280;1553
281;1665
282;1565
283;1580
284;1644
285;1569
286;1538
287;1538
288;1534
289;1480
290;1565
291;1552
292;1504
293;1522
294;1569
295;1485
296;1546
297;1451
298;1525
299;1444
300;1458
301;1471
302;1502
303;1412
304;1455
305;1388
306;1389
307;1386
308;1390
309;1363
310;1347
311;1354
312;1307
313;1397
314;1389
315;1371
316;1362
317;1321
318;1316
319;1325
320;1305
321;1336
322;1299
323;1299
324;1322
325;1277
326;1230
327;1214
328;1281
329;1236
330;1261
331;1296
332;1149
333;1207
334;1146
335;1214
336;1160
337;1256
338;1178
339;1183
340;1238
341;1147
342;1232
343;1156
344;1204
345;1111
346;1139
347;1163
348;1111
349;1152
350;1091
351;1046
352;1088
353;1093
354;1100
355;1106
356;1068
357;1120
358;1102
359;1080
360;1059
361;1035
362;1055
363;1042
364;1105
365;1067
366;1034
367;992
368;1069
369;1038
370;1072
371;1009
372;1056
373;1003
374;987
375;1079
376;971
377;972
378;999
379;967
380;1014
381;1046
382;988
383;935
384;995
385;964
386;971
387;994
388;938
389;951
390;938
391;988
392;930
393;900
394;844
395;921
396;923
397;918
398;893
399;959
400;857
401;905
402;942
403;902
404;850
405;868
406;912
407;878
408;846
409;922
410;893
411;815
412;872
413;865
414;865
415;880
416;850
417;896
418;849
419;840
420;861
421;793
422;788
423;784
424;833
425;824
426;778
427;806
428;751
429;782
430;775
431;773
432;862
433;810
434;729
435;746
436;760
437;792
438;776
439;758
440;770
441;804
442;743
443;764
444;748
445;751
446;742
447;694
448;751
449;748
450;757
451;745
452;738
453;704
454;689
455;760
456;710
457;697
458;697
459;720
460;676
461;667
462;668
463;707
464;721
465;650
466;708
467;685
468;690
469;665
470;683
471;712
472;639
473;700
474;697
475;652
476;680
477;654
478;670
479;657
480;698
481;676
482;603
483;630
484;641
485;621
486;651
487;685
488;626
489;630
490;606
491;592
492;670
493;637
494;660
495;598
496;574
497;563
498;597
499;601
500;616
501;602
502;573
503;590
504;633
505;613
506;587
507;589
508;604
509;564
510;580
511;591
512;609
513;606
514;609
515;618
516;587
517;580
518;585
519;593
520;598
521;504
522;565
523;578
524;585
525;539
526;538
527;546
528;571
529;562
530;545
531;544
532;586
533;507
534;536
535;583
536;543
537;541
538;520
539;503
540;543
541;523
542;532
543;536
544;518
545;559
546;527
547;516
548;524
549;528
550;551
551;511
552;533
553;531
554;453
555;549
556;518
557;480
558;487
559;486
560;535
561;501
562;501
563;493
564;483
565;508
566;496
567;500
568;497
569;483
570;462
571;471
572;511
573;469
574;472
575;471
576;477
577;492
578;484
579;486
580;498
581;480
582;477
583;483
584;445
585;524
586;435
587;485
588;471
589;459
590;453
591;486
592;503
593;458
594;469
595;452
596;465
597;414
598;471
599;396
600;449
601;432
602;454
603;452
604;440
605;453
606;406
607;434
608;418
609;447
610;436
611;435
612;489
613;443
614;428
615;434
616;488
617;422
618;458
619;418
620;423
621;431
622;402
623;425
624;475
625;411
626;409
627;417
628;420
629;423
630;454
631;435
632;378
633;377
634;421
635;410
636;392
637;398
638;414
639;393
640;383
641;405
642;369
643;405
644;393
645;385
646;391
647;364
648;381
649;400
650;411
651;372
652;403
653;351
654;380
655;362
656;369
657;379
658;415
659;374
660;374
661;379
662;358
663;390
664;390
665;355
666;363
667;375
668;392
669;391
670;354
671;383
672;348
673;377
674;391
675;354
676;341
677;347
678;372
679;310
680;390
681;381
682;372
683;396
684;353
685;374
686;345
687;351
688;361
689;292
690;390
691;321
692;355
693;351
694;334
695;356
696;328
697;348
698;349
699;364
700;317
701;351
702;360
703;334
704;325
705;307
706;337
707;326
708;332
709;338
710;309
711;310
712;330
713;291
714;311
715;331
716;325
717;366
718;382
719;364
720;346
721;345
722;348
723;335
724;308
725;319
726;331
727;331
728;328
729;317
730;327
731;304
732;322
733;343
734;322
735;318
736;312
737;305
738;321
739;304
740;348
741;306
742;311
743;313
744;295
745;317
746;314
747;340
748;324
749;327
750;289
751;291
752;295
753;310
754;301
755;299
756;297
757;332
758;304
759;284
760;326
761;311
762;292
763;281
764;304
765;303
766;298
767;312
768;296
769;283
770;308
771;313
772;250
773;303
774;302
775;307
776;288
777;319
778;296
779;300
780;286
781;298
782;279
783;281
784;261
785;259
786;297
787;291
788;286
789;277
790;232
791;284
792;272
793;272
794;281
795;289
796;240
797;296
798;272
799;295
800;266
801;254
802;294
803;274
804;251
805;277
806;284
807;258
808;272
809;283
810;285
811;285
812;273
813;288
814;253
815;238
816;257
817;242
818;288
819;227
820;239
821;294
822;248
823;246
824;244
825;261
826;258
827;264
828;263
829;244
830;246
831;277
832;260
833;268
834;242
835;264
836;255
837;245
838;276
839;278
840;255
841;240
842;247
843;244
844;240
845;234
846;266
847;254
848;261
849;236
850;243
851;219
852;222
853;255
854;252
855;252
856;225
857;237
858;223
859;246
860;245
861;248
862;253
863;239
864;235
865;263
866;225
867;246
868;222
869;232
870;243
871;235
872;228
873;209
874;262
875;244
876;220
877;248
878;233
879;210
880;220
881;245
882;238
883;217
884;233
885;231
886;238
887;211
888;232
889;243
890;209
891;229
892;230
893;233
894;239
895;219
896;240
897;225
898;260
899;232
900;246
901;254
902;220
903;207
904;223
905;219
906;224
907;224
908;221
909;218
910;217
911;226
912;239
913;213
914;248
915;192
916;216
917;223
918;236
919;226
920;197
921;213
922;216
923;202
924;217
925;225
926;225
927;213
928;208
929;227
930;205
931;216
932;222
933;220
934;217
935;234
936;194
937;204
938;208
939;214
940;216
941;213
942;231
943;205
944;201
945;232
946;235
947;213
948;206
949;213
950;175
951;190
952;170
953;198
954;198
955;214
956;199
957;218
958;192
959;191
960;206
961;196
962;206
963;214
964;201
965;178
966;178
967;189
968;196
969;211
970;216
971;204
972;176
973;201
974;211
975;192
976;204
977;167
978;210
979;196
980;191
981;209
982;218
983;206
984;220
985;188
986;165
987;211
988;192
989;183
990;205
991;196
992;197
993;180
994;193
995;201
996;195
997;160
998;181
999;171
1000;172
1001;181
1002;167
1003;172
1004;171
1005;216
1006;187
1007;180
1008;189
1009;162
1010;191
1011;170
1012;189
1013;177
1014;170
1015;174
1016;209
1017;188
1018;173
1019;168
1020;204
1021;177
1022;175
1023;200
1024;188
1025;185
1026;162
1027;153
1028;168
1029;201
1030;191
1031;190
1032;159
1033;183
1034;184
1035;144
1036;182
1037;161
1038;174
1039;185
1040;204
1041;162
1042;183
1043;167
1044;159
1045;176
1046;178
1047;188
1048;184
1049;168
1050;153
1051;140
1052;153
1053;164
1054;184
1055;185
1056;169
1057;178
1058;164
1059;164
1060;146
1061;169
1062;188
1063;187
1064;153
1065;175
1066;162
1067;143
1068;204
1069;171
1070;162
1071;154
1072;170
1073;169
1074;176
1075;175
1076;145
1077;135
1078;169
1079;156
1080;164
1081;164
1082;138
1083;135
1084;134
1085;154
1086;156
