L 128,p 0.621500,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;21980928
2;4141741
3;2364864
4;1472463
5;994762
6;709070
7;531397
8;413359
9;329821
10;269495
11;223813
12;187899
13;160691
14;138898
15;120981
16;106182
17;94001
18;84222
19;74945
20;67574
21;61343
22;55898
23;50667
24;47079
25;43011
26;39560
27;37071
28;34041
29;32013
30;29439
31;27596
32;25776
33;24389
34;22882
35;21579
36;20201
37;19395
38;18036
39;17291
40;16071
41;15560
42;14707
43;13863
44;13236
45;12583
46;12159
47;11529
48;11169
49;10508
50;10047
51;9904
52;9210
53;9048
54;8750
55;8254
56;7936
57;7762
58;7521
59;7391
60;6928
61;6657
62;6468
63;6116
64;6026
65;5837
66;5611
67;5435
68;5325
69;5178
70;5055
71;4805
72;4771
73;4780
74;4546
75;4421
76;4124
77;4000
78;3972
79;3919
80;3756
81;3639
82;3443
83;3558
84;3450
85;3265
86;3231
87;3229
88;3101
89;3031
90;2961
91;2944
92;2706
93;2656
94;2599
95;2583
96;2532
97;2551
98;2451
99;2469
100;2331
101;2397
102;2348
103;2215
104;2223
105;2114
106;2115
107;1968
108;2073
109;1857
110;1983
111;1800
112;1795
113;1808
114;1773
115;1729
116;1725
117;1706
118;1688
119;1619
120;1556
121;1553
122;1550
123;1480
124;1465
125;1421
126;1425
127;1385
128;1376
129;1350
130;1359
131;1355
132;1246
133;1264
134;1267
135;1226
136;1253
137;1232
138;1257
139;1115
140;1170
141;1064
142;1163
143;1100
144;1069
145;1058
146;1039
147;999
148;1027
149;942
150;977
151;933
152;968
153;945
154;903
155;924
156;897
157;903
158;894
159;900
160;877
161;834
162;886
163;858
164;841
165;820
166;766
167;772
168;768
169;782
170;792
171;720
172;731
173;704
174;690
175;746
176;715
177;724
178;682
179;683
180;673
181;628
182;662
183;627
184;655
185;624
186;599
187;684
188;590
189;630
190;642
191;618
192;588
193;522
194;588
195;551
196;575
197;530
198;567
199;515
200;551
201;491
202;522
203;534
204;551
205;510
206;488
207;503
208;516
209;481
210;485
211;502
212;447
213;472
214;453
215;469
216;454
217;438
218;471
219;412
220;409
221;405
222;411
223;417
224;409
225;420
226;406
227;427
228;388
229;391
230;378
231;366
232;366
233;397
234;385
235;365
236;377
237;362
238;339
239;381
240;365
241;347
242;336
243;295
244;327
245;361
246;344
247;335
248;302
249;347
250;315
251;354
252;294
253;314
254;335
255;320
256;318
257;314
258;323
259;305
260;323
261;290
262;299
263;302
264;274
265;274
266;285
267;300
268;275
269;283
270;276
271;255
272;281
273;266
274;247
275;289
276;275
277;257
278;298
279;248
280;269
281;283
282;274
283;266
284;247
285;236
286;249
287;279
288;245
289;242
290;216
291;239
292;254
293;210
294;278
295;213
296;210
297;248
298;220
299;237
300;217
301;209
302;249
303;219
304;202
305;212
306;224
307;228
308;221
309;220
310;224
311;194
312;189
313;176
314;189
315;193
316;186
317;228
318;162
319;220
320;195
321;219
322;209
323;214
324;182
325;191
326;190
327;189
328;184
329;183
330;159
331;175
332;197
333;165
334;182
335;175
336;189
337;173
338;168
339;170
340;199
341;188
342;158
343;189
344;156
345;165
346;173
347;153
348;152
349;170
350;141
351;146
352;159
353;151
354;170
355;173
356;165
357;158
358;148
359;141
360;168
361;154
362;151
363;156
364;143
365;148
366;151
367;165
368;155
369;130
370;136
371;117
372;136
373;133
374;114
375;154
376;131
377;144
378;149
379;141
380;131
381;123
382;121
383;138
384;127
385;129
386;128
387;116
388;101
389;145
390;129
391;97
392;119
393;144
394;113
395;133
396;136
397;120
398;133
399;143
400;117
401;113
402;108
403;108
404;116
405;127
406;124
407;126
408;114
409;135
410;111
411;124
412;120
413;116
414;92
415;104
416;102
417;98
418;110
419;108
420;102
421;106
422;106
423;119
424;129
425;98
426;113
427;102
428;127
429;114
430;97
431;112
432;121
433;93
434;111
435;115
436;99
437;112
438;106
439;85
440;103
441;74
442;111
443;97
444;105
445;94
446;87
447;93
448;91
449;88
450;93
451;84
452;96
453;84
454;89
455;86
456;87
457;89
458;101
459;99
460;97
461;96
462;87
463;84
464;90
465;103
466;85
467;90
468;95
469;83
470;88
471;89
472;85
473;74
474;87
475;82
476;81
477;99
478;87
479;88
480;83
481;68
482;77
483;81
484;71
485;74
486;87
487;82
488;79
489;83
490;70
491;69
492;77
493;81
494;62
495;81
496;79
497;78
498;64
499;63
500;73
501;63
502;72
503;85
504;63
505;72
506;83
507;71
508;68
509;71
510;59
511;72
512;54
513;49
514;64
515;73
516;65
517;67
518;77
519;81
520;57
521;63
522;66
523;59
524;58
525;67
526;78
527;63
528;67
529;60
530;73
531;63
532;65
533;50
534;60
535;77
536;68
537;68
538;71
539;48
540;67
541;71
542;63
543;56
544;60
545;58
546;65
547;52
548;61
549;59
550;63
551;61
552;51
553;58
554;59
555;71
556;67
557;43
558;64
559;52
560;58
561;49
562;60
563;61
564;53
565;55
566;61
567;56
568;51
569;68
570;52
571;58
572;52
573;61
574;62
575;59
576;50
577;59
578;58
579;51
580;47
581;54
582;63
583;64
584;50
585;49
586;52
587;46
588;44
589;47
590;55
591;54
592;63
593;42
594;54
595;48
596;59
597;46
598;55
599;51
600;49
601;52
602;54
603;46
604;58
605;44
606;49
607;40
608;38
609;45
610;50
611;58
612;48
613;43
614;37
615;40
616;51
617;47
618;53
619;44
620;33
621;46
622;51
623;51
624;51
625;44
626;42
627;53
628;35
629;50
630;51
631;52
632;38
633;43
634;30
635;36
636;54
637;58
638;34
639;34
640;40
641;39
642;33
643;43
644;43
645;33
646;35
647;37
648;30
649;38
650;37
651;43
652;33
653;47
654;39
655;35
656;31
657;48
658;38
659;44
660;29
661;47
662;47
663;32
664;35
665;28
666;37
667;36
668;44
669;47
670;31
671;49
672;42
673;45
674;44
675;26
676;32
677;39
678;44
679;42
680;32
681;27
682;26
683;37
684;39
685;34
686;40
687;35
688;33
689;30
690;25
691;31
692;31
693;46
694;35
695;43
696;28
697;45
698;40
699;27
700;28
701;32
702;25
703;46
704;30
705;30
706;34
707;28
708;20
709;36
710;39
711;37
712;25
713;33
714;35
715;31
716;27
717;35
718;36
719;33
720;29
721;30
722;35
723;21
724;43
725;30
726;35
727;29
728;34
729;30
730;30
731;20
732;31
733;32
734;35
735;31
736;24
737;31
738;30
739;35
740;38
741;36
742;31
743;34
744;28
745;24
746;31
747;35
748;20
749;27
750;32
751;31
752;21
753;29
754;31
755;24
756;26
757;31
758;29
759;35
760;24
761;30
762;25
763;18
764;36
765;35
766;28
767;26
768;40
769;35
770;30
771;28
772;28
773;24
774;38
775;27
776;29
777;29
778;28
779;24
780;25
781;37
782;28
783;25
784;31
785;26
786;25
787;23
788;31
789;39
790;31
791;28
792;28
793;27
794;27
795;24
796;29
797;26
798;27
799;26
800;33
801;29
802;25
803;26
804;30
805;26
806;20
807;26
808;34
809;31
810;23
811;25
812;16
813;27
814;25
815;19
816;21
817;17
818;23
819;21
820;21
821;34
822;26
823;23
824;21
825;27
826;38
827;23
828;20
829;26
830;28
831;24
832;17
833;22
834;32
835;22
836;23
837;21
838;22
839;18
840;21
841;18
842;22
843;23
844;31
845;22
846;26
847;30
848;28
849;24
850;23
851;15
852;25
853;22
854;26
855;17
856;30
857;12
858;32
859;24
860;20
861;29
862;24
863;37
864;11
865;25
866;22
867;23
868;19
869;32
870;13
871;20
872;18
873;22
874;19
875;25
876;29
877;15
878;17
879;16
880;21
881;22
882;24
883;24
884;20
885;13
886;19
887;11
888;25
889;29
890;29
891;22
892;16
893;20
894;21
895;23
896;23
897;17
898;18
899;17
900;25
901;17
902;19
903;17
904;26
905;24
906;15
907;19
908;19
909;18
910;18
911;16
912;25
913;21
914;23
915;13
916;14
917;15
918;23
919;17
920;11
921;23
922;28
923;20
924;19
925;22
926;21
927;14
928;24
929;23
930;25
931;13
932;25
933;18
934;24
935;15
936;25
937;18
938;15
939;14
940;15
941;15
942;22
943;12
944;18
945;22
946;16
947;14
948;13
949;19
950;18
951;21
952;27
953;27
954;15
955;23
956;17
957;18
958;19
959;17
960;17
961;15
962;19
963;16
964;15
965;10
966;18
967;17
968;15
969;14
970;26
971;17
972;21
973;12
974;13
975;19
976;16
977;16
978;16
979;18
980;16
981;16
982;7
983;9
984;15
985;25
986;16
987;11
988;24
989;17
990;19
991;14
992;15
993;17
994;11
995;11
996;13
997;14
998;20
999;17
1000;20
1001;13
1002;21
1003;14
1004;11
1005;22
1006;23
1007;13
1008;6
1009;16
1010;6
1011;15
1012;19
1013;20
1014;15
1015;20
1016;18
1017;13
1018;21
1019;9
1020;10
1021;12
1022;17
1023;14
1024;18
1025;15
1026;12
1027;11
1028;13
1029;15
1030;15
1031;9
1032;15
1033;11
1034;12
1035;12
1036;13
1037;16
1038;11
1039;22
1040;13
1041;12
1042;14
1043;19
1044;14
1045;14
1046;8
1047;18
1048;29
1049;17
1050;17
1051;12
1052;17
1053;15
1054;12
1055;10
1056;10
1057;10
1058;15
1059;15
1060;15
1061;19
1062;10
1063;13
1064;19
1065;15
1066;11
1067;24
1068;13
1069;14
1070;16
1071;18
1072;12
1073;6
1074;16
1075;11
