L 16,p 0.586500,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;608279
2;157609
3;99998
4;68267
5;48767
6;36911
7;29337
8;24095
9;19893
10;16610
11;14962
12;12896
13;11317
14;10058
15;9104
16;8212
17;7409
18;6966
19;6189
20;6001
21;5438
22;4973
23;4745
24;4426
25;4137
26;3854
27;3623
28;3454
29;3337
30;3108
31;2948
32;2812
33;2623
34;2621
35;2498
36;2323
37;2230
38;2112
39;2139
40;2020
41;1917
42;1815
43;1829
44;1704
45;1672
46;1638
47;1532
48;1483
49;1411
50;1404
51;1376
52;1317
53;1298
54;1252
55;1223
56;1176
57;1122
58;1093
59;1058
60;1027
61;947
62;1029
63;1021
64;948
65;894
66;853
67;862
68;802
69;792
70;781
71;778
72;742
73;737
74;696
75;737
76;674
77;686
78;669
79;624
80;594
81;540
82;547
83;565
84;560
85;527
86;505
87;473
88;466
89;465
90;466
91;435
92;418
93;422
94;367
95;376
96;357
97;332
98;361
99;315
100;299
101;276
102;278
103;293
104;275
105;255
106;221
107;209
108;219
109;212
110;194
111;188
112;162
113;165
114;157
115;148
116;124
117;129
118;111
119;98
120;76
121;83
122;71
123;72
124;68
125;74
126;35
127;44
128;56
129;31
130;31
131;23
132;26
133;20
134;19
135;17
136;8
137;15
138;11
139;6
140;7
141;7
142;4
143;5
144;2
145;1
146;2
147;2
148;1
149;1
150;1
151;0
152;0
153;0
154;0
155;1
156;0
157;0
158;0
159;0
160;0
161;0
162;0
163;0
164;0
165;0
166;0
167;0
168;0
169;0
170;0
171;0
172;0
173;0
174;0
175;0
176;0
177;0
178;0
179;0
180;0
181;0
182;0
183;0
184;0
185;0
186;0
187;0
188;0
189;0
190;0
191;0
192;0
193;0
194;0
195;0
196;0
197;0
198;0
199;0
200;0
201;0
202;0
203;0
204;0
205;0
206;0
207;0
208;0
209;0
210;0
211;0
212;0
213;0
214;0
215;0
216;0
217;0
218;0
219;0
220;0
221;0
222;0
223;0
224;0
225;0
226;0
227;0
228;0
229;0
230;0
231;0
232;0
233;0
234;0
235;0
236;0
237;0
238;0
239;0
240;0
241;0
242;0
243;0
244;0
245;0
246;0
247;0
248;0
249;0
250;0
251;0
252;0
253;0
254;0
255;0
256;0
