L 32,p 0.586600,Z 100000
/* Tamanio de cluster; Ocurrencias de cada tamaño de cluster */
1;2080456
2;485417
3;296334
4;200562
5;140809
6;104890
7;82371
8;66297
9;55117
10;46132
11;40013
12;35105
13;30017
14;26610
15;24129
16;21631
17;19530
18;17715
19;16189
20;14993
21;13772
22;12576
23;11704
24;11135
25;10199
26;9419
27;8980
28;8495
29;8141
30;7409
31;7221
32;6738
33;6665
34;6301
35;5814
36;5684
37;5274
38;5132
39;4868
40;4637
41;4649
42;4333
43;4178
44;4081
45;3777
46;3745
47;3578
48;3627
49;3415
50;3266
51;3169
52;3063
53;2970
54;2851
55;2787
56;2717
57;2749
58;2581
59;2531
60;2387
61;2401
62;2339
63;2248
64;2212
65;2140
66;2117
67;2005
68;2100
69;1931
70;1928
71;1832
72;1846
73;1762
74;1677
75;1724
76;1671
77;1705
78;1603
79;1619
80;1530
81;1619
82;1371
83;1427
84;1392
85;1426
86;1403
87;1289
88;1296
89;1300
90;1242
91;1233
92;1291
93;1207
94;1229
95;1140
96;1137
97;1107
98;1053
99;1109
100;1064
101;1121
102;1000
103;1026
104;1063
105;980
106;936
107;961
108;956
109;931
110;927
111;880
112;956
113;891
114;844
115;868
116;896
117;834
118;827
119;832
120;769
121;759
122;782
123;726
124;767
125;802
126;738
127;761
128;696
129;655
130;672
131;693
132;658
133;647
134;727
135;621
136;633
137;678
138;648
139;633
140;647
141;581
142;615
143;585
144;585
145;591
146;580
147;577
148;552
149;607
150;565
151;568
152;542
153;525
154;532
155;524
156;522
157;531
158;544
159;535
160;497
161;518
162;491
163;483
164;485
165;503
166;479
167;481
168;474
169;449
170;475
171;447
172;483
173;442
174;428
175;420
176;409
177;455
178;447
179;443
180;383
181;415
182;385
183;378
184;435
185;414
186;400
187;430
188;374
189;393
190;393
191;363
192;431
193;385
194;415
195;368
196;365
197;359
198;359
199;326
200;371
201;338
202;362
203;348
204;332
205;335
206;311
207;318
208;324
209;320
210;308
211;331
212;318
213;339
214;301
215;335
216;319
217;305
218;298
219;316
220;267
221;299
222;297
223;291
224;312
225;298
226;300
227;303
228;248
229;277
230;275
231;272
232;278
233;248
234;281
235;259
236;275
237;266
238;255
239;262
240;249
241;292
242;242
243;250
244;248
245;248
246;252
247;235
248;237
249;217
250;223
251;228
252;267
253;247
254;243
255;209
256;221
257;232
258;200
259;234
260;215
261;223
262;227
263;206
264;208
265;229
266;212
267;188
268;210
269;217
270;193
271;217
272;222
273;215
274;206
275;198
276;201
277;177
278;214
279;220
280;191
281;166
282;187
283;186
284;195
285;182
286;166
287;191
288;191
289;175
290;152
291;165
292;167
293;155
294;154
295;163
296;179
297;168
298;163
299;162
300;168
301;171
302;144
303;148
304;165
305;195
306;165
307;172
308;155
309;157
310;151
311;148
312;144
313;157
314;143
315;134
316;119
317;142
318;134
319;143
320;120
321;138
322;152
323;145
324;155
325;119
326;135
327;137
328;128
329;121
330;131
331;133
332;122
333;112
334;129
335;113
336;119
337;112
338;113
339;138
340;119
341;100
342;91
343;102
344;108
345;116
346;103
347;95
348;127
349;106
350;105
351;104
352;109
353;95
354;115
355;96
356;83
357;87
358;102
359;93
360;78
361;99
362;83
363;78
364;86
365;69
366;79
367;103
368;98
369;71
370;76
371;70
372;71
373;64
374;79
375;84
376;86
377;80
378;67
379;53
380;80
381;74
382;75
383;66
384;56
385;76
386;72
387;60
388;58
389;62
390;57
391;46
392;57
393;58
394;56
395;58
396;55
397;43
398;43
399;51
400;60
401;48
402;48
403;45
404;51
405;37
406;44
407;32
408;48
409;42
410;39
411;42
412;38
413;32
414;31
415;26
416;46
417;34
418;39
